gene	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#1_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_B_cell	Control_#2_neutrophil	Control_#3_T_cell	Control_#3_neutrophil	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_platelet	Control_#3_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_T_cell	SARS_CoV2_pos_Severe_#3_B_cell
MECP2	243	63	3	1	6	214	54	11	1	175	12	2	59	0	17	548	7	45	92	0	8	0	107	28	416	66	100	85	11	98	13	400	61	13
PRELID1	239	425	0	2	4	230	235	13	3	189	8	1	280	0	16	779	7	65	614	1	1	4	586	23	532	74	801	217	8	120	11	548	91	19
SLC50A1	114	44	2	1	6	121	43	12	2	83	8	0	38	0	11	381	3	61	69	0	7	3	73	9	197	73	43	19	5	52	28	178	64	19
SH3TC2	126	52	0	1	3	94	32	4	0	102	5	0	19	1	5	195	2	15	60	0	3	2	80	6	127	26	33	13	3	21	10	94	12	8
SNUPN	243	74	2	2	10	188	70	15	0	126	5	0	55	0	5	414	4	58	89	0	3	0	69	17	238	48	63	27	1	39	5	177	33	7
ZEB2	489	1058	4	2	13	672	713	17	4	395	35	2	776	1	19	498	9	80	1001	0	12	5	1626	39	751	149	2146	349	20	182	62	532	25	13
PCBP1	370	362	1	3	16	318	257	33	6	224	39	4	274	7	19	1079	22	96	505	7	9	37	455	72	576	93	505	360	119	132	89	629	99	19
HINT1	1266	251	1	0	35	1130	171	61	1	941	4	0	178	0	60	3260	2	260	412	4	1	4	295	3	2490	327	305	51	36	580	30	2744	287	55
C15orf40	1051	380	6	4	45	904	301	90	1	593	32	2	278	2	69	1976	13	212	373	1	2	8	507	67	1429	339	352	134	26	311	9	903	120	39
SPNS1	158	103	2	9	6	168	69	20	2	85	7	0	88	5	13	384	1	52	146	0	12	1	150	17	248	52	93	24	2	26	71	167	31	13
CNBP	530	264	3	0	6	511	181	27	3	417	27	1	234	0	25	1477	15	135	384	4	4	28	326	59	816	89	363	251	75	180	10	993	164	30
LIMS1	156	146	1	88	3	161	96	12	0	101	8	0	117	60	4	772	3	17	240	0	307	1	255	16	296	19	186	82	28	49	1005	311	72	3
UGP2	105	20	0	2	0	123	17	6	1	95	2	0	24	1	3	429	5	34	53	0	8	1	45	1	210	16	43	20	7	28	51	254	43	6
HNRNPF	189	107	1	2	6	227	70	12	1	141	5	1	78	1	10	854	4	73	151	0	4	3	125	9	503	57	143	27	12	45	15	476	79	9
TRIM56	772	282	4	2	30	703	252	54	4	441	10	0	171	1	45	1729	14	182	412	1	3	5	387	30	1092	248	253	83	22	205	4	776	122	38
SYAP1	329	72	2	1	7	323	82	9	2	186	17	0	64	1	12	570	15	41	119	0	1	7	123	15	517	63	96	58	14	85	4	474	43	10
MAP3K2	251	335	6	0	10	248	266	19	4	169	42	1	200	0	19	442	17	47	408	0	0	1	401	99	358	111	321	371	6	138	7	303	20	6
SF3B5	281	134	0	1	6	271	96	12	1	250	3	2	112	0	14	689	2	53	174	1	1	5	147	6	507	70	206	35	31	120	11	688	66	17
TMEM154	86	71	8	0	13	94	80	20	10	61	72	2	67	2	26	346	45	102	172	1	0	2	108	52	166	82	55	294	1	88	2	105	21	13
UBE2E3	69	50	1	7	2	89	28	7	0	61	2	0	35	12	5	173	2	20	46	2	22	5	67	0	142	20	47	7	37	31	76	114	13	3
TRAPPC1	157	90	0	7	7	228	66	10	2	139	6	0	79	25	18	584	1	63	149	0	60	3	146	5	426	59	205	56	15	79	133	425	75	13
HNRNPA3	971	391	4	2	36	929	316	56	1	697	23	0	276	0	58	2075	6	186	546	1	4	11	461	48	1673	338	449	118	39	571	26	2050	228	34
USP47	147	40	1	4	2	150	38	12	1	103	2	0	38	1	8	341	2	27	72	0	5	9	69	4	283	58	58	19	20	57	38	199	23	1
GABARAP	146	649	6	0	7	148	497	11	13	89	53	17	473	0	10	522	27	62	908	17	16	101	866	69	299	83	702	319	196	136	31	388	66	19
UBB	1230	297	0	11	46	1270	233	73	5	740	15	1022	213	19	51	2198	14	234	351	1001	59	3700	375	11	1718	381	496	231	19610	509	305	2619	205	42
FOS	2265	915	19	1	26	2657	520	39	47	1495	116	0	450	1	21	3135	129	60	1982	4	1	13	1818	206	2778	142	779	484	60	526	17	3963	164	12
ARL6IP1	220	85	0	1	6	321	80	9	1	180	6	8	78	5	14	611	2	37	128	11	8	36	135	7	538	64	124	27	166	91	30	491	65	4
KIF5B	230	127	0	0	6	234	85	7	3	166	4	0	81	0	7	542	6	36	223	0	6	4	184	4	472	90	217	57	19	120	24	481	46	6
AKAP13	389	255	2	3	17	443	208	34	5	338	9	0	187	0	35	1090	9	138	408	0	1	2	325	13	788	223	241	99	11	264	10	645	79	24
LSM3	216	70	0	0	6	229	55	15	0	171	2	0	67	1	22	559	6	53	128	1	3	1	138	4	475	82	149	22	11	77	7	534	54	13
MFN1	478	146	5	0	19	451	100	27	1	327	25	0	118	1	37	1035	11	116	187	1	1	2	220	26	704	152	111	55	6	100	0	388	72	23
TADA3	96	39	0	1	4	83	25	2	2	63	2	0	30	1	6	275	3	31	65	0	8	5	71	5	190	18	76	18	10	28	36	186	40	2
BBLN	303	62	1	16	12	317	65	12	0	214	2	0	71	15	13	812	1	50	112	0	59	6	113	3	551	72	132	35	21	100	272	649	62	12
SCAND1	217	86	1	1	11	227	70	12	1	160	2	0	67	0	13	538	4	40	147	0	2	12	184	1	440	79	188	41	31	113	20	567	66	12
JUNB	3155	801	26	0	14	2877	564	55	52	1726	184	6	682	4	67	3887	45	141	1198	1	0	13	1076	190	3021	261	905	864	50	276	4	3071	460	24
PGAM1	129	218	0	1	2	138	136	6	1	107	7	0	146	1	5	395	5	22	267	0	11	0	315	5	369	27	299	42	4	35	22	394	55	4
BPTF	368	101	1	1	15	393	85	33	4	233	10	0	54	0	28	955	9	125	206	4	4	22	150	10	552	158	82	43	60	165	14	497	84	9
RPS21	8600	1263	1	0	318	8029	1195	532	1	6478	6	0	1301	0	636	24849	2	2386	2419	0	1	20	1658	12	13732	2696	1443	51	173	3605	16	14774	2183	529
PTEN	100	146	6	0	5	107	85	8	3	69	31	0	59	1	17	382	28	61	244	1	1	4	195	65	175	39	163	178	14	37	5	178	38	8
RPS7	6246	1357	0	1	194	5801	1222	327	1	5105	14	4	1500	3	453	16456	3	1614	2518	7	7	29	1682	14	10123	2006	1883	102	261	2918	44	12761	1818	363
JMJD1C	413	383	4	0	18	331	286	20	16	283	109	0	250	2	36	719	35	101	446	1	4	4	336	68	839	190	227	286	44	380	19	756	33	19
BSG	126	85	2	2	2	121	49	7	1	109	3	65	59	1	2	292	3	22	87	72	8	292	122	5	226	27	133	25	953	29	35	284	43	7
GNB2	125	232	8	3	4	133	159	11	4	108	55	0	185	1	11	328	11	34	292	7	4	11	376	45	223	37	352	159	37	49	32	278	32	4
ZNF24	137	43	1	1	6	157	53	15	3	121	13	0	43	0	16	382	6	52	83	0	8	3	98	13	217	79	92	63	17	112	17	297	30	2
PPP1CA	193	155	1	3	7	268	122	15	2	169	13	0	130	0	15	594	7	61	202	0	6	3	233	14	507	57	273	43	12	86	34	528	65	15
ZMAT3	338	110	7	1	8	295	89	20	3	214	10	0	66	1	14	1353	7	135	246	0	3	2	302	24	575	105	109	42	5	93	6	456	173	41
CFL1	1352	900	4	25	30	1716	625	66	15	1013	45	1	706	28	57	4529	18	277	1364	4	171	4	1449	53	3348	343	1722	449	26	479	565	3574	504	76
DCP2	133	94	0	0	6	109	63	5	2	55	9	0	70	2	12	368	13	36	116	2	1	7	141	12	266	29	120	82	37	56	19	216	31	3
RPL38	5841	1091	1	0	210	5601	979	334	5	4108	10	5	1010	0	382	15715	5	1476	1779	8	4	62	1402	20	8053	1492	1257	89	251	2081	18	8946	1334	279
DCAKD	267	82	0	0	8	252	50	12	3	158	16	0	51	1	24	406	6	53	92	0	1	0	111	21	318	59	66	46	3	61	7	216	35	10
GRK2	181	158	3	1	6	137	99	4	3	106	9	2	92	0	12	457	7	54	213	0	1	0	199	13	310	50	134	61	4	45	10	214	40	8
MRPL57	278	83	0	2	11	245	67	14	0	181	5	0	79	1	14	674	1	40	138	0	0	5	107	7	481	56	115	25	4	67	7	493	47	7
MAB21L3	4288	849	8	0	195	4342	719	399	8	2915	43	2	624	1	314	10938	44	1377	1301	1	4	22	1223	135	6395	1488	1053	277	126	1692	12	5236	796	230
GOLGB1	688	214	13	0	25	782	171	44	7	648	38	0	160	0	34	1217	14	145	272	0	4	8	266	53	1012	226	245	186	25	308	16	954	104	16
MAP3K11	141	87	7	0	6	138	77	6	3	100	15	0	57	1	7	249	2	24	102	0	0	1	112	11	185	27	88	59	1	33	5	126	16	2
EHBP1L1	59	103	1	0	4	43	99	7	2	45	15	1	110	0	9	140	3	12	157	1	0	9	203	8	94	34	170	60	30	39	8	105	18	4
NABP1	1397	551	112	0	67	1266	421	74	59	878	401	7	377	5	93	4336	83	606	887	1	2	5	907	444	2339	506	371	994	21	435	20	1488	476	165
CHD2	547	138	8	0	27	509	114	42	10	333	27	0	99	0	32	1095	10	150	143	0	1	20	219	41	758	177	213	173	75	229	4	790	73	21
UQCRH	464	247	0	36	18	469	210	35	1	367	1	2	226	25	47	1492	0	191	423	1	76	10	342	6	1084	188	492	23	64	341	336	1463	215	37
FAUP4	193	75	1	1	4	175	45	6	2	126	18	0	46	0	21	476	6	47	86	1	0	4	115	20	255	53	59	45	0	32	7	187	42	3
AGFG1	53	120	3	0	2	70	76	1	1	44	11	0	84	2	10	186	0	17	127	1	2	1	255	9	122	28	259	82	7	48	15	125	13	3
STAT5B	211	94	8	1	7	255	66	19	3	152	39	0	61	0	9	600	13	47	108	0	7	1	133	35	365	49	65	119	7	59	12	298	42	8
EIF1	6242	2619	11	32	207	6105	1935	455	37	4374	170	38	2391	25	295	9236	85	867	2829	121	154	236	3199	179	8886	1908	3878	826	1077	3244	640	10391	771	170
RNF213	651	187	5	0	11	717	177	20	6	446	13	1	111	2	17	1812	29	81	324	0	3	1	282	32	1226	98	185	93	22	117	6	914	145	12
ATP5MK	444	179	2	1	9	462	158	23	0	330	11	1	158	1	23	1283	2	98	337	3	9	6	298	3	875	95	355	49	37	157	48	917	158	23
RBM4	292	76	1	0	11	266	62	15	0	178	4	3	80	1	16	580	2	58	121	0	0	0	116	8	400	79	150	35	9	101	5	533	50	6
GNG5	244	326	0	4	9	235	260	15	2	176	21	3	249	8	8	753	14	63	505	2	9	12	509	15	479	60	821	391	129	123	60	689	109	23
RPL4	2767	823	0	7	102	2464	662	151	1	1869	0	1	758	2	197	6245	0	621	1189	0	11	19	943	4	4086	789	760	10	77	1208	84	4801	596	124
AKIRIN1	182	76	3	4	2	157	53	6	3	128	11	1	60	1	6	414	6	29	104	3	9	12	110	8	328	55	111	59	26	61	31	288	39	10
TMEM167A	102	119	0	0	3	103	89	4	0	96	3	0	111	1	6	268	2	25	210	0	5	5	225	3	230	28	249	38	15	44	35	250	26	3
RESF1	307	124	3	0	19	293	50	28	8	267	51	1	64	0	27	1104	34	88	133	2	1	9	197	115	584	128	158	206	47	152	15	459	72	16
RPL15	5190	1487	0	14	197	5030	1271	330	0	4041	4	1	1637	9	398	14468	1	1623	2479	2	34	26	1927	4	8312	1911	2035	45	182	2622	123	12026	1493	304
FAM241A	462	144	6	0	10	449	127	30	9	280	33	0	111	0	23	959	12	123	195	1	2	1	187	30	543	149	163	104	12	127	2	429	49	18
PACS1	148	21	0	2	5	132	19	10	1	106	8	0	28	1	10	389	0	41	36	0	5	0	31	4	209	48	26	18	2	35	22	197	31	1
CTDSP2	73	58	1	1	3	66	32	7	1	45	6	1	30	1	4	198	3	24	66	3	4	12	103	7	91	8	40	18	4	12	19	92	16	2
TMEM9B	79	63	0	3	4	49	49	6	0	41	4	0	59	1	4	241	1	16	80	3	7	19	87	2	160	35	113	12	73	48	18	162	26	4
SMAD2	191	79	1	1	5	187	65	13	0	126	5	0	59	0	11	590	2	41	142	0	3	2	127	10	302	51	89	33	6	37	29	243	45	9
DRAP1	292	137	0	0	7	285	116	13	0	212	5	1	125	3	9	813	4	47	248	4	11	14	187	5	501	58	344	23	46	75	32	621	72	8
UCP2	266	170	0	7	18	275	109	41	1	190	3	6	114	12	32	949	1	140	237	14	36	41	172	0	559	141	249	12	232	300	75	797	141	38
SLC35E3	872	357	15	1	52	925	284	70	10	649	48	0	231	5	60	2200	30	247	493	0	1	2	473	73	1470	308	272	160	7	217	3	855	179	49
CCDC57	798	250	5	1	23	747	245	38	9	534	23	2	195	3	47	1723	12	155	313	0	14	2	412	49	1265	219	207	98	18	178	15	935	173	42
ZBTB8OS	131	44	0	0	5	123	43	11	1	126	5	0	38	2	3	371	4	35	89	0	0	3	85	12	264	45	80	35	9	44	6	242	31	5
COX8A	375	239	0	3	7	406	190	14	0	327	6	1	235	3	13	1010	3	71	423	1	7	2	413	8	916	102	550	85	19	141	53	1137	117	14
KCMF1	135	57	0	2	7	141	32	11	0	97	8	1	52	2	6	418	6	45	84	2	7	11	130	12	264	47	95	45	28	48	30	252	32	11
ANKLE2	423	186	4	1	16	393	133	45	7	288	25	0	115	0	32	886	16	100	218	1	2	3	238	37	617	122	161	100	2	116	9	455	73	17
FAM89B	111	36	1	2	2	96	38	2	1	59	4	1	44	5	4	268	0	17	87	0	10	5	82	3	186	20	150	22	33	24	34	189	43	2
RHOG	122	175	2	2	3	127	136	9	7	87	29	1	150	1	11	336	17	17	259	0	4	1	351	58	240	42	396	309	5	67	11	273	22	10
TALDO1	101	380	6	33	4	87	239	4	14	91	65	36	242	30	13	368	24	32	540	31	82	89	483	45	291	19	438	306	343	41	354	388	46	12
RPS6KA3	429	183	2	0	15	441	120	22	5	298	28	0	133	0	20	936	10	64	245	1	0	0	196	25	542	76	165	114	2	101	8	454	62	10
CHD9	109	66	1	4	6	117	59	16	0	61	2	2	57	1	8	251	1	46	83	0	25	2	117	2	134	81	99	11	24	85	72	168	29	8
GATD1	438	175	4	0	13	355	134	17	6	272	44	1	108	1	30	769	14	96	167	0	0	3	213	40	543	95	95	100	6	79	0	328	63	26
TBL1XR1	138	46	0	1	8	173	48	10	0	115	5	3	35	4	5	453	2	51	89	4	3	12	78	6	260	54	58	15	58	71	21	219	35	12
RPLP2	9494	1834	1	0	306	8511	1506	572	3	6361	7	9	1572	2	662	23782	4	2503	2933	43	8	148	2358	16	13144	3052	2201	82	514	4514	52	16695	1912	439
PNPLA2	78	52	2	0	1	97	35	11	0	61	2	7	41	0	4	162	0	20	66	7	2	31	67	4	131	35	44	13	81	34	5	110	14	4
AP3S1	70	59	0	1	3	83	52	5	2	65	8	0	62	0	7	178	3	18	62	0	3	0	97	9	208	35	98	55	0	55	15	167	17	5
GRB2	168	317	5	0	13	201	189	26	8	137	33	1	180	5	49	580	13	111	392	1	12	3	498	42	320	174	384	186	9	208	33	351	48	30
RPS27	29353	3084	1	8	955	27317	2937	1701	8	17420	14	2	2672	7	1699	75853	7	7824	5807	14	30	81	4114	26	39726	9071	3881	106	444	10250	232	40317	6990	1446
ASB8	100	33	1	0	4	77	24	10	2	72	5	0	33	1	3	235	1	27	61	0	9	2	69	10	195	26	64	26	20	32	24	197	20	4
PDE4DIP	171	73	2	0	5	149	70	8	1	109	6	0	57	0	14	669	5	60	154	0	2	0	171	7	314	58	77	18	3	46	9	189	53	22
ERN1	318	113	7	0	10	360	97	12	2	231	27	0	95	0	10	637	7	22	118	1	3	1	166	37	561	44	126	102	2	34	5	457	61	7
SUZ12	204	69	0	0	11	222	44	23	1	132	7	0	60	1	10	516	7	63	109	0	2	0	89	7	369	55	87	52	13	98	9	314	43	14
TAF7	288	58	3	1	15	301	32	25	4	235	31	0	48	2	31	764	17	123	96	3	3	3	93	19	484	130	112	145	27	204	16	551	54	25
CYBC1	89	42	0	0	4	103	32	9	2	79	6	0	54	1	12	384	3	38	86	0	3	0	49	6	153	50	68	26	2	41	7	148	26	17
ZBTB7A	245	381	0	1	24	316	258	27	1	225	13	2	357	1	36	709	3	78	493	1	2	17	505	20	401	75	664	72	46	114	2	375	41	16
MRFAP1	231	74	0	3	6	203	53	14	0	169	2	11	64	2	5	493	6	42	101	8	8	23	78	3	382	52	83	15	65	92	11	508	41	2
SAMD4B	734	276	10	0	30	692	214	40	3	491	43	1	172	0	27	1266	24	122	294	1	2	5	335	88	992	168	183	242	20	165	3	711	92	17
PTPN11	282	108	0	0	14	294	97	23	2	180	12	0	79	1	17	784	4	68	169	0	3	1	201	18	508	87	90	54	2	69	11	363	61	12
MAF1	117	57	0	0	6	112	34	15	0	102	2	9	37	3	10	344	1	39	94	21	13	71	86	2	205	49	73	8	157	65	38	224	40	14
MYADM	640	516	6	0	12	718	401	17	25	696	48	2	324	1	5	539	34	20	438	0	0	1	386	58	620	81	425	235	4	290	4	814	21	4
R3HDM2	161	43	1	0	7	186	56	8	2	138	4	0	50	1	13	473	3	52	84	0	0	0	91	6	269	53	78	24	6	66	7	231	39	16
TRNAU1AP	450	223	2	1	21	376	149	28	4	304	24	1	168	2	25	878	9	69	211	2	1	1	286	43	623	118	193	78	3	118	5	447	48	15
OAZ2	222	135	4	0	10	213	108	13	7	109	36	7	104	0	9	722	18	70	200	3	0	43	206	44	421	84	121	147	91	60	7	245	74	16
HCLS1	300	228	1	0	4	342	228	16	8	226	48	3	191	0	15	792	15	81	361	1	0	1	315	37	544	82	272	202	10	90	6	537	98	15
PAK2	285	211	2	0	9	292	155	27	5	183	34	0	129	0	23	686	18	70	298	0	1	1	267	30	432	83	381	219	13	174	5	575	70	17
ARHGAP45	224	83	1	9	6	187	48	11	0	138	8	1	68	6	17	701	2	52	93	0	12	0	123	17	402	50	93	46	3	56	39	294	50	8
MIGA1	199	121	3	0	4	166	79	10	2	117	20	0	78	1	9	514	7	60	143	0	0	1	163	24	342	62	83	45	2	44	2	233	40	11
PCGF5	181	48	0	6	3	144	50	13	3	121	2	30	46	10	16	325	1	27	96	22	11	60	88	5	282	73	117	13	119	72	43	374	29	4
TRAPPC5	73	174	2	1	9	74	121	8	1	49	0	2	132	11	1	241	1	29	235	13	14	28	222	5	136	20	242	36	211	29	103	179	36	7
TMEM45A	420	88	1	0	21	420	72	33	4	291	7	1	67	0	27	979	7	125	131	0	1	1	152	9	505	133	76	32	13	180	8	415	56	10
YIPF6	2367	736	28	1	98	2026	485	136	25	1471	133	6	533	3	156	4419	62	443	943	8	0	51	977	168	3096	670	560	374	161	558	22	2378	298	58
SIAH2	75	22	0	4	3	58	27	3	1	56	1	13	20	1	5	199	0	20	34	19	11	62	26	1	173	28	41	20	243	50	15	178	24	9
RNF41	278	104	5	0	10	287	74	23	3	167	16	0	68	0	21	800	7	115	187	0	0	1	173	22	412	86	86	41	11	76	5	281	86	27
ZNF101	402	70	1	1	14	287	41	19	1	267	19	0	51	0	16	866	6	64	78	0	0	0	98	21	654	77	31	49	5	58	0	493	86	18
IDH2	105	59	0	1	7	130	42	5	0	89	8	0	26	1	4	315	2	16	104	0	5	2	89	2	422	30	89	10	6	34	15	373	46	9
NOP10	171	162	2	1	4	113	160	9	4	102	45	0	141	1	6	510	21	56	241	0	6	8	218	45	305	35	427	556	40	59	32	423	39	14
IST1	103	61	1	0	4	87	37	14	2	61	6	0	30	0	10	204	6	26	72	0	3	2	86	10	208	50	65	41	4	55	6	162	13	5
ATP6AP2	251	254	1	1	4	202	141	7	0	148	6	1	158	2	9	492	3	26	285	0	8	10	246	12	271	22	237	27	28	38	17	456	53	4
AP1S2	84	377	0	4	1	84	297	11	1	61	4	0	298	4	11	251	3	43	805	0	20	2	360	11	106	27	340	36	4	56	77	157	28	10
EXOC7	110	31	0	0	4	76	27	7	1	64	4	0	26	0	7	260	4	23	50	1	2	5	59	4	147	21	47	14	8	21	7	94	12	6
GLRX5	85	30	0	4	1	100	41	6	0	79	3	124	34	1	4	296	2	17	55	241	7	604	55	0	201	22	62	12	2863	18	31	265	31	1
TSPAN10	412	233	25	0	22	369	156	23	14	280	77	1	126	3	23	814	17	73	241	1	0	2	312	90	566	90	107	158	12	69	0	336	72	12
TTC3	532	158	1	0	17	493	105	30	2	368	5	0	82	1	26	1177	4	90	180	0	2	0	146	18	638	146	125	27	6	209	3	707	103	16
HAPSTR1	223	181	7	0	6	214	119	23	4	149	61	0	104	1	14	329	9	41	219	1	3	3	213	49	315	78	214	157	14	107	7	292	27	8
RPL35A	7504	1655	2	16	237	6740	1410	357	4	5629	3	9	1631	14	485	21261	6	1978	2878	23	32	108	1983	17	10593	2087	2047	93	472	3123	142	14043	2076	411
EWSR1	214	148	0	0	9	217	111	15	1	133	9	0	106	0	15	419	1	48	164	0	2	2	184	9	375	79	159	22	10	96	5	371	35	12
DAZAP2	526	380	9	2	21	407	246	19	16	384	47	1	258	4	33	1075	25	130	509	3	7	12	559	102	784	186	467	283	42	283	35	883	101	21
SELENOF	202	113	0	3	10	194	81	22	1	166	2	0	86	1	18	541	1	81	156	0	1	3	136	5	300	68	148	28	12	99	30	413	54	12
TANGO2	67	49	2	2	2	61	34	8	0	39	5	6	45	1	2	166	3	14	58	10	12	38	55	5	103	13	42	24	112	20	23	81	12	4
NDUFB1	229	147	1	0	6	231	116	17	1	163	13	1	100	2	8	854	2	66	298	0	7	15	254	6	444	54	121	67	23	53	4	374	77	14
TRIM52	483	104	6	0	14	491	116	28	1	350	15	0	84	0	18	947	10	93	130	0	3	5	148	24	646	101	95	62	14	107	3	453	48	7
TMEM50A	194	95	0	8	3	218	73	6	2	175	17	0	104	19	10	641	7	35	203	2	42	13	171	9	445	40	235	182	44	47	145	469	77	3
TBK1	1311	656	6	0	55	1287	489	76	6	946	80	2	398	2	65	3068	25	278	668	1	3	6	908	141	2043	411	617	423	36	440	10	1452	252	55
KREMEN1	162	49	3	1	2	123	37	12	1	94	16	0	40	1	9	343	5	32	72	0	1	0	86	24	260	40	63	76	2	31	1	150	45	7
PRKX	466	199	1	1	21	466	177	34	1	332	20	1	152	0	17	962	12	87	229	0	1	1	226	40	670	114	137	91	5	129	2	556	76	17
PTP4A2	601	495	8	24	10	711	408	42	1	436	31	5	450	15	46	1423	8	111	730	5	69	16	819	69	1023	188	1128	262	86	258	220	1013	141	28
ACTG1	1608	1005	0	70	20	1777	770	43	5	1260	20	0	993	58	63	6263	17	375	1860	0	303	2	1669	25	4593	316	2214	159	31	369	1202	4514	753	128
UQCR10	297	185	0	2	8	337	143	13	0	241	8	0	153	2	12	1046	3	73	269	3	6	36	233	6	628	61	305	62	101	77	33	795	120	19
PPP1R2	401	121	2	2	16	266	79	24	4	238	20	0	92	1	32	1080	9	75	174	1	1	0	170	17	722	105	190	96	8	203	11	797	92	16
KRBA2	563	157	1	0	24	568	160	46	1	368	10	0	97	0	33	1480	6	154	240	1	3	7	254	27	891	187	129	77	12	144	2	574	139	41
MED12	295	105	7	1	13	266	80	20	2	190	17	0	72	0	13	514	1	70	82	1	1	2	118	32	358	60	101	83	6	64	2	282	36	11
SEPTIN9	353	143	1	0	5	359	122	10	2	228	3	0	152	1	10	837	1	42	252	0	3	0	178	4	572	51	198	14	5	60	10	422	90	7
SUMO3	165	93	0	7	3	147	84	16	0	109	0	0	91	6	11	358	1	41	163	0	20	2	189	3	278	69	155	16	6	95	55	365	31	9
FMNL1	302	346	18	0	9	281	227	18	8	192	49	0	254	2	13	646	37	55	371	2	0	0	410	75	492	76	369	301	9	117	2	348	40	15
RPS27L	460	178	2	1	13	476	134	20	2	364	4	0	127	0	17	1646	1	137	325	2	1	7	343	20	969	127	313	47	39	72	20	847	242	29
IFITM2	455	147	56	0	7	511	183	23	186	343	609	9	306	1	13	1488	475	95	793	0	20	2	699	708	850	84	1394	7341	62	142	154	1262	155	18
UBALD2	341	139	6	2	11	313	85	20	3	237	12	4	78	3	9	713	12	45	128	7	15	56	181	41	738	118	209	124	166	136	28	1141	121	10
TNFAIP8L1	270	120	2	3	10	233	71	15	0	156	5	0	78	5	22	499	8	68	109	0	2	3	150	14	318	66	72	18	5	72	6	276	42	9
P4HB	238	225	1	0	4	362	140	15	0	277	10	0	134	0	10	670	9	48	229	1	9	5	293	19	527	59	234	82	6	67	52	649	118	14
PSMD13	89	50	0	2	5	117	51	5	0	77	2	0	49	1	9	356	6	39	101	0	5	5	99	4	246	52	102	21	16	41	24	250	40	6
ZFP36L1	253	640	13	0	15	242	523	20	23	199	182	9	418	1	21	837	34	130	702	1	0	6	1294	268	406	128	688	1205	4	103	8	320	43	34
UBE2L3	230	121	0	1	2	240	83	7	0	190	3	0	79	1	15	613	5	46	186	0	9	1	173	2	590	62	212	24	20	84	64	571	61	9
BRWD1	206	48	4	0	8	206	43	13	1	129	4	0	24	0	6	396	1	25	51	0	4	0	66	5	277	40	36	33	10	49	8	243	34	7
MORF4L1	652	259	2	7	14	648	175	36	1	475	17	5	181	4	44	1479	7	137	357	7	33	24	314	5	1089	190	401	104	117	335	153	1302	141	27
BCAP31	140	81	0	3	4	159	62	8	0	109	8	0	98	4	13	436	1	38	138	0	23	2	177	13	257	39	171	37	4	40	71	311	48	8
EVI2B	267	472	10	0	10	227	363	47	14	187	76	1	405	1	54	959	58	210	638	0	0	0	777	100	464	152	653	434	12	240	6	512	97	23
ATP6V0C	131	270	0	0	3	113	220	13	1	86	2	22	173	1	7	196	5	22	298	33	10	101	342	13	230	67	557	109	288	91	63	295	20	4
LAMP1	166	75	4	1	4	171	79	8	2	103	9	0	83	3	8	357	4	27	139	0	14	1	166	21	313	62	144	88	6	58	36	283	42	3
IRS2	596	279	8	0	31	640	187	54	9	359	42	0	169	2	45	1418	33	124	363	0	5	11	426	84	924	177	202	300	45	164	10	633	124	22
NDUFA13	322	258	0	3	10	365	202	10	1	289	3	0	217	0	10	1098	0	93	366	1	5	28	361	3	784	89	546	22	47	193	38	1138	180	30
POLR1D	266	122	0	2	8	268	97	17	0	212	5	23	115	0	13	788	1	68	210	20	5	75	217	3	661	81	188	19	408	126	23	678	51	4
TMEM212	719	115	2	1	32	752	87	67	3	516	7	0	100	0	66	1399	4	148	145	1	1	5	136	16	858	228	119	22	29	215	3	729	77	19
CCDC30	213	72	1	1	3	177	54	5	0	125	6	0	54	0	14	421	5	38	68	0	2	0	95	13	252	50	47	28	3	45	0	178	37	11
KPNA4	206	123	3	0	7	238	97	20	2	183	28	3	108	0	15	477	5	68	186	3	6	4	149	26	298	66	188	109	20	143	14	322	46	8
RPS23	10602	2004	0	0	446	9535	2026	718	0	8184	4	1	2395	0	972	31543	1	3625	3845	6	3	31	2417	4	15322	3816	3013	35	257	6261	21	22246	2795	728
UBE2H	131	44	2	12	2	115	45	14	1	79	12	41	33	4	10	304	1	37	62	36	23	208	58	14	181	47	85	79	1076	62	81	228	24	8
LYRM7	445	176	11	0	20	421	152	48	16	323	53	0	110	1	35	1120	10	127	236	0	0	1	246	69	694	168	127	147	12	133	5	500	85	28
