	G3R1_Cortex_3xTgAD	G3R3_Cortex_3xTgAD	G3R4_Cortex_3xTgAD	G3R10_Cortex_WT	G3R7_Cortex_WT	G3R9_Cortex_WT
ENSMUSG00000063358	16671	14811	14511	18111	15931	15876
ENSMUSG00000063362	705	687	720	758	761	774
ENSMUSG00000063364	501	578	525	708	443	691
ENSMUSG00000063374	0	0	0	0	0	0
ENSMUSG00000063376	0	0	0	0	0	0
ENSMUSG00000063380	0	0	0	0	0	0
ENSMUSG00000063382	884	1169	1083	1234	1366	1072
ENSMUSG00000063383	89	98	93	104	66	114
ENSMUSG00000063386	0	0	0	0	0	0
ENSMUSG00000063388	0	2	2	2	0	0
ENSMUSG00000063394	0	0	0	0	0	0
ENSMUSG00000063406	1655	1971	1837	2338	2234	2101
ENSMUSG00000063409	27	24	29	60	58	16
ENSMUSG00000063410	1058	1173	1152	1335	1107	1295
ENSMUSG00000063412	1	0	0	1	0	0
ENSMUSG00000063415	144	63	234	343	659	245
ENSMUSG00000063428	428	426	403	386	537	381
ENSMUSG00000063430	1306	1184	1249	1585	1946	1460
ENSMUSG00000063434	1850	1910	1328	1909	1917	1579
ENSMUSG00000063439	281	328	298	359	410	298
ENSMUSG00000063442	0	0	1	0	0	0
ENSMUSG00000063445	321	433	401	471	338	474
ENSMUSG00000063446	315	247	229	339	464	250
ENSMUSG00000063447	13	17	8	20	16	33
ENSMUSG00000063450	637	679	690	1154	831	1075
ENSMUSG00000063452	0	0	0	0	0	0
ENSMUSG00000063455	2026	2092	2033	2425	2127	2238
ENSMUSG00000063457	5133	6127	5400	5725	6622	5269
ENSMUSG00000063458	45	42	52	78	46	54
ENSMUSG00000063478	0	0	0	0	0	0
ENSMUSG00000063480	2102	2133	2258	2159	2293	2137
ENSMUSG00000063488	131	143	116	198	115	143
ENSMUSG00000063506	295	479	322	413	268	354
ENSMUSG00000063507	0	0	0	0	0	1
ENSMUSG00000063511	14621	19950	16382	16390	17300	15276
ENSMUSG00000063514	12	12	15	18	16	16
ENSMUSG00000063522	34	65	33	84	21	87
ENSMUSG00000063524	20538	17691	14109	15917	16377	14925
ENSMUSG00000063529	6	0	1	2	1	0
ENSMUSG00000063531	1059	795	911	1268	616	1213
ENSMUSG00000063535	51	53	61	75	66	80
ENSMUSG00000063543	0	0	0	0	0	0
ENSMUSG00000063548	0	1	0	0	0	0
ENSMUSG00000063549	0	0	0	0	0	0
ENSMUSG00000063550	663	702	638	823	492	888
ENSMUSG00000063556	18	16	17	16	21	13
ENSMUSG00000063558	417	442	493	566	401	422
ENSMUSG00000063564	1114	601	334	622	1903	286
ENSMUSG00000063568	836	717	745	791	793	756
ENSMUSG00000063576	3840	5175	4570	4642	4061	4523
ENSMUSG00000063582	0	0	0	0	0	0
ENSMUSG00000063583	0	0	0	0	0	0
ENSMUSG00000063586	0	0	0	0	0	0
ENSMUSG00000063590	10	10	9	6	6	4
ENSMUSG00000063594	20	13	28	14	26	17
ENSMUSG00000063600	552	487	375	521	458	335
ENSMUSG00000063605	48	46	49	43	62	37
ENSMUSG00000063611	6	3	2	2	4	3
ENSMUSG00000063615	0	0	0	0	0	0
ENSMUSG00000063623	19	29	18	37	17	24
ENSMUSG00000063626	1494	1253	1036	2021	2059	1483
ENSMUSG00000063628	0	0	0	0	1	0
ENSMUSG00000063632	391	415	336	362	766	397
ENSMUSG00000063646	2358	2801	2205	2836	2332	2583
ENSMUSG00000063651	1	0	1	1	0	0
ENSMUSG00000063652	129	165	144	191	141	155
ENSMUSG00000063656	156	170	177	268	130	288
ENSMUSG00000063659	9962	9639	10523	11791	7444	11567
ENSMUSG00000063660	0	0	0	0	0	0
ENSMUSG00000063661	77	32	54	49	100	34
ENSMUSG00000063663	315	324	350	575	338	627
ENSMUSG00000063672	5	3	4	1	0	1
ENSMUSG00000063681	69	33	23	39	132	9
ENSMUSG00000063683	6	1	4	1	8	0
ENSMUSG00000063684	11	5	9	6	10	9
ENSMUSG00000063687	199	173	213	184	146	219
ENSMUSG00000063689	3	4	0	2	4	3
ENSMUSG00000063694	3418	3230	3679	3955	3443	3858
ENSMUSG00000063696	186	197	163	2	0	2
ENSMUSG00000063698	779	1015	864	554	504	479
ENSMUSG00000063704	73	20	17	44	131	15
ENSMUSG00000063713	3	5	6	0	0	0
ENSMUSG00000063714	469	472	388	518	462	429
ENSMUSG00000063715	0	0	0	0	0	0
ENSMUSG00000063727	36	73	66	77	36	109
ENSMUSG00000063728	0	0	0	0	0	0
ENSMUSG00000063730	14	51	28	13	30	19
ENSMUSG00000063732	0	0	0	0	0	0
ENSMUSG00000063739	0	0	0	1	0	0
ENSMUSG00000063751	7	2	3	3	1	3
ENSMUSG00000063754	49	47	46	71	38	58
ENSMUSG00000063757	66	113	77	106	75	80
ENSMUSG00000063760	685	698	626	868	785	795
ENSMUSG00000063762	0	0	0	0	0	0
ENSMUSG00000063764	0	0	0	0	0	0
ENSMUSG00000063765	1342	1482	1366	1410	1588	1293
ENSMUSG00000063767	11	6	16	10	7	13
ENSMUSG00000063777	0	0	0	0	0	0
ENSMUSG00000063779	1	2	0	1	8	0
ENSMUSG00000063780	0	0	0	1	1	0
ENSMUSG00000063785	701	746	767	742	766	884
ENSMUSG00000063787	445	487	490	558	527	479
ENSMUSG00000063796	766	774	1161	834	838	611
ENSMUSG00000063800	647	764	707	693	671	646
ENSMUSG00000063801	2169	2335	2274	2555	2648	2358
ENSMUSG00000063802	1843	2098	1911	2042	2285	1872
ENSMUSG00000063804	282	348	216	467	430	369
ENSMUSG00000063808	875	1003	895	910	971	939
ENSMUSG00000063810	545	759	632	825	668	804
ENSMUSG00000063816	0	0	0	0	0	0
ENSMUSG00000063820	19	14	17	30	21	22
ENSMUSG00000063821	1	2	4	3	6	4
ENSMUSG00000063823	0	0	0	0	0	0
ENSMUSG00000063827	0	0	0	0	0	0
ENSMUSG00000063830	0	0	0	0	0	0
ENSMUSG00000063838	20	40	18	36	42	30
ENSMUSG00000063842	0	0	0	0	0	0
ENSMUSG00000063844	0	0	0	0	0	0
ENSMUSG00000063846	0	0	0	0	0	0
ENSMUSG00000063849	376	502	400	504	461	476
ENSMUSG00000063851	1	0	0	2	2	1
ENSMUSG00000063856	920	1190	949	1012	1005	952
ENSMUSG00000063867	0	0	0	0	0	1
ENSMUSG00000063870	5212	6163	5764	6551	5984	6367
ENSMUSG00000063873	3398	2512	3223	2572	3528	2402
ENSMUSG00000063875	2	1	1	1	0	3
ENSMUSG00000063881	0	0	0	0	0	0
ENSMUSG00000063882	2706	3175	3207	3146	3140	3045
ENSMUSG00000063884	1674	1750	1789	2007	1857	2005
ENSMUSG00000063885	22	19	30	29	31	35
ENSMUSG00000063887	3761	3475	3248	4089	3393	2760
ENSMUSG00000063888	896	969	996	979	1066	1069
ENSMUSG00000063889	423	662	625	590	472	620
ENSMUSG00000063894	671	696	666	1011	581	979
ENSMUSG00000063895	1814	1875	1791	2432	1759	2227
ENSMUSG00000063897	0	0	0	0	0	0
ENSMUSG00000063900	0	0	0	0	0	0
ENSMUSG00000063902	237	234	243	267	252	315
ENSMUSG00000063903	2	12	10	5	10	13
ENSMUSG00000063904	1069	1244	1176	1242	1143	1247
ENSMUSG00000063905	0	0	0	0	0	0
ENSMUSG00000063911	37	43	30	31	46	48
ENSMUSG00000063919	2229	2613	2056	2722	2772	2518
ENSMUSG00000063929	4	5	4	1	8	3
ENSMUSG00000063931	650	901	806	876	787	842
ENSMUSG00000063932	1	1	1	0	0	0
ENSMUSG00000063935	2	1	0	0	3	1
ENSMUSG00000063952	1599	2119	1773	1921	1722	1701
ENSMUSG00000063953	24	10	10	6	7	4
ENSMUSG00000063954	214	234	234	242	263	257
ENSMUSG00000063971	0	1	0	1	0	0
ENSMUSG00000063972	446	520	389	617	565	582
ENSMUSG00000063975	20	20	20	28	20	23
ENSMUSG00000063994	0	0	0	0	0	0
ENSMUSG00000063998	0	0	0	0	0	0
ENSMUSG00000064006	0	0	0	0	0	0
ENSMUSG00000064010	5	3	5	5	0	2
ENSMUSG00000064016	1	1	0	1	3	1
ENSMUSG00000064023	84	13	83	79	77	76
ENSMUSG00000064030	350	428	366	394	413	330
ENSMUSG00000064032	258	356	263	352	297	345
ENSMUSG00000064036	519	638	609	329	443	334
ENSMUSG00000064037	757	846	827	866	965	742
ENSMUSG00000064039	0	0	0	1	0	0
ENSMUSG00000064043	1944	2500	2223	2559	2756	2217
ENSMUSG00000064044	0	0	0	0	0	0
ENSMUSG00000064052	127	123	90	174	103	183
ENSMUSG00000064057	2	0	4	8	3	7
ENSMUSG00000064061	2594	2511	2442	3514	2464	2998
ENSMUSG00000064063	4	3	3	6	7	9
ENSMUSG00000064065	2734	3704	3314	4133	1739	3723
ENSMUSG00000064068	2369	2224	2303	2249	2950	2026
ENSMUSG00000064080	710	870	690	514	709	622
ENSMUSG00000064081	0	0	16	1	16	6
ENSMUSG00000064084	0	0	0	0	0	0
ENSMUSG00000064090	192	205	184	212	159	180
ENSMUSG00000064105	930	1021	1003	1159	941	1151
ENSMUSG00000064109	5	14	12	11	12	7
ENSMUSG00000064110	0	0	0	0	0	0
ENSMUSG00000064115	6214	6698	6889	11069	5451	8868
ENSMUSG00000064120	573	624	581	580	672	506
ENSMUSG00000064121	0	0	0	0	0	0
ENSMUSG00000064125	1467	1829	1258	1722	1554	1380
ENSMUSG00000064127	1901	1851	1901	2411	1798	2567
ENSMUSG00000064128	85	90	111	136	75	119
ENSMUSG00000064129	0	0	0	0	0	0
ENSMUSG00000064137	1	4	5	4	2	2
ENSMUSG00000064138	1452	1317	1307	1660	1638	1425
ENSMUSG00000064140	1	0	2	2	1	2
ENSMUSG00000064141	34	31	63	43	48	48
ENSMUSG00000064145	1544	1873	1805	2039	1663	2022
ENSMUSG00000064147	31	74	56	61	72	63
ENSMUSG00000064156	0	0	0	0	0	0
ENSMUSG00000064158	24	40	20	25	27	24
ENSMUSG00000064165	0	0	0	0	0	0
ENSMUSG00000064168	47	51	50	63	71	50
ENSMUSG00000064177	26	21	18	149	22	173
ENSMUSG00000064179	23	33	37	65	45	66
ENSMUSG00000064181	891	984	911	1096	913	1084
ENSMUSG00000064193	3	10	7	8	5	3
ENSMUSG00000064194	2	6	5	3	5	5
ENSMUSG00000064201	98	5	21	29	149	19
ENSMUSG00000064202	4816	4866	4901	5523	5207	5158
ENSMUSG00000064208	0	2	1	1	0	0
ENSMUSG00000064210	1349	1298	1055	1389	1591	1236
ENSMUSG00000064213	1	2	1	0	0	2
ENSMUSG00000064215	627	477	675	535	683	580
ENSMUSG00000064220	214	234	231	241	264	258
ENSMUSG00000064223	0	0	0	0	0	0
ENSMUSG00000064224	0	0	1	0	0	0
ENSMUSG00000064225	1821	1786	1852	2405	1509	2413
ENSMUSG00000064231	1	0	0	0	0	0
ENSMUSG00000064232	0	0	0	0	0	0
ENSMUSG00000064246	217	201	258	259	252	238
ENSMUSG00000064247	941	1312	1063	1068	1086	968
ENSMUSG00000064252	0	0	1	0	0	0
ENSMUSG00000064254	346	454	438	374	417	467
ENSMUSG00000064259	0	0	0	0	0	0
ENSMUSG00000064262	59	101	85	108	57	79
ENSMUSG00000064263	0	1	2	1	3	1
ENSMUSG00000064264	485	592	527	554	622	538
ENSMUSG00000064267	540	603	606	651	702	649
ENSMUSG00000064272	0	0	0	0	0	0
ENSMUSG00000064280	87	79	97	93	115	71
ENSMUSG00000064281	0	0	0	0	2	0
ENSMUSG00000064284	191	233	204	190	254	181
ENSMUSG00000064288	11	13	11	12	25	17
ENSMUSG00000064289	967	1054	1048	1159	968	1204
ENSMUSG00000064293	1255	1536	1460	2541	1733	2149
ENSMUSG00000064294	61	79	115	88	83	73
ENSMUSG00000064299	0	0	1	0	0	0
ENSMUSG00000064302	3380	4104	3634	4447	3342	4279
ENSMUSG00000064307	236	241	272	301	277	312
ENSMUSG00000064308	17	21	25	22	8	29
ENSMUSG00000064310	10	4	5	5	6	8
ENSMUSG00000064315	0	0	1	1	0	0
ENSMUSG00000064317	0	1	0	3	0	1
ENSMUSG00000064325	150	209	238	286	146	297
ENSMUSG00000064326	198	248	296	254	248	281
ENSMUSG00000064329	4472	5696	5278	9844	3451	9655
ENSMUSG00000064330	2	6	1	16	22	15
ENSMUSG00000064333	0	0	0	0	0	0
ENSMUSG00000064336	0	0	0	0	0	0
ENSMUSG00000064337	0	0	0	0	0	0
ENSMUSG00000064338	0	0	0	0	0	0
ENSMUSG00000064339	0	0	0	0	0	0
ENSMUSG00000064340	0	0	0	0	0	0
ENSMUSG00000064341	0	0	0	0	0	0
ENSMUSG00000064342	0	0	0	0	0	0
ENSMUSG00000064343	0	0	0	0	0	0
ENSMUSG00000064344	0	0	0	0	0	0
ENSMUSG00000064345	0	0	0	0	0	0
ENSMUSG00000064346	0	0	0	0	0	0
ENSMUSG00000064347	0	0	0	0	0	0
ENSMUSG00000064348	0	0	0	0	0	0
ENSMUSG00000064349	0	0	0	0	0	0
ENSMUSG00000064350	0	0	0	0	0	0
ENSMUSG00000064351	0	0	0	0	0	0
ENSMUSG00000064352	0	0	0	0	0	0
ENSMUSG00000064353	0	0	0	0	0	0
ENSMUSG00000064354	0	0	0	0	0	0
ENSMUSG00000064355	0	0	0	0	0	0
ENSMUSG00000064356	0	0	0	0	0	0
ENSMUSG00000064357	0	0	0	0	0	0
ENSMUSG00000064358	0	0	0	0	0	0
ENSMUSG00000064359	0	0	0	0	0	0
ENSMUSG00000064360	0	0	0	0	0	0
ENSMUSG00000064361	0	0	0	0	0	0
ENSMUSG00000064363	0	0	0	0	0	0
ENSMUSG00000064364	0	0	0	0	0	0
ENSMUSG00000064365	0	0	0	0	0	0
ENSMUSG00000064366	0	0	0	0	0	0
ENSMUSG00000064367	0	0	0	0	0	0
ENSMUSG00000064368	0	0	0	0	0	0
ENSMUSG00000064369	0	0	0	0	0	0
ENSMUSG00000064370	0	0	0	0	0	0
ENSMUSG00000064371	0	0	0	0	0	0
ENSMUSG00000064372	0	0	0	0	0	0
ENSMUSG00000064373	5569	7842	7066	6459	6519	7626
ENSMUSG00000064377	39	49	51	71	96	72
ENSMUSG00000064380	883	908	887	1016	1012	878
ENSMUSG00000064382	943	982	1001	943	918	994
ENSMUSG00000064386	0	0	0	0	0	0
ENSMUSG00000064387	48	54	56	56	53	46
ENSMUSG00000064389	94	96	102	113	109	126
ENSMUSG00000064390	825	897	1050	949	992	921
ENSMUSG00000064391	0	0	0	0	0	0
ENSMUSG00000064392	2	3	0	2	3	5
ENSMUSG00000064393	1	0	0	0	0	0
ENSMUSG00000064394	0	0	0	0	0	0
ENSMUSG00000064395	1	0	0	0	1	0
ENSMUSG00000064397	0	0	0	0	0	0
ENSMUSG00000064398	0	2	1	0	4	1
ENSMUSG00000064399	0	0	0	0	0	0
ENSMUSG00000064400	0	0	0	0	0	0
ENSMUSG00000064403	66	82	73	140	46	126
ENSMUSG00000064405	16	26	25	12	19	19
ENSMUSG00000064407	0	0	0	0	0	0
ENSMUSG00000064408	0	0	0	0	0	0
ENSMUSG00000064409	35	28	41	40	29	29
ENSMUSG00000064410	22	19	18	21	28	30
ENSMUSG00000064412	0	0	0	0	0	1
ENSMUSG00000064413	19	13	16	11	11	16
ENSMUSG00000064414	3	5	3	10	6	5
ENSMUSG00000064416	20	18	13	30	15	23
ENSMUSG00000064417	1039	1087	1052	1110	1236	959
ENSMUSG00000064419	139	127	128	131	115	98
ENSMUSG00000064422	19	22	16	27	9	36
ENSMUSG00000064424	0	0	0	0	0	1
ENSMUSG00000064427	10	5	12	35	19	38
ENSMUSG00000064428	0	0	1	1	0	1
ENSMUSG00000064429	0	0	0	0	0	0
ENSMUSG00000064432	0	0	0	0	0	0
ENSMUSG00000064433	0	0	0	0	0	0
ENSMUSG00000064435	1	2	0	3	2	5
ENSMUSG00000064436	0	0	0	0	0	0
ENSMUSG00000064437	61	87	87	107	93	85
ENSMUSG00000064440	389	398	19	54	482	395
ENSMUSG00000064441	905	1133	989	1054	1055	1065
ENSMUSG00000064442	11	14	15	37	12	38
ENSMUSG00000064443	14	13	30	19	32	23
ENSMUSG00000064444	0	0	0	0	0	0
ENSMUSG00000064446	0	0	0	0	0	0
ENSMUSG00000064450	868	868	832	930	1082	868
ENSMUSG00000064451	64	49	61	73	50	76
ENSMUSG00000064452	143	169	148	194	184	217
ENSMUSG00000064453	668	764	819	692	788	713
ENSMUSG00000064455	0	0	0	0	0	0
ENSMUSG00000064460	0	0	0	0	0	0
ENSMUSG00000064463	0	0	0	0	0	0
ENSMUSG00000064464	0	0	0	0	0	0
ENSMUSG00000064467	0	0	0	0	0	0
ENSMUSG00000064468	0	0	0	0	0	0
ENSMUSG00000064471	0	0	0	0	0	0
ENSMUSG00000064472	26	25	39	35	46	22
ENSMUSG00000064476	0	1	3	5	7	3
ENSMUSG00000064477	0	0	0	0	0	0
ENSMUSG00000064481	0	0	0	0	0	0
ENSMUSG00000064485	0	1	0	0	0	0
ENSMUSG00000064486	27	38	37	47	20	49
ENSMUSG00000064487	0	0	0	0	0	0
ENSMUSG00000064489	0	0	0	0	1	0
ENSMUSG00000064490	0	0	0	0	0	0
ENSMUSG00000064491	0	7	4	4	7	10
ENSMUSG00000064492	3	5	5	1	6	6
ENSMUSG00000064493	183	202	159	258	188	174
ENSMUSG00000064494	22	18	22	22	17	16
ENSMUSG00000064495	30	37	46	49	35	33
ENSMUSG00000064496	875	1000	918	961	1080	932
ENSMUSG00000064497	0	0	0	0	0	0
ENSMUSG00000064500	378	398	408	414	391	394
ENSMUSG00000064507	0	0	0	0	0	0
ENSMUSG00000064508	0	0	1	0	0	0
ENSMUSG00000064510	0	0	0	0	0	0
ENSMUSG00000064511	0	0	0	0	0	0
ENSMUSG00000064512	0	0	0	0	0	0
ENSMUSG00000064513	11	13	11	9	15	10
ENSMUSG00000064514	528	575	666	614	601	621
ENSMUSG00000064515	0	0	0	0	0	0
ENSMUSG00000064517	31	31	24	87	13	73
ENSMUSG00000064519	18	12	23	27	19	24
ENSMUSG00000064522	0	0	0	0	0	0
ENSMUSG00000064524	0	1	1	6	0	10
ENSMUSG00000064525	12	14	19	26	8	21
ENSMUSG00000064526	0	0	0	0	0	0
ENSMUSG00000064527	0	0	0	0	0	0
ENSMUSG00000064529	0	0	0	0	0	0
ENSMUSG00000064530	0	1	0	0	0	0
ENSMUSG00000064532	0	0	0	0	0	0
ENSMUSG00000064536	94	99	120	117	119	61
ENSMUSG00000064540	851	896	1027	853	1100	914
ENSMUSG00000064541	0	0	2	0	0	0
ENSMUSG00000064542	823	863	890	915	1079	975
ENSMUSG00000064543	1	2	0	0	0	0
ENSMUSG00000064545	0	0	0	0	0	0
ENSMUSG00000064547	0	0	0	0	0	0
ENSMUSG00000064548	2	3	2	0	0	2
ENSMUSG00000064549	0	0	0	0	0	0
ENSMUSG00000064550	0	0	0	0	0	0
ENSMUSG00000064551	0	0	0	0	0	0
ENSMUSG00000064553	2	3	1	1	1	0
ENSMUSG00000064554	0	4	5	11	8	6
ENSMUSG00000064555	0	0	0	0	0	0
ENSMUSG00000064556	0	0	0	0	0	0
ENSMUSG00000064558	13	18	19	27	11	23
ENSMUSG00000064563	472	506	413	574	569	430
ENSMUSG00000064565	35	22	15	35	11	36
ENSMUSG00000064566	10	18	23	33	14	28
ENSMUSG00000064567	58	66	66	68	47	77
ENSMUSG00000064569	0	0	0	0	0	0
ENSMUSG00000064570	0	0	0	0	0	0
ENSMUSG00000064572	0	0	0	0	0	0
ENSMUSG00000064573	0	0	0	0	0	0
ENSMUSG00000064574	0	0	0	0	0	0
ENSMUSG00000064575	0	0	0	0	0	0
ENSMUSG00000064577	0	0	0	0	0	0
ENSMUSG00000064579	0	0	0	0	0	0
ENSMUSG00000064580	55	30	52	46	44	33
ENSMUSG00000064581	0	0	0	0	0	0
ENSMUSG00000064582	24	28	31	28	26	38
ENSMUSG00000064584	0	0	0	0	0	0
ENSMUSG00000064585	1354	1925	1735	1650	1758	1752
ENSMUSG00000064586	76	74	51	102	60	108
ENSMUSG00000064587	35	49	47	59	46	48
ENSMUSG00000064588	0	0	0	0	0	0
ENSMUSG00000064590	34	40	33	33	36	49
ENSMUSG00000064591	0	0	0	0	0	0
ENSMUSG00000064595	3	2	1	5	2	7
ENSMUSG00000064596	0	0	1	1	1	0
ENSMUSG00000064597	3	3	0	6	0	1
ENSMUSG00000064600	34	28	42	49	28	44
ENSMUSG00000064601	0	0	0	0	0	0
ENSMUSG00000064602	453	458	451	467	602	460
ENSMUSG00000064604	58	86	64	48	90	60
ENSMUSG00000064605	0	0	0	0	0	0
ENSMUSG00000064606	0	1	0	4	2	2
ENSMUSG00000064609	25	21	23	42	10	31
ENSMUSG00000064612	464	509	487	550	592	457
ENSMUSG00000064613	0	0	0	0	0	0
ENSMUSG00000064616	0	0	0	0	0	0
ENSMUSG00000064617	0	0	0	0	0	0
ENSMUSG00000064618	0	0	0	1	0	0
ENSMUSG00000064619	0	0	0	0	0	0
ENSMUSG00000064620	20	14	12	34	8	48
ENSMUSG00000064621	1248	1329	1349	1231	1529	1196
ENSMUSG00000064622	23	14	28	31	12	39
ENSMUSG00000064624	64	69	82	71	61	71
ENSMUSG00000064626	0	0	0	0	0	0
ENSMUSG00000064630	0	0	0	0	0	0
ENSMUSG00000064631	0	0	0	0	0	0
ENSMUSG00000064632	1	1	0	5	3	2
ENSMUSG00000064634	27	24	29	39	38	23
ENSMUSG00000064637	199	215	232	243	201	217
ENSMUSG00000064642	0	1	0	1	1	0
ENSMUSG00000064644	0	2	2	0	1	1
ENSMUSG00000064646	0	0	2	1	0	1
ENSMUSG00000064647	1039	1106	1166	1049	1271	1104
ENSMUSG00000064648	5	4	9	14	9	11
ENSMUSG00000064652	427	494	490	533	425	539
ENSMUSG00000064653	14	16	12	29	11	44
ENSMUSG00000064655	52	54	57	46	70	37
ENSMUSG00000064658	6	3	7	7	2	5
ENSMUSG00000064659	0	0	0	0	0	0
ENSMUSG00000064663	0	0	0	0	0	0
ENSMUSG00000064664	0	1	0	0	1	0
ENSMUSG00000064665	10	13	9	17	9	21
ENSMUSG00000064666	422	503	511	457	539	435
ENSMUSG00000064669	323	237	234	304	248	298
ENSMUSG00000064670	0	0	0	0	0	0
ENSMUSG00000064671	0	0	0	0	0	0
ENSMUSG00000064672	3	3	1	2	4	2
ENSMUSG00000064673	0	0	0	1	1	0
ENSMUSG00000064675	0	0	0	0	0	0
ENSMUSG00000064677	0	0	0	0	0	0
ENSMUSG00000064679	1043	1139	1115	1220	1326	1044
ENSMUSG00000064682	1	0	0	0	0	0
ENSMUSG00000064685	0	0	0	0	0	0
ENSMUSG00000064686	0	0	0	0	0	0
ENSMUSG00000064687	0	0	0	0	0	0
ENSMUSG00000064688	16	10	14	15	6	12
ENSMUSG00000064689	0	0	0	0	0	0
ENSMUSG00000064691	0	0	1	0	0	0
ENSMUSG00000064692	1	1	0	0	2	3
ENSMUSG00000064693	20	33	16	43	12	34
ENSMUSG00000064694	0	0	0	0	0	0
ENSMUSG00000064696	247	258	262	234	226	239
ENSMUSG00000064697	0	0	0	0	0	0
ENSMUSG00000064698	0	0	0	0	0	0
ENSMUSG00000064702	7	6	7	2	4	6
ENSMUSG00000064704	5	12	16	6	13	10
ENSMUSG00000064706	0	0	0	0	0	0
ENSMUSG00000064707	0	0	0	0	0	0
ENSMUSG00000064709	0	0	0	0	0	0
ENSMUSG00000064714	0	0	0	0	0	0
ENSMUSG00000064715	59	70	89	82	56	102
ENSMUSG00000064717	0	0	0	0	0	0
ENSMUSG00000064718	0	0	0	0	0	0
ENSMUSG00000064719	15	25	11	82	9	81
ENSMUSG00000064720	0	0	0	0	0	1
ENSMUSG00000064721	9	19	20	12	11	10
ENSMUSG00000064722	1	4	1	5	4	3
ENSMUSG00000064724	1	1	1	0	0	2
ENSMUSG00000064725	387	447	440	491	465	441
ENSMUSG00000064726	1	0	0	0	0	0
ENSMUSG00000064727	0	0	0	0	0	0
ENSMUSG00000064728	0	0	0	0	0	0
ENSMUSG00000064731	95	77	78	71	91	85
ENSMUSG00000064732	0	0	0	0	0	0
ENSMUSG00000064734	0	0	0	0	0	0
ENSMUSG00000064735	0	0	0	0	0	0
ENSMUSG00000064737	0	0	0	0	0	0
ENSMUSG00000064738	45	77	61	87	73	87
ENSMUSG00000064739	0	0	0	0	0	0
ENSMUSG00000064740	1	0	0	0	0	0
ENSMUSG00000064741	292	296	363	306	342	289
ENSMUSG00000064742	0	0	0	0	0	0
ENSMUSG00000064743	87	103	135	103	89	97
ENSMUSG00000064745	0	0	1	0	0	1
ENSMUSG00000064746	0	0	0	0	0	0
ENSMUSG00000064748	0	0	0	0	0	0
ENSMUSG00000064751	748	956	926	952	1031	977
ENSMUSG00000064755	0	0	0	0	0	0
ENSMUSG00000064758	0	0	0	0	0	1
ENSMUSG00000064759	0	0	0	0	0	0
ENSMUSG00000064761	4	4	1	1	1	6
ENSMUSG00000064762	0	0	0	0	0	0
ENSMUSG00000064763	10	8	9	10	8	6
ENSMUSG00000064764	175	164	171	205	203	168
ENSMUSG00000064765	12	10	12	24	8	18
ENSMUSG00000064766	2	0	0	0	1	0
ENSMUSG00000064767	520	600	701	594	731	602
ENSMUSG00000064768	24	16	30	21	34	28
ENSMUSG00000064769	0	0	0	0	0	0
ENSMUSG00000064770	9	3	3	6	7	8
ENSMUSG00000064772	0	0	0	0	0	0
ENSMUSG00000064775	5	6	10	12	7	4
ENSMUSG00000064776	28	39	22	36	28	40
ENSMUSG00000064777	0	0	0	0	0	0
ENSMUSG00000064778	1337	1432	1505	1604	1391	1617
ENSMUSG00000064779	0	0	0	0	0	0
ENSMUSG00000064780	345	358	378	397	394	404
ENSMUSG00000064781	0	0	0	0	0	0
ENSMUSG00000064782	7	9	8	7	11	8
ENSMUSG00000064783	0	0	0	0	0	0
ENSMUSG00000064788	0	0	0	0	0	0
ENSMUSG00000064791	3086	2908	3408	3163	3511	3115
ENSMUSG00000064792	23	27	39	30	46	41
ENSMUSG00000064793	0	0	0	0	0	0
ENSMUSG00000064795	0	0	0	0	0	0
ENSMUSG00000064796	0	0	0	0	1	0
ENSMUSG00000064797	28	20	24	33	26	24
ENSMUSG00000064798	0	0	0	0	0	0
ENSMUSG00000064800	0	0	0	0	0	0
ENSMUSG00000064801	33	26	18	41	41	29
ENSMUSG00000064802	0	0	0	0	0	0
ENSMUSG00000064805	0	0	0	0	0	0
ENSMUSG00000064806	0	0	0	0	0	0
ENSMUSG00000064811	244	288	284	274	268	228
ENSMUSG00000064814	0	0	0	1	1	2
ENSMUSG00000064816	935	1011	793	733	1135	984
ENSMUSG00000064818	0	0	0	0	0	0
ENSMUSG00000064822	0	0	0	0	0	0
ENSMUSG00000064823	222	215	185	190	182	206
ENSMUSG00000064824	0	0	0	0	0	0
ENSMUSG00000064829	583	618	599	549	647	601
ENSMUSG00000064830	0	0	0	0	0	0
ENSMUSG00000064831	0	0	0	0	0	0
ENSMUSG00000064833	48	35	58	49	32	62
ENSMUSG00000064834	0	0	0	0	0	0
ENSMUSG00000064836	0	0	0	0	0	0
ENSMUSG00000064837	248	302	264	282	256	261
ENSMUSG00000064840	0	0	0	0	0	0
ENSMUSG00000064841	74	76	57	62	97	73
ENSMUSG00000064842	0	0	0	0	0	0
ENSMUSG00000064843	0	0	0	0	0	0
ENSMUSG00000064844	870	1062	906	907	1048	907
ENSMUSG00000064845	55	68	57	123	41	116
ENSMUSG00000064850	0	0	0	0	0	0
ENSMUSG00000064851	1	0	0	1	0	0
ENSMUSG00000064853	202	218	198	204	231	202
ENSMUSG00000064854	0	0	0	1	0	0
ENSMUSG00000064855	0	0	0	0	0	0
ENSMUSG00000064856	3	0	2	3	2	6
ENSMUSG00000064857	31	16	21	29	30	29
