HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N0.HOG0001628	OG0001585	n0	KBS0714_01942	SA211_01638	AS2_00914	KD33716_00852
N0.HOG0001629	OG0001586	n0	KBS0714_01943	SA211_01639	AS2_00913	KD33716_00851
N0.HOG0001630	OG0001587	n0	KBS0714_01944	SA211_01640	AS2_00912	KD33716_00850
N0.HOG0001631	OG0001588	n0	KBS0714_01947	SA211_01641	AS2_00911	KD33716_00847
N0.HOG0001632	OG0001589	n0	KBS0714_01948	SA211_01642	AS2_00907	KD33716_00846
N0.HOG0001633	OG0001590	n0	KBS0714_01963		AS2_00894	KD33716_00834, KD33716_00439
N0.HOG0001634	OG0001591	n0	KBS0714_01966	SA211_01660	AS2_00893	KD33716_00833
N0.HOG0001635	OG0001592	n0	KBS0714_01968	SA211_01662	AS2_00891	KD33716_00832
N0.HOG0001636	OG0001593	n0	KBS0714_01969	SA211_01663	AS2_00890	KD33716_00831
N0.HOG0001637	OG0001594	n0	KBS0714_01970	SA211_01664	AS2_00889	KD33716_00830
N0.HOG0001638	OG0001595	n0	KBS0714_01971	SA211_01665	AS2_00888	KD33716_00829
N0.HOG0001639	OG0001596	n0	KBS0714_01972	SA211_01666	AS2_00887	KD33716_00828
N0.HOG0001640	OG0001597	n0	KBS0714_01974	SA211_01668	AS2_00884	KD33716_00826
N0.HOG0001641	OG0001598	n0	KBS0714_01978	SA211_01672	AS2_00880	KD33716_00815
N0.HOG0001642	OG0001599	n0	KBS0714_01979	SA211_01673	AS2_00879	KD33716_00814
N0.HOG0001643	OG0001600	n0	KBS0714_01980	SA211_01674	AS2_00878	KD33716_00813
N0.HOG0001644	OG0001601	n0	KBS0714_01981	SA211_01675	AS2_00877	KD33716_00812
N0.HOG0001645	OG0001602	n0	KBS0714_01982	SA211_01676	AS2_00876	KD33716_00811
N0.HOG0001646	OG0001603	n0	KBS0714_01984	SA211_01678	AS2_00873	KD33716_00809
N0.HOG0001647	OG0001604	n0	KBS0714_01986	SA211_01680	AS2_00871	KD33716_00807
N0.HOG0001648	OG0001605	n0	KBS0714_01988	SA211_01682	AS2_00869	KD33716_00806
N0.HOG0001649	OG0001606	n0	KBS0714_01989	SA211_01683	AS2_00868	KD33716_00805
N0.HOG0001650	OG0001607	n0	KBS0714_01990	SA211_01684	AS2_00867	KD33716_01757
N0.HOG0001651	OG0001608	n0	KBS0714_01991	SA211_01685	AS2_00866	KD33716_00804
N0.HOG0001652	OG0001609	n0	KBS0714_01992	SA211_01686	AS2_00865	KD33716_00803
N0.HOG0001653	OG0001610	n0	KBS0714_01993	SA211_01687	AS2_00864	KD33716_00802
N0.HOG0001654	OG0001611	n0	KBS0714_01994	SA211_01688	AS2_00863	KD33716_00801
N0.HOG0001655	OG0001612	n0	KBS0714_01995	SA211_01689	AS2_00860	KD33716_00798
N0.HOG0001656	OG0001613	n0	KBS0714_01998	SA211_01692	AS2_00859	KD33716_00795
N0.HOG0001657	OG0001614	n0	KBS0714_02000	SA211_01694	AS2_00857	KD33716_00793
N0.HOG0001658	OG0001615	n0	KBS0714_02003	SA211_01713	AS2_00839	KD33716_00776
N0.HOG0001659	OG0001616	n0	KBS0714_02004	SA211_01714	AS2_00838	KD33716_00775
N0.HOG0001660	OG0001617	n0	KBS0714_02005	SA211_01715	AS2_00837	KD33716_00774
N0.HOG0001661	OG0001618	n0	KBS0714_02006	SA211_01716	AS2_00836	KD33716_00773
N0.HOG0001662	OG0001619	n0	KBS0714_02007	SA211_01717	AS2_00835	KD33716_00772
N0.HOG0001663	OG0001620	n0	KBS0714_02008	SA211_01718	AS2_00834	KD33716_00771
N0.HOG0001664	OG0001621	n0	KBS0714_02009	SA211_01719	AS2_00833	KD33716_00770
N0.HOG0001665	OG0001622	n0	KBS0714_02010	SA211_01720	AS2_00832	KD33716_00769
N0.HOG0001666	OG0001623	n0	KBS0714_02011	SA211_01721	AS2_00831	KD33716_00768
N0.HOG0001667	OG0001624	n0	KBS0714_02012	SA211_01722	AS2_00830	KD33716_00767
N0.HOG0001668	OG0001625	n0	KBS0714_02013	SA211_01723	AS2_00829	KD33716_00766
N0.HOG0001669	OG0001626	n0	KBS0714_02016	SA211_01725	AS2_00805	KD33716_00764
N0.HOG0001670	OG0001627	n0	KBS0714_02017	SA211_01726	AS2_00804	KD33716_00763
N0.HOG0001671	OG0001628	n0	KBS0714_02019	SA211_01728	AS2_02537	KD33716_00761
N0.HOG0001672	OG0001629	n0	KBS0714_02020	SA211_01729	AS2_00802	KD33716_00760
N0.HOG0001673	OG0001630	n0	KBS0714_02021	SA211_01730	AS2_00798	KD33716_00759
N0.HOG0001674	OG0001631	n0	KBS0714_02022	SA211_01731	AS2_00797	KD33716_00758
N0.HOG0001675	OG0001632	n0	KBS0714_02023	SA211_01732	AS2_00796	KD33716_00757
N0.HOG0001676	OG0001633	n0	KBS0714_02024	SA211_01733	AS2_00795	KD33716_02090
N0.HOG0001677	OG0001634	n0	KBS0714_02025	SA211_01734	AS2_00794	KD33716_00756
N0.HOG0001678	OG0001635	n0	KBS0714_02026	SA211_01735	AS2_00793	KD33716_00754
N0.HOG0001679	OG0001636	n0	KBS0714_02027	SA211_01736	AS2_00792	KD33716_00753
N0.HOG0001680	OG0001637	n0	KBS0714_02028	SA211_01737	AS2_00791	KD33716_00752
N0.HOG0001681	OG0001638	n0	KBS0714_02033	SA211_01740	AS2_00787	KD33716_01226
N0.HOG0001682	OG0001639	n0	KBS0714_02034	SA211_01741	AS2_00783	KD33716_00749
N0.HOG0001683	OG0001640	n0	KBS0714_02035	SA211_01742	AS2_00781	KD33716_00748
N0.HOG0001684	OG0001641	n0	KBS0714_02036	SA211_01743	AS2_00780	KD33716_00747
N0.HOG0001685	OG0001642	n0	KBS0714_02037		AS2_00807, AS2_00142	KD33716_00104
N0.HOG0001686	OG0001643	n0	KBS0714_02040	SA211_01744	AS2_00778	KD33716_00746
N0.HOG0001687	OG0001644	n0	KBS0714_02049	SA211_02303, SA211_01755		KD33716_00731
N0.HOG0001688	OG0001645	n0	KBS0714_02052	SA211_01758	AS2_00770	KD33716_00740
N0.HOG0001689	OG0001646	n0	KBS0714_02053	SA211_01759	AS2_00769	KD33716_00126
N0.HOG0001690	OG0001647	n0	KBS0714_02055	SA211_01761	AS2_00711	KD33716_00726
N0.HOG0001691	OG0001648	n0	KBS0714_02056	SA211_01762	AS2_00764	KD33716_00728
N0.HOG0001692	OG0001649	n0	KBS0714_02057	SA211_01763	AS2_00763	KD33716_00727
N0.HOG0001693	OG0001650	n0	KBS0714_02058	SA211_01764	AS2_00760	KD33716_00723
N0.HOG0001694	OG0001651	n0	KBS0714_02062			KD33716_02222, KD33716_02426, KD33716_02440
N0.HOG0001695	OG0001652	n0	KBS0714_02071		AS2_00742, AS2_00559	KD33716_00487
N0.HOG0001696	OG0001653	n0	KBS0714_02080	SA211_01784	AS2_00704	KD33716_00614
N0.HOG0001697	OG0001654	n0	KBS0714_02081	SA211_01785	AS2_00703	KD33716_00613
N0.HOG0001698	OG0001655	n0	KBS0714_02082	SA211_01787	AS2_00701	KD33716_00611
N0.HOG0001699	OG0001656	n0	KBS0714_02083	SA211_01788	AS2_00700	KD33716_00610
N0.HOG0001700	OG0001657	n0	KBS0714_02084	SA211_01789	AS2_00699	KD33716_00609
N0.HOG0001701	OG0001658	n0	KBS0714_02085	SA211_01790	AS2_00698	KD33716_00608
N0.HOG0001702	OG0001659	n0	KBS0714_02086	SA211_01791	AS2_00697	KD33716_00607
N0.HOG0001703	OG0001660	n0	KBS0714_02087	SA211_01792	AS2_00696	KD33716_00606
N0.HOG0001704	OG0001661	n0	KBS0714_02088	SA211_01793	AS2_00586, AS2_00695	
N0.HOG0001705	OG0001662	n0	KBS0714_02090	SA211_01798	AS2_00688	KD33716_00604
N0.HOG0001706	OG0001663	n0	KBS0714_02091	SA211_01799	AS2_00687	KD33716_00603
N0.HOG0001707	OG0001664	n0	KBS0714_02094	SA211_01802	AS2_00684	KD33716_00599
N0.HOG0001708	OG0001665	n0	KBS0714_02095	SA211_01803	AS2_00683	KD33716_00598
N0.HOG0001709	OG0001666	n0	KBS0714_02099	SA211_01806	AS2_00680	KD33716_00594
N0.HOG0001710	OG0001667	n0	KBS0714_02102	SA211_01809	AS2_00677	KD33716_00592
N0.HOG0001711	OG0001668	n0	KBS0714_02103	SA211_01810	AS2_00676	KD33716_00591
N0.HOG0001712	OG0001669	n0	KBS0714_02104	SA211_01811	AS2_00675	KD33716_00593
N0.HOG0001713	OG0001670	n0	KBS0714_02105	SA211_01812	AS2_00674	KD33716_00590
N0.HOG0001714	OG0001671	n0	KBS0714_02106	SA211_01813	AS2_00673	KD33716_00589
N0.HOG0001715	OG0001672	n0	KBS0714_02107	SA211_01814	AS2_00672	KD33716_00588
N0.HOG0001716	OG0001673	n0	KBS0714_02109	SA211_01816	AS2_00669	KD33716_00586
N0.HOG0001717	OG0001674	n0	KBS0714_02110	SA211_01817	AS2_00668	KD33716_00585
N0.HOG0001718	OG0001675	n0	KBS0714_02113	SA211_01820	AS2_00667	KD33716_00583
N0.HOG0001719	OG0001676	n0	KBS0714_02114	SA211_01822	AS2_00666	KD33716_00582
N0.HOG0001720	OG0001677	n0	KBS0714_02115	SA211_01823	AS2_00665	KD33716_00581
N0.HOG0001721	OG0001678	n0	KBS0714_02117	SA211_01825	AS2_00663	KD33716_00580
N0.HOG0001722	OG0001679	n0	KBS0714_02118	SA211_01826	AS2_00662	KD33716_00579
N0.HOG0001723	OG0001680	n0	KBS0714_02119	SA211_01827	AS2_00661	KD33716_00578
N0.HOG0001724	OG0001681	n0	KBS0714_02120	SA211_01828	AS2_00660	KD33716_00577
N0.HOG0001725	OG0001682	n0	KBS0714_02121	SA211_01829	AS2_00659	KD33716_00576
N0.HOG0001726	OG0001683	n0	KBS0714_02123	SA211_01831	AS2_00656	KD33716_00574
N0.HOG0001727	OG0001684	n0	KBS0714_02125	SA211_01833	AS2_00655	KD33716_00572
N0.HOG0001728	OG0001685	n0	KBS0714_02126	SA211_01834	AS2_00654	KD33716_00570
N0.HOG0001729	OG0001686	n0	KBS0714_02127	SA211_01835	AS2_00653	KD33716_00569
N0.HOG0001730	OG0001687	n0	KBS0714_02128	SA211_01836	AS2_00652	KD33716_00568
N0.HOG0001731	OG0001688	n0	KBS0714_02129	SA211_01837	AS2_00651	KD33716_00567
N0.HOG0001732	OG0001689	n0	KBS0714_02130	SA211_01838	AS2_00650	KD33716_00566
N0.HOG0001733	OG0001690	n0	KBS0714_02131	SA211_01839	AS2_00649	KD33716_00565
N0.HOG0001734	OG0001691	n0	KBS0714_02132	SA211_01840	AS2_00648	KD33716_00564
N0.HOG0001735	OG0001692	n0	KBS0714_02133	SA211_01841	AS2_00647	KD33716_00563
N0.HOG0001736	OG0001693	n0	KBS0714_02134	SA211_01842	AS2_00638	KD33716_00561
N0.HOG0001737	OG0001694	n0	KBS0714_02136	SA211_01844	AS2_00636	KD33716_00560
N0.HOG0001738	OG0001695	n0	KBS0714_02137	SA211_01845	AS2_00635	KD33716_00559
N0.HOG0001739	OG0001696	n0	KBS0714_02138	SA211_01846	AS2_00634	KD33716_00558
N0.HOG0001740	OG0001697	n0	KBS0714_02139	SA211_01847	AS2_00633	KD33716_00557
N0.HOG0001741	OG0001698	n0	KBS0714_02140	SA211_01848	AS2_00632	KD33716_00556
N0.HOG0001742	OG0001699	n0	KBS0714_02141	SA211_01849	AS2_00716	KD33716_00554
N0.HOG0001743	OG0001700	n0	KBS0714_02143	SA211_01850	AS2_00629	KD33716_00553
N0.HOG0001744	OG0001701	n0	KBS0714_02145	SA211_01852	AS2_00627	KD33716_00551
N0.HOG0001745	OG0001702	n0	KBS0714_02146	SA211_01853	AS2_00626	KD33716_00550
N0.HOG0001746	OG0001703	n0	KBS0714_02147	SA211_01855	AS2_00622	KD33716_00547
N0.HOG0001747	OG0001704	n0	KBS0714_02148	SA211_01856	AS2_00621	KD33716_00546
N0.HOG0001748	OG0001705	n0	KBS0714_02149	SA211_01862	AS2_00613	KD33716_00537
N0.HOG0001749	OG0001706	n0	KBS0714_02150	SA211_01863	AS2_00612	KD33716_00536
N0.HOG0001750	OG0001707	n0	KBS0714_02151	SA211_01864	AS2_00611	KD33716_00535
N0.HOG0001751	OG0001708	n0	KBS0714_02152	SA211_01865	AS2_00610	KD33716_00534
N0.HOG0001752	OG0001709	n0	KBS0714_02153	SA211_01866		KD33716_00306, KD33716_00334
N0.HOG0001753	OG0001710	n0	KBS0714_02154	SA211_01867	AS2_00609	KD33716_00533
N0.HOG0001754	OG0001711	n0	KBS0714_02157	SA211_01870	AS2_00601	KD33716_00523
N0.HOG0001755	OG0001712	n0	KBS0714_02158	SA211_01871	AS2_00600	KD33716_00522
N0.HOG0001756	OG0001713	n0	KBS0714_02159	SA211_01872	AS2_00599	KD33716_00521
N0.HOG0001757	OG0001714	n0	KBS0714_02161	SA211_01874	AS2_00596	KD33716_00519
N0.HOG0001758	OG0001715	n0	KBS0714_02164	SA211_01878	AS2_00593	KD33716_00516
N0.HOG0001759	OG0001716	n0	KBS0714_02167	SA211_01881	AS2_00585	KD33716_00512
N0.HOG0001760	OG0001717	n0	KBS0714_02168	SA211_01882	AS2_00584	KD33716_00510
N0.HOG0001761	OG0001718	n0	KBS0714_02169	SA211_01883	AS2_00583	KD33716_00509
N0.HOG0001762	OG0001719	n0	KBS0714_02170	SA211_01884	AS2_00582	KD33716_00508
N0.HOG0001763	OG0001720	n0	KBS0714_02173	SA211_01887	AS2_00579	KD33716_00506
N0.HOG0001764	OG0001721	n0	KBS0714_02175	SA211_01889	AS2_00577	KD33716_00504
N0.HOG0001765	OG0001722	n0	KBS0714_02176	SA211_01890	AS2_00576	KD33716_00503
N0.HOG0001766	OG0001723	n0	KBS0714_02177	SA211_01891	AS2_00575	KD33716_00502
N0.HOG0001767	OG0001724	n0	KBS0714_02178	SA211_01892	AS2_00574	KD33716_00501
N0.HOG0001768	OG0001725	n0	KBS0714_02179	SA211_01893	AS2_00573	KD33716_00500
N0.HOG0001769	OG0001726	n0	KBS0714_02180	SA211_01894	AS2_00572	KD33716_00499
N0.HOG0001770	OG0001727	n0	KBS0714_02181	SA211_01895	AS2_00569	KD33716_00496
N0.HOG0001771	OG0001728	n0	KBS0714_02182	SA211_01896	AS2_00568	KD33716_00495
N0.HOG0001772	OG0001729	n0	KBS0714_02183	SA211_01897	AS2_00567	KD33716_00492
N0.HOG0001773	OG0001730	n0	KBS0714_02184	SA211_01898	AS2_00566	KD33716_00491
N0.HOG0001774	OG0001731	n0	KBS0714_02185	SA211_01899	AS2_00565	KD33716_00490
N0.HOG0001775	OG0001732	n0	KBS0714_02186	SA211_01900	AS2_00563	KD33716_00489
N0.HOG0001776	OG0001733	n0	KBS0714_02189	SA211_01903	AS2_00557	KD33716_00484
N0.HOG0001777	OG0001734	n0	KBS0714_02190	SA211_01904	AS2_00554	KD33716_00483
N0.HOG0001778	OG0001735	n0	KBS0714_02194	SA211_01907	AS2_00546	KD33716_00482
N0.HOG0001779	OG0001736	n0	KBS0714_02195	SA211_01908	AS2_00549	KD33716_00478
N0.HOG0001780	OG0001737	n0	KBS0714_02196	SA211_01909	AS2_00548	KD33716_00479
N0.HOG0001781	OG0001738	n0	KBS0714_02197	SA211_01910	AS2_00547	KD33716_00480
N0.HOG0001782	OG0001739	n0	KBS0714_02198	SA211_01911	AS2_00545	KD33716_00481
N0.HOG0001783	OG0001740	n0	KBS0714_02200	SA211_01913	AS2_00542	KD33716_01787
N0.HOG0001784	OG0001741	n0	KBS0714_02201	SA211_01914	AS2_00496	KD33716_01297
N0.HOG0001785	OG0001742	n0	KBS0714_02202	SA211_01915	AS2_00541	KD33716_00472
N0.HOG0001786	OG0001743	n0	KBS0714_02208	SA211_01921	AS2_00537	KD33716_00468
N0.HOG0001787	OG0001744	n0	KBS0714_02209	SA211_01922	AS2_00535, AS2_02645	
N0.HOG0001788	OG0001745	n0	KBS0714_02210	SA211_01923	AS2_00534, AS2_02646	
N0.HOG0001789	OG0001746	n0	KBS0714_02213	SA211_01926	AS2_00531, AS2_02650	
N0.HOG0001790	OG0001747	n0	KBS0714_02216	SA211_01929	AS2_00525	KD33716_00467
N0.HOG0001791	OG0001748	n0	KBS0714_02219	SA211_01932	AS2_00527	KD33716_00465
N0.HOG0001792	OG0001749	n0	KBS0714_02220	SA211_01933	AS2_00515	KD33716_00462
N0.HOG0001793	OG0001750	n0	KBS0714_02238	SA211_01940	AS2_00513	KD33716_00454
N0.HOG0001794	OG0001751	n0	KBS0714_02239	SA211_01941	AS2_00506	KD33716_00442
N0.HOG0001795	OG0001752	n0	KBS0714_02240	SA211_01942	AS2_00505	KD33716_00441
N0.HOG0001796	OG0001753	n0	KBS0714_02244	SA211_01946	AS2_00502	KD33716_02088
N0.HOG0001797	OG0001754	n0	KBS0714_02245	SA211_01947	AS2_00500	KD33716_00511
N0.HOG0001798	OG0001755	n0	KBS0714_02261, KBS0714_02246	SA211_01948		KD33716_00418
N0.HOG0001799	OG0001756	n0	KBS0714_02247	SA211_01949	AS2_00499	KD33716_00437
N0.HOG0001800	OG0001757	n0	KBS0714_02254	SA211_01954	AS2_00477	KD33716_00432
N0.HOG0001801	OG0001758	n0	KBS0714_02255	SA211_01955	AS2_00476	KD33716_00431
N0.HOG0001802	OG0001759	n0	KBS0714_02256	SA211_01956	AS2_00475	KD33716_00430
N0.HOG0001803	OG0001760	n0	KBS0714_02257	SA211_01957	AS2_00474	KD33716_00429
N0.HOG0001804	OG0001761	n0	KBS0714_02268	SA211_01961	AS2_00462	KD33716_00493
N0.HOG0001805	OG0001762	n0	KBS0714_02270	SA211_01963	AS2_00461	KD33716_00494
N0.HOG0001806	OG0001763	n0	KBS0714_02272	SA211_01964	AS2_00460	KD33716_00410
N0.HOG0001807	OG0001764	n0	KBS0714_02273	SA211_01965	AS2_00459	KD33716_00408
N0.HOG0001808	OG0001765	n0	KBS0714_02282	SA211_01973	AS2_00454	KD33716_00406
N0.HOG0001809	OG0001766	n0	KBS0714_02285	SA211_01976	AS2_00452	KD33716_00405
N0.HOG0001810	OG0001767	n0	KBS0714_02286	SA211_01977	AS2_00451	KD33716_00404
N0.HOG0001811	OG0001768	n0	KBS0714_02287	SA211_01978	AS2_00450	KD33716_00403
N0.HOG0001812	OG0001769	n0	KBS0714_02289	SA211_01981	AS2_00449	KD33716_00401
N0.HOG0001813	OG0001770	n0	KBS0714_02290	SA211_01982	AS2_00448	KD33716_00400
N0.HOG0001814	OG0001771	n0	KBS0714_02291	SA211_01983	AS2_00447	KD33716_00399
N0.HOG0001815	OG0001772	n0	KBS0714_02292	SA211_01984	AS2_00446	KD33716_00398
N0.HOG0001816	OG0001773	n0	KBS0714_02293	SA211_01986	AS2_00443	KD33716_00396
N0.HOG0001817	OG0001774	n0	KBS0714_02294	SA211_01987	AS2_00442	KD33716_00395
N0.HOG0001818	OG0001775	n0	KBS0714_02295	SA211_01988	AS2_00441	KD33716_00394
N0.HOG0001819	OG0001776	n0	KBS0714_02296	SA211_01989	AS2_00440	KD33716_00393
N0.HOG0001820	OG0001777	n0	KBS0714_02299	SA211_01992	AS2_00437	KD33716_00390
N0.HOG0001821	OG0001778	n0	KBS0714_02301	SA211_01994	AS2_00436	KD33716_00388
N0.HOG0001822	OG0001779	n0	KBS0714_02302	SA211_01995	AS2_00435	KD33716_00387
N0.HOG0001823	OG0001780	n0	KBS0714_02304	SA211_01997	AS2_00433	KD33716_00385
N0.HOG0001824	OG0001781	n0	KBS0714_02306	SA211_01999	AS2_00430	KD33716_00383
N0.HOG0001825	OG0001782	n0	KBS0714_02307	SA211_02000	AS2_00429	KD33716_00382
N0.HOG0001826	OG0001783	n0	KBS0714_02308	SA211_02001	AS2_00428	KD33716_00381
N0.HOG0001827	OG0001784	n0	KBS0714_02309	SA211_02002	AS2_00427	KD33716_00380
N0.HOG0001828	OG0001785	n0	KBS0714_02310	SA211_02003	AS2_00426	KD33716_00379
N0.HOG0001829	OG0001786	n0	KBS0714_02311	SA211_02004	AS2_00425	KD33716_00378
N0.HOG0001830	OG0001787	n0	KBS0714_02312	SA211_02005	AS2_00424	KD33716_00377
N0.HOG0001831	OG0001788	n0		SA211_00016	AS2_02197, AS2_02199, AS2_00035	
N0.HOG0001832	OG0001789	n1		SA211_01796	AS2_00690	
N0.HOG0001833	OG0001789	n2		SA211_00094	AS2_00775	
N0.HOG0001834	OG0001790	n0		SA211_00206, SA211_00237	AS2_02432	KD33716_02316
N0.HOG0001835	OG0001791	n0		SA211_00238	AS2_01219, AS2_01224, AS2_02437	
N0.HOG0001836	OG0001792	n0		SA211_00323	AS2_02273, AS2_02633	KD33716_01825
N0.HOG0001837	OG0001793	n0		SA211_01696	AS2_01010, AS2_00855	KD33716_00792
N0.HOG0001838	OG0001794	n0		SA211_01775	AS2_00731	KD33716_00679, KD33716_02215
N0.HOG0001839	OG0001795	n0		SA211_01858	AS2_00616, AS2_02658	KD33716_00540
N0.HOG0001840	OG0001796	n0		SA211_01860	AS2_02660, AS2_00614	KD33716_00538
N0.HOG0001841	OG0001797	n0		SA211_02132	AS2_00268, AS2_00091	KD33716_00134
N0.HOG0001842	OG0001798	n0		SA211_02133	AS2_00267, AS2_00090	KD33716_00135
N0.HOG0001843	OG0001799	n0		SA211_02134	AS2_00266, AS2_00089	KD33716_00136
N0.HOG0001844	OG0001800	n0			AS2_00750, AS2_00733, AS2_02328	KD33716_00415
N0.HOG0001845	OG0001801	n0			AS2_02190, AS2_02669, AS2_02581	KD33716_02089
N0.HOG0001846	OG0001802	n0			AS2_02651, AS2_02337, AS2_02342, AS2_02640	
N0.HOG0001847	OG0001803	n0				KD33716_00310, KD33716_01773, KD33716_00655, KD33716_00409
N0.HOG0001848	OG0001804	n0				KD33716_00661, KD33716_01398, KD33716_00722, KD33716_00698
N0.HOG0001849	OG0001805	n0				KD33716_00674, KD33716_02225, KD33716_02226, KD33716_00675
N0.HOG0001850	OG0001806	-	KBS0714_00012	SA211_02030	AS2_00384	
N0.HOG0001851	OG0001807	-	KBS0714_00041	SA211_02054, SA211_02171		
N0.HOG0001852	OG0001808	-	KBS0714_00048	SA211_02061		KD33716_00296
N0.HOG0001853	OG0001809	-	KBS0714_00051	SA211_02064	AS2_00352	
N0.HOG0001854	OG0001810	-	KBS0714_00052	SA211_02065	AS2_00351	
N0.HOG0001855	OG0001811	-	KBS0714_00059	SA211_02072	AS2_00336	
N0.HOG0001856	OG0001812	-	KBS0714_00073	SA211_02086		KD33716_00261
N0.HOG0001857	OG0001813	-	KBS0714_00083	SA211_02096	AS2_00309	
N0.HOG0001858	OG0001814	-	KBS0714_00085	SA211_02098	AS2_00306	
N0.HOG0001859	OG0001815	-	KBS0714_00118	SA211_02131		KD33716_00200
N0.HOG0001860	OG0001816	-	KBS0714_00120		AS2_00264	KD33716_00199
N0.HOG0001861	OG0001817	-	KBS0714_00132	SA211_02146	AS2_00253	
N0.HOG0001862	OG0001818	-	KBS0714_00145	SA211_02159	AS2_00239	
N0.HOG0001863	OG0001819	-	KBS0714_00153	SA211_02167	AS2_00230	
N0.HOG0001864	OG0001820	-	KBS0714_00155	SA211_02169		KD33716_01469
N0.HOG0001865	OG0001821	-	KBS0714_00166	SA211_00353, SA211_02025		
N0.HOG0001866	OG0001822	-	KBS0714_02078, KBS0714_00167	SA211_01781		
N0.HOG0001867	OG0001823	-	KBS0714_00176		AS2_00642	KD33716_00050
N0.HOG0001868	OG0001824	-	KBS0714_00177	SA211_02170	AS2_00225	
N0.HOG0001869	OG0001825	-	KBS0714_00205		AS2_00199	KD33716_00139
N0.HOG0001870	OG0001826	-	KBS0714_00206		AS2_00200	KD33716_00138
N0.HOG0001871	OG0001827	-	KBS0714_00217	SA211_02210	AS2_00168	
N0.HOG0001872	OG0001828	-	KBS0714_00219	SA211_02213	AS2_00161	
N0.HOG0001873	OG0001829	-	KBS0714_00227	SA211_02240		KD33716_00111
N0.HOG0001874	OG0001830	-	KBS0714_00243	SA211_02255	AS2_00127	
N0.HOG0001875	OG0001831	-	KBS0714_00247	SA211_02259		KD33716_00091
N0.HOG0001876	OG0001832	-	KBS0714_00252	SA211_02264	AS2_00118	
N0.HOG0001877	OG0001833	-	KBS0714_00253	SA211_02265	AS2_00116	
N0.HOG0001878	OG0001834	-	KBS0714_00272	SA211_02287	AS2_00084	
N0.HOG0001879	OG0001835	-	KBS0714_00273	SA211_02288	AS2_00083	
N0.HOG0001880	OG0001836	-	KBS0714_00276	SA211_02291	AS2_00079	
N0.HOG0001881	OG0001837	-	KBS0714_00285	SA211_02307		KD33716_00048
N0.HOG0001882	OG0001838	-	KBS0714_00302	SA211_00010	AS2_00052	
N0.HOG0001883	OG0001839	-	KBS0714_00327	SA211_00043	AS2_00008	
N0.HOG0001884	OG0001840	-	KBS0714_00328	SA211_00044	AS2_00007	
N0.HOG0001885	OG0001841	-	KBS0714_00329	SA211_00045	AS2_00006	
N0.HOG0001886	OG0001842	-	KBS0714_00345	SA211_00061	AS2_02624	
N0.HOG0001887	OG0001843	-	KBS0714_00369	SA211_00085	AS2_02394	
N0.HOG0001888	OG0001844	-	KBS0714_00387	SA211_00111		KD33716_02441
N0.HOG0001889	OG0001845	-	KBS0714_00390	SA211_00114	AS2_02566	
N0.HOG0001890	OG0001846	-	KBS0714_00395	SA211_00119		KD33716_02433
N0.HOG0001891	OG0001847	-	KBS0714_00431	SA211_00152	AS2_02526	
N0.HOG0001892	OG0001848	-	KBS0714_00453		AS2_02503	KD33716_02490
N0.HOG0001893	OG0001849	-	KBS0714_00455		AS2_02502	KD33716_00141
N0.HOG0001894	OG0001850	-	KBS0714_00463	SA211_00181		KD33716_02368
N0.HOG0001895	OG0001851	-	KBS0714_00476	SA211_00194		KD33716_02355
N0.HOG0001896	OG0001852	-	KBS0714_00510	SA211_00230		KD33716_02324
N0.HOG0001897	OG0001853	-	KBS0714_00515	SA211_00240	AS2_02436	
N0.HOG0001898	OG0001854	-	KBS0714_00523		AS2_02426	KD33716_02309
N0.HOG0001899	OG0001855	-	KBS0714_00536	SA211_00260	AS2_02413	
N0.HOG0001900	OG0001856	-	KBS0714_00569	SA211_00293		KD33716_02259
N0.HOG0001901	OG0001857	-	KBS0714_00571	SA211_00295	AS2_02374	
N0.HOG0001902	OG0001858	-	KBS0714_00576	SA211_00308	AS2_02357	
N0.HOG0001903	OG0001859	-	KBS0714_00577	SA211_00309	AS2_02356	
N0.HOG0001904	OG0001860	-	KBS0714_00578	SA211_00310	AS2_02355	
N0.HOG0001905	OG0001861	-	KBS0714_00581	SA211_00314	AS2_02352	
N0.HOG0001906	OG0001862	-	KBS0714_00588	SA211_00322		KD33716_01780
N0.HOG0001907	OG0001863	-	KBS0714_00600			KD33716_02241, KD33716_01802
N0.HOG0001908	OG0001864	-	KBS0714_00607	SA211_01767	AS2_02364	
N0.HOG0001909	OG0001865	-	KBS0714_00612	SA211_01772	AS2_02343	
N0.HOG0001910	OG0001866	-	KBS0714_00613	SA211_01773		KD33716_00703
N0.HOG0001911	OG0001867	-	KBS0714_00624, KBS0714_00638		AS2_00752	
N0.HOG0001912	OG0001868	-	KBS0714_00628		AS2_00400	KD33716_02201
N0.HOG0001913	OG0001869	-	KBS0714_00629		AS2_00401	KD33716_02200
N0.HOG0001914	OG0001870	-	KBS0714_00630		AS2_00402	KD33716_02199
N0.HOG0001915	OG0001871	-	KBS0714_00632		AS2_00404	KD33716_02197
N0.HOG0001916	OG0001872	-	KBS0714_00635		AS2_00407	KD33716_02194
N0.HOG0001917	OG0001873	-	KBS0714_00639	SA211_00376		KD33716_02186
