gene	Control_#1_B_cell	Control_#2_B_cell	Control_#3_B_cell	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_T_cell	Control_#2_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#3_erythroid_lineage_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#1_monocyte	Control_#2_monocyte	Control_#3_monocyte	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#2_monocyte	Control_#1_neutrophil	Control_#2_neutrophil	Control_#3_neutrophil	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_neutrophil	Control_#1_platelet	Control_#3_platelet	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#2_platelet
RPS7	194	327	453	1614	2006	2918	363	6246	5801	5105	16456	10123	12761	1818	4	7	29	261	1357	1222	1500	2518	1682	1883	0	1	14	3	14	102	1	3	7	44
RPS8	356	497	816	3053	2705	4940	668	9155	7605	6787	27527	13126	20141	2803	5	3	32	309	1917	1634	2280	3545	2065	2361	0	3	5	2	2	35	1	1	1	17
RSF1	12	17	13	72	99	129	8	289	285	214	664	467	443	54	0	0	2	25	81	52	51	126	111	93	0	2	2	6	13	51	0	1	1	12
RSRC2	29	42	34	100	277	385	17	586	595	354	912	1070	1075	66	1	2	7	65	175	116	128	210	266	344	1	4	8	6	10	45	1	2	6	19
RSRP1	17	52	43	109	146	231	12	863	905	637	1410	953	1004	101	1	1	4	86	132	139	124	220	209	187	4	4	12	5	21	58	1	0	0	7
RTF1	14	18	18	66	71	78	11	208	214	150	549	436	462	66	0	0	0	5	79	53	55	116	125	86	1	2	5	5	24	72	1	1	0	3
RTF2	3	5	8	32	22	41	8	88	91	78	353	159	222	34	3	0	11	39	62	48	68	130	110	90	0	5	22	9	13	50	1	1	10	41
RTN4	4	9	9	40	35	69	12	152	203	126	494	319	362	46	1	2	0	12	272	186	179	419	368	415	3	4	28	10	41	184	7	7	21	117
RUNDC1	11	26	18	123	115	86	38	302	302	213	1032	521	289	125	0	1	1	7	133	60	72	223	243	81	1	2	8	8	17	60	0	1	0	0
S100A4	3	13	15	88	88	265	34	2115	2612	2359	5206	5042	6320	829	8	6	9	51	3619	2595	3207	4996	7357	8862	15	26	143	103	295	3508	0	0	6	58
S100A6	6	28	36	140	110	387	32	1260	1594	1322	3695	2515	3886	480	2	3	3	52	3813	2527	3212	5213	6136	7117	19	62	231	175	238	4465	0	1	2	55
SAMD4B	30	40	27	122	168	165	17	734	692	491	1266	992	711	92	1	1	5	20	276	214	172	294	335	183	10	3	43	24	88	242	0	0	2	3
SAMD9	2	3	9	34	37	27	6	100	129	89	440	221	197	32	5	9	24	135	34	30	13	117	51	37	4	4	5	15	11	42	0	0	0	4
SAP18	10	29	32	107	131	260	25	531	513	351	1071	870	1157	108	3	4	34	182	171	126	133	247	258	381	1	1	9	3	7	90	2	1	13	42
SAP30BP	4	7	3	24	23	43	4	73	87	50	172	161	150	12	0	0	0	9	55	35	43	60	72	67	4	1	5	1	3	38	0	0	2	2
SAR1A	28	54	60	208	258	259	30	922	794	669	2031	1379	938	166	2	0	7	22	413	232	255	400	516	337	13	2	72	14	71	172	0	0	2	13
SARAF	23	48	26	138	228	260	27	1568	1403	917	3519	2608	2712	313	5	5	15	102	251	206	229	378	294	435	4	7	26	6	46	211	2	3	11	38
SAT1	12	40	33	88	273	364	29	721	614	440	947	1225	1289	118	13	13	19	80	2303	2025	2072	2851	3041	2827	141	175	556	369	662	2581	51	99	258	480
SBNO1	5	15	11	40	60	51	9	122	153	115	455	240	157	52	0	0	0	18	53	34	35	69	103	62	2	1	2	3	14	91	0	0	2	9
SCAF11	27	42	60	165	230	264	32	619	606	401	1438	1009	907	122	0	3	4	30	251	257	190	396	434	288	5	2	29	25	34	159	0	0	7	12
SCAND1	11	12	13	40	79	113	12	217	227	160	538	440	567	66	0	0	12	31	86	70	67	147	184	188	1	1	2	4	1	41	1	0	2	20
SCFD1	14	27	23	99	172	202	17	384	467	301	1030	768	619	85	0	0	14	12	221	168	171	261	333	336	1	1	11	2	30	80	0	0	3	6
SDCBP	5	5	8	35	24	56	2	208	176	124	418	372	475	31	7	8	24	182	409	274	293	420	534	492	10	10	97	46	120	748	2	3	7	46
SEC11A	10	23	17	72	87	90	12	284	273	246	709	524	547	72	0	0	2	6	283	205	267	379	340	354	1	2	3	6	11	43	0	0	0	9
SEC14L1	0	10	7	10	30	55	4	79	74	71	179	185	270	15	17	8	44	136	84	92	79	148	166	163	4	3	53	21	70	240	4	2	49	150
SEC22B	4	7	5	21	42	34	5	122	134	106	340	202	184	24	0	2	3	11	50	40	44	80	74	55	3	1	12	1	36	71	0	1	2	6
SEC23A	10	24	32	103	102	130	28	460	451	299	1104	709	508	101	1	0	1	5	180	153	125	245	233	164	3	2	17	13	32	48	1	0	1	7
SEC61G	8	10	18	57	94	125	13	345	394	357	960	763	893	174	0	0	6	20	163	125	114	228	194	241	0	1	3	1	1	12	1	0	2	23
SEC62	33	45	45	208	243	169	28	382	408	348	1341	732	774	112	70	111	170	1251	182	116	144	248	233	249	3	5	17	13	16	138	0	1	0	21
SECISBP2	12	15	20	60	92	151	9	281	203	168	548	434	393	31	0	1	16	27	75	59	57	96	109	88	0	2	2	5	13	22	8	3	11	39
SELENOF	10	22	18	81	68	99	12	202	194	166	541	300	413	54	0	0	3	12	113	81	86	156	136	148	0	1	2	1	5	28	3	1	1	30
SELENOK	4	22	13	38	71	166	10	468	429	305	565	688	751	62	22	29	98	217	80	79	82	147	95	135	1	3	9	6	15	80	0	1	2	19
SELENOT	12	16	12	33	75	84	14	153	170	129	365	311	352	38	0	0	3	20	90	62	73	153	139	138	0	0	12	5	9	78	5	8	25	79
SEMA6B	56	111	87	502	484	313	100	1509	1268	885	4387	2488	1430	412	3	1	3	30	565	409	351	893	1035	361	20	22	95	41	138	278	0	2	3	0
SENP7	6	10	7	35	37	35	8	113	97	61	311	159	162	25	0	1	0	12	34	21	15	48	37	21	1	1	1	1	7	13	3	0	2	6
SEPTIN2	7	27	19	72	102	122	8	344	306	215	771	619	498	66	1	1	6	25	199	125	128	212	262	200	5	3	8	10	22	46	2	1	16	57
SEPTIN7	36	42	58	233	365	425	56	795	926	639	2400	1733	1671	229	1	0	7	25	245	188	174	360	358	412	3	8	45	13	45	252	14	17	58	200
SEPTIN9	5	10	10	42	51	60	7	353	359	228	837	572	422	90	0	0	0	5	143	122	152	252	178	198	1	2	3	1	4	14	0	1	3	10
SERF2	46	88	73	362	523	709	88	1565	1636	1189	4515	3110	4187	490	44	83	535	1342	923	784	880	1660	1600	2148	2	6	40	17	32	417	66	94	316	1139
SERINC3	4	11	7	22	29	52	0	201	193	162	348	364	277	23	3	4	16	46	96	57	57	103	118	97	4	5	15	4	35	122	2	0	14	41
SERP1	21	28	34	137	201	290	22	522	483	427	1367	925	1211	158	1	1	3	47	378	306	359	627	543	618	1	9	21	7	11	131	3	5	20	73
SERPINB1	5	8	8	51	34	75	7	145	154	121	494	379	454	47	0	0	0	10	278	220	219	443	534	407	5	6	45	17	23	222	7	6	46	136
SET	17	56	49	206	233	342	71	716	757	468	1989	1422	1538	190	0	0	2	20	229	172	178	350	347	255	1	2	9	4	17	46	3	3	24	57
SETD6	4	5	10	24	31	29	5	162	147	108	346	235	152	24	0	0	3	4	93	45	40	79	81	50	2	1	5	5	13	26	0	1	0	0
SETX	2	17	15	62	60	68	10	120	127	88	441	215	187	19	0	1	0	6	103	104	82	164	126	144	5	2	11	9	11	54	0	0	4	9
SF1	43	76	72	196	343	459	61	1012	805	715	2047	1317	1589	227	0	2	8	23	190	111	111	225	226	249	5	3	23	13	31	131	1	2	1	6
SF3A1	3	4	5	17	27	27	4	117	119	71	232	172	173	13	1	0	4	11	44	24	24	51	44	37	0	2	0	4	8	32	1	0	7	14
SF3B1	16	48	45	122	195	235	28	640	576	422	1324	908	978	105	0	0	9	38	264	190	189	329	316	307	5	8	21	13	29	163	0	0	5	11
SF3B2	12	16	27	61	86	107	13	256	230	206	727	463	516	76	0	1	1	8	116	99	88	163	187	167	1	4	12	6	19	69	0	0	4	8
SF3B5	6	12	14	53	70	120	17	281	271	250	689	507	688	66	2	1	5	31	134	96	112	174	147	206	0	1	3	2	6	35	1	0	1	11
SF3B6	6	15	12	52	81	93	14	215	241	161	581	500	627	72	2	0	6	33	81	56	89	151	127	160	1	3	4	10	11	109	0	0	1	26
SFI1	13	25	39	116	169	126	15	607	562	407	1394	883	623	125	1	0	3	10	252	152	157	227	350	181	11	10	43	12	60	150	1	0	4	12
SFPQ	34	63	72	163	323	520	39	900	932	565	1670	1527	1347	154	1	0	6	32	452	324	293	532	545	466	1	5	11	7	20	62	0	0	2	16
SH3BGRL	9	22	27	106	93	152	21	184	225	174	653	401	466	58	22	17	63	210	302	219	281	457	436	434	0	0	13	4	5	65	10	22	50	142
SH3BGRL3	36	70	54	261	217	523	63	1529	1672	1380	4023	3158	3784	466	17	34	94	301	1440	1228	1179	2281	2740	3420	10	21	71	31	87	628	162	224	623	2367
SH3BP5	9	12	13	66	112	78	15	115	110	135	298	263	248	47	0	0	0	4	50	50	45	90	48	41	4	1	9	8	10	41	1	1	11	22
SH3GLB1	7	8	7	37	31	105	5	150	138	119	310	319	296	32	3	2	7	28	101	91	88	162	197	189	2	4	24	14	27	162	6	1	3	42
SH3KBP1	5	9	10	47	49	81	10	252	268	183	749	516	448	77	0	0	0	2	155	130	137	210	233	208	1	1	25	11	13	131	0	1	2	8
SH3TC2	3	4	5	15	26	21	8	126	94	102	195	127	94	12	0	0	2	3	52	32	19	60	80	33	0	0	5	2	6	13	1	1	3	10
SHISA5	1	3	2	26	21	45	4	97	133	94	390	226	231	22	1	0	3	4	48	47	32	76	94	93	0	4	5	19	14	44	2	1	3	12
SHISA9	5	13	13	51	53	62	10	108	86	56	245	146	100	21	0	2	0	6	39	40	23	51	68	28	1	5	17	2	16	40	0	1	2	1
SHKBP1	5	3	2	21	24	22	6	49	47	34	140	119	109	19	0	0	0	2	93	58	41	136	152	112	2	2	8	10	30	137	1	0	4	3
SHOC2	4	27	26	70	113	159	7	125	131	90	343	233	214	29	1	3	11	18	105	89	111	146	213	205	6	7	24	15	49	187	2	0	6	28
SIAH2	3	3	5	20	28	50	9	75	58	56	199	173	178	24	13	19	62	243	22	27	20	34	26	41	0	1	1	0	1	20	4	1	11	15
SIRT2	11	22	15	44	69	57	9	316	300	219	484	433	266	27	0	1	3	5	121	85	102	121	148	105	2	1	7	4	13	44	3	2	7	18
SKAP2	7	11	16	69	47	75	6	37	32	48	131	68	62	14	0	0	5	13	114	107	98	231	216	190	1	5	23	16	30	106	5	8	24	74
SKP1	21	35	48	157	168	282	41	816	850	621	2327	1248	1494	221	46	38	166	784	213	178	190	318	316	349	1	2	18	3	13	84	2	6	48	93
SLC25A15	7	13	12	71	52	34	21	158	152	106	518	267	165	68	0	0	0	1	71	47	32	119	133	34	2	1	9	1	14	20	0	1	0	1
SLC25A3	14	23	23	114	180	188	37	432	390	281	1305	990	941	167	0	0	3	26	267	215	251	481	452	394	2	3	13	14	22	54	1	2	16	47
SLC25A37	7	10	7	35	42	32	10	83	79	68	290	136	182	24	310	395	1653	6871	202	117	121	243	360	224	39	50	277	125	181	1590	0	2	20	65
SLC25A39	2	4	4	12	18	19	6	57	50	42	173	111	141	25	103	148	635	1315	21	16	17	37	46	33	0	2	0	2	1	5	0	0	3	8
SLC28A2	26	47	30	116	154	115	27	679	466	371	1055	825	530	65	0	0	1	16	176	126	124	195	246	118	5	7	20	11	53	74	0	1	0	1
SLC2A3	20	20	12	22	40	95	2	441	283	217	512	617	625	98	0	0	3	5	270	183	165	352	495	287	6	11	70	21	99	528	5	4	12	69
SLC35E1	4	4	8	14	24	15	3	71	68	44	161	213	107	14	1	0	0	3	40	23	30	80	62	39	0	1	7	2	11	40	2	1	6	19
SLC35E2B	28	34	27	143	159	143	19	514	466	393	1331	692	553	89	0	0	0	17	140	118	116	191	194	115	2	5	27	12	32	83	2	3	8	11
SLC35E3	52	70	60	247	308	217	49	872	925	649	2200	1470	855	179	0	0	2	7	357	284	231	493	473	272	15	10	48	30	73	160	1	5	1	3
SLC38A2	13	15	13	40	82	111	7	328	366	205	595	447	500	25	1	0	0	33	136	102	85	159	176	200	0	1	7	6	11	73	1	0	3	7
SLC44A2	4	10	4	23	36	43	2	71	68	46	175	114	115	16	1	0	0	7	13	16	14	34	35	37	1	4	6	4	8	44	3	5	19	42
SLC50A1	6	12	11	61	73	52	19	114	121	83	381	197	178	64	0	0	3	5	44	43	38	69	73	43	2	2	8	3	9	19	1	0	7	28
SLC6A4	2	8	4	24	34	36	5	168	154	110	304	227	113	26	0	0	0	0	70	54	44	76	96	47	4	1	8	4	11	43	1	0	3	17
SLFN14	12	7	3	57	56	41	34	165	221	157	519	318	195	110	3	2	22	61	44	44	35	96	99	39	2	0	7	4	18	34	0	2	16	16
SLK	5	4	5	13	17	51	2	91	104	86	255	159	146	24	0	0	1	6	65	62	63	113	110	114	1	2	8	3	7	98	3	0	0	7
SLMAP	4	3	5	25	28	28	5	95	87	68	236	143	123	26	0	0	1	6	49	40	35	71	87	54	1	1	8	3	11	55	4	2	12	23
SLTM	10	9	19	72	84	151	15	276	298	228	743	521	560	65	0	1	2	23	124	82	96	183	194	184	0	0	5	3	6	41	3	0	8	35
SLU7	2	10	15	42	53	96	7	171	190	134	355	336	368	25	1	2	11	74	34	54	55	83	98	121	0	0	7	5	6	54	0	2	5	9
SMAD2	5	13	11	41	51	37	9	191	187	126	590	302	243	45	0	0	2	6	79	65	59	142	127	89	1	0	5	2	10	33	1	0	3	29
SMAD4	7	13	6	38	42	57	5	131	113	105	324	193	176	19	0	0	2	7	54	60	43	63	85	79	1	0	3	3	11	31	0	1	2	1
SMAP2	17	65	26	184	249	438	30	297	234	206	970	494	574	62	2	2	1	32	85	124	108	260	266	215	4	8	67	21	41	382	0	0	1	26
SMARCA2	2	8	9	59	52	42	5	179	204	152	566	364	369	22	0	0	0	5	26	55	41	66	73	51	0	0	8	3	5	29	4	2	2	10
SMCHD1	61	140	102	280	552	734	47	1192	1032	739	2381	1646	1603	156	1	2	2	21	314	223	210	392	416	266	51	46	162	131	264	872	0	0	0	7
SMG1	38	57	30	240	257	245	73	650	787	488	2295	1315	856	262	0	1	10	47	326	298	270	553	568	262	7	6	29	16	51	168	0	0	0	6
SMIM27	3	3	3	27	23	27	5	96	113	79	301	166	162	22	0	1	9	6	13	21	19	18	27	23	1	1	14	5	3	46	4	2	12	38
SMNDC1	5	7	8	24	54	56	5	104	86	62	199	161	169	20	0	0	0	7	40	56	27	65	67	58	1	0	3	3	5	44	0	1	1	10
SMS	3	6	7	23	12	34	4	63	83	52	200	185	178	25	0	0	0	2	55	52	57	92	101	97	0	1	2	3	3	15	2	0	10	51
SNAP23	3	10	6	45	40	44	7	58	67	42	154	85	86	20	1	0	0	13	69	50	50	106	89	91	0	3	11	2	2	48	15	10	59	268
SNF8	6	12	6	31	48	54	9	142	161	95	365	281	333	38	1	1	22	26	102	76	92	141	128	170	0	1	5	1	6	30	0	1	1	5
SNRK	2	6	6	17	24	34	2	222	197	122	458	272	304	36	0	0	0	5	68	50	49	83	68	116	2	2	10	10	29	78	0	1	2	1
SNRPB	13	20	25	70	131	216	24	360	379	260	874	884	899	94	0	0	4	10	129	82	124	202	163	229	0	1	2	1	7	37	0	1	4	13
SNUPN	10	15	5	58	48	39	7	243	188	126	414	238	177	33	0	0	0	1	74	70	55	89	69	63	2	0	5	4	17	27	2	0	3	5
SNX3	16	26	38	132	173	245	29	155	164	135	512	304	383	54	32	47	157	586	165	131	164	275	264	349	0	0	6	4	4	102	15	19	49	472
SNX6	3	9	11	61	61	93	7	191	195	149	637	362	478	63	0	0	0	9	63	42	62	123	119	142	3	1	12	5	7	74	0	3	9	22
SNX9	19	38	9	56	348	257	3	169	131	73	303	418	357	21	0	0	2	7	72	58	84	109	91	177	0	0	3	1	2	14	5	2	13	58
SOD1	15	20	19	85	64	136	25	474	465	365	1308	919	1249	164	18	15	120	1173	82	76	91	95	121	287	0	1	0	0	2	10	4	3	14	95
SON	27	69	60	229	363	460	52	1001	902	729	2453	1503	1527	208	2	2	41	105	379	343	276	505	498	459	1	2	23	16	30	191	2	1	2	31
SORL1	2	15	13	65	83	44	13	589	574	375	1310	654	493	86	1	0	1	8	222	145	115	211	244	83	14	21	105	41	80	487	0	1	0	1
SOS1	31	34	49	189	161	108	44	649	573	398	1694	968	686	199	0	1	4	12	169	132	140	326	361	145	1	2	30	17	46	80	0	0	0	17
SOS2	4	2	5	29	22	32	3	100	91	44	179	124	159	14	1	0	0	5	43	47	44	70	82	66	1	2	21	5	18	90	1	1	1	7
SP100	25	75	57	211	231	292	34	310	357	230	1140	614	564	104	0	14	5	32	111	94	97	229	246	205	2	3	16	13	18	107	0	2	2	6
SPAG9	6	17	9	36	35	46	6	109	138	92	224	199	187	19	1	0	0	7	195	151	110	188	177	159	7	6	39	15	59	219	0	0	3	10
SPATA33	3	9	8	19	29	26	9	138	113	79	316	182	116	39	0	0	1	2	43	41	35	66	76	26	3	1	8	2	27	26	1	0	0	1
SPATS2	8	10	11	48	53	36	19	155	154	110	607	293	211	62	1	0	3	7	55	31	42	90	111	42	3	0	8	3	14	16	1	0	6	11
SPCS1	19	22	25	138	147	197	22	600	583	462	1591	989	1058	174	0	1	2	13	236	181	187	331	318	272	2	7	18	7	18	70	1	3	8	30
SPCS2	13	18	17	80	96	119	15	224	305	265	836	519	673	112	0	0	1	16	89	71	72	126	126	154	0	1	3	2	3	20	0	2	4	11
SPCS3	8	8	9	34	60	88	14	206	269	191	617	573	754	112	0	0	0	10	199	124	111	212	266	250	2	3	6	5	5	46	0	0	4	14
SPEN	6	12	17	33	69	78	5	167	138	106	355	168	213	20	0	0	0	8	95	98	67	162	137	108	2	5	13	7	19	62	0	1	1	2
SPG7	3	4	15	71	87	56	17	203	188	127	695	354	274	64	0	0	3	3	78	62	89	114	166	94	3	2	3	2	14	39	0	1	0	4
SPNS1	6	20	13	52	52	26	13	158	168	85	384	248	167	31	0	0	1	2	103	69	88	146	150	93	2	2	7	1	17	24	9	5	12	71
SPPL2A	13	19	16	55	109	131	6	298	295	212	694	497	345	76	0	0	1	7	120	81	94	170	226	151	1	1	9	4	17	98	0	0	1	5
SPPL3	3	3	3	19	23	26	2	86	91	52	194	135	113	10	0	0	1	10	42	56	43	94	67	56	1	1	3	3	10	33	2	1	4	26
SQSTM1	15	33	39	69	173	202	9	417	398	255	420	354	425	15	3	1	7	27	205	216	205	225	403	261	6	6	31	5	182	209	6	3	32	41
SREK1	13	21	15	54	163	208	8	263	232	208	509	547	550	48	2	0	3	13	161	137	99	164	208	209	2	0	10	4	15	50	0	0	4	6
SRGN	4	7	4	21	41	100	5	1220	1546	1028	2021	2211	2823	186	8	4	0	65	2246	1946	1663	2686	2381	3034	108	212	898	311	782	5040	32	60	161	438
SRP14	34	76	65	233	283	462	53	1024	1070	813	2818	1932	2407	306	0	1	21	125	342	329	328	589	593	689	2	3	25	8	12	146	9	8	42	210
SRRM1	28	43	53	151	213	301	43	634	687	474	1569	1293	1337	172	0	0	6	15	245	212	229	424	416	427	1	2	4	8	12	71	0	1	3	16
SRRM2	59	69	71	225	345	472	43	865	850	582	1881	1378	1305	147	0	0	5	29	339	282	273	440	435	513	2	1	26	9	35	143	0	0	1	11
SRSF10	16	34	36	118	220	329	22	499	506	331	1072	893	968	77	1	1	3	11	144	82	110	208	213	186	3	0	4	3	8	31	0	0	3	9
SRSF2	7	25	15	55	49	130	16	379	543	312	633	616	673	61	1	0	0	11	176	140	120	223	157	179	1	4	2	4	8	42	1	2	6	29
SRSF3	26	57	28	151	184	242	28	736	842	574	1692	1255	1409	106	0	1	7	21	276	253	197	422	334	369	1	1	9	3	15	56	2	1	5	37
SRSF4	24	24	21	87	168	183	14	492	438	371	1087	725	759	92	0	0	1	12	266	202	161	290	305	250	4	3	12	8	17	75	4	0	1	13
SRSF5	46	90	82	321	483	666	53	1416	1453	991	3552	2194	2270	211	0	1	4	47	573	478	506	723	711	1201	6	9	46	27	51	258	2	2	2	20
SRSF6	9	18	20	32	76	110	15	160	182	131	348	248	309	23	0	0	2	8	90	67	69	108	122	93	1	0	1	0	3	14	3	1	6	54
SRSF8	5	5	14	35	47	39	3	141	151	92	414	210	211	43	1	9	46	125	36	35	27	59	77	38	1	1	3	1	4	7	6	4	8	51
SRSF9	6	15	15	79	77	86	20	203	238	194	772	551	591	84	0	3	0	4	201	116	139	262	258	287	1	1	6	5	12	57	3	1	8	25
SSH2	15	18	11	42	58	68	8	145	134	90	370	234	226	24	0	0	1	8	63	64	59	171	171	129	3	2	20	11	23	123	3	1	5	10
SSU72	9	10	15	67	74	101	10	249	247	156	669	381	490	60	0	2	2	40	108	113	81	159	175	195	1	3	3	4	14	76	1	1	1	21
ST13	6	22	22	86	76	104	17	255	299	181	954	448	566	79	19	31	119	348	104	90	88	132	123	134	1	1	1	1	1	8	0	0	8	35
ST3GAL1	2	8	3	17	15	16	2	103	98	74	369	149	119	27	6	0	30	63	32	31	25	69	66	59	0	0	3	2	5	40	2	0	5	9
STAG2	4	13	14	72	94	95	15	280	291	175	725	523	405	59	1	8	24	64	114	106	82	186	162	108	2	5	10	7	18	93	1	1	8	29
STAT3	8	13	17	56	81	117	14	587	403	405	992	894	1094	131	1	0	2	22	163	120	126	217	230	213	7	10	50	19	52	204	4	3	9	30
STAT5B	7	19	9	47	49	59	8	211	255	152	600	365	298	42	0	0	1	7	94	66	61	108	133	65	8	3	39	13	35	119	1	0	7	12
STAU1	2	5	7	32	34	49	3	98	93	77	314	187	194	37	4	8	36	93	42	37	27	71	60	97	0	0	4	1	11	40	0	5	4	23
STK10	18	38	36	97	117	142	25	496	457	309	1116	635	520	88	1	0	1	7	268	190	237	268	340	324	7	5	42	12	44	152	0	2	0	2
STK17A	27	23	21	110	198	203	27	486	429	353	1398	1330	1123	60	4	2	16	111	46	16	17	38	43	76	0	1	6	7	14	95	2	0	1	22
STK17B	28	49	47	100	201	350	37	730	708	579	1685	1590	1604	150	0	0	23	114	414	320	339	541	454	501	1	5	38	34	60	279	0	0	0	5
STK24	6	6	10	27	31	46	4	93	90	76	250	170	152	19	0	1	1	10	78	45	51	123	117	104	0	1	4	1	3	35	6	4	16	58
STK3	10	10	23	50	78	45	11	266	238	174	465	340	208	43	2	1	0	1	99	97	69	132	133	71	5	1	14	3	26	56	0	0	0	8
STK4	28	52	40	127	176	259	28	667	693	508	1965	970	1086	144	1	0	2	17	183	152	114	273	220	239	8	5	27	21	77	227	5	2	16	64
STMP1	5	14	5	43	24	80	7	153	145	113	402	234	312	47	20	31	85	392	113	80	92	188	156	195	0	0	7	4	3	30	7	7	26	99
STRAP	1	7	10	14	55	72	7	160	135	105	329	287	335	48	0	2	15	47	50	50	53	83	70	67	1	0	4	1	4	5	2	2	13	95
STT3B	16	22	15	71	87	88	14	345	333	248	758	504	537	83	0	0	1	15	171	124	102	164	200	141	4	2	30	6	28	72	0	0	0	10
STUB1	2	7	6	38	45	52	6	153	159	131	468	291	330	53	0	0	3	7	59	32	53	77	92	78	1	0	2	3	2	7	3	2	10	29
STX16	2	7	3	26	28	43	12	226	200	157	597	356	292	51	2	0	5	12	83	60	61	94	104	83	0	4	9	1	4	35	2	0	1	6
STXBP2	4	5	4	17	17	15	5	66	65	38	118	122	117	8	3	3	16	77	236	183	135	343	414	541	2	2	9	10	23	987	10	14	36	102
STXBP3	1	2	4	18	29	19	5	76	69	51	214	97	109	23	0	2	5	18	38	31	24	70	61	45	1	1	3	2	5	44	3	0	6	27
SUB1	22	52	41	211	233	383	73	959	866	963	2334	2318	2466	335	1	3	6	52	356	294	284	572	436	535	3	3	31	17	24	150	3	3	11	65
SUMO1	7	16	6	48	72	83	10	204	263	182	605	511	560	71	0	0	10	34	71	56	60	116	125	162	0	1	7	0	7	52	1	0	5	18
SUMO2	19	36	37	181	177	286	36	641	705	475	1909	1314	1469	160	0	2	4	41	249	209	241	432	420	453	1	1	9	5	15	64	4	11	33	91
SUMO3	3	16	11	41	69	95	9	165	147	109	358	278	365	31	0	0	2	6	93	84	91	163	189	155	0	0	0	1	3	16	7	6	20	55
SUZ12	11	23	10	63	55	98	14	204	222	132	516	369	314	43	0	0	0	13	69	44	60	109	89	87	0	1	7	7	7	52	0	1	2	9
SYAP1	7	9	12	41	63	85	10	329	323	186	570	517	474	43	0	0	7	14	72	82	64	119	123	96	2	2	17	15	15	58	1	1	1	4
SYF2	27	27	36	116	173	232	19	449	421	297	1047	790	894	105	4	2	6	55	175	135	131	238	273	269	3	4	11	5	23	174	1	2	6	12
SZRD1	4	9	3	36	49	50	5	121	83	62	202	157	182	30	0	1	5	10	55	38	35	60	87	88	2	1	5	2	4	19	1	1	5	30
TAB2	2	5	12	12	16	22	1	110	116	82	203	185	177	26	1	0	9	11	65	45	44	69	74	63	1	2	9	3	15	49	2	0	4	23
TACC1	5	13	21	33	76	94	8	175	159	124	395	311	256	19	0	0	0	3	129	149	100	165	175	159	6	2	11	9	23	76	0	0	16	67
TADA3	4	2	6	31	18	28	2	96	83	63	275	190	186	40	0	0	5	10	39	25	30	65	71	76	0	2	2	3	5	18	1	1	8	36
TAF10	6	6	9	36	73	70	1	213	177	128	497	300	377	44	2	1	10	17	70	83	85	171	132	188	0	1	2	1	7	37	7	4	12	27
TAF2	27	65	47	138	177	183	11	626	699	471	1283	805	627	80	0	0	2	16	195	138	97	189	198	172	1	3	13	5	12	60	0	0	4	2
TAF7	15	25	31	123	130	204	25	288	301	235	764	484	551	54	0	3	3	27	58	32	48	96	93	112	3	4	31	17	19	145	1	2	3	16
TAGLN2	22	51	69	145	201	564	35	442	439	428	1078	793	1463	136	3	0	3	51	367	245	250	440	536	646	17	26	105	28	81	533	102	122	372	881
TALDO1	4	4	13	32	19	41	12	101	87	91	368	291	388	46	36	31	89	343	380	239	242	540	483	438	6	14	65	24	45	306	33	30	82	354
TANGO2	2	8	2	14	13	20	4	67	61	39	166	103	81	12	6	10	38	112	49	34	45	58	55	42	2	0	5	3	5	24	2	1	12	23
TANK	15	14	12	50	96	101	11	160	149	105	223	248	221	19	5	3	12	96	133	131	92	147	135	139	7	2	19	10	46	205	0	1	2	4
TAOK1	4	14	15	52	37	59	11	162	178	106	447	211	195	57	0	0	1	5	90	80	70	188	164	72	0	3	7	3	16	59	0	1	3	20
TAOK3	1	13	12	52	73	109	8	220	214	148	636	357	315	56	0	0	3	14	131	105	108	205	199	207	2	3	14	7	13	84	5	2	30	47
TARBP1	17	37	24	94	146	109	28	430	425	312	910	661	427	79	0	1	2	8	207	139	155	230	271	166	2	6	36	9	46	98	0	0	1	5
TAX1BP1	7	20	16	65	108	125	11	341	352	282	854	687	692	67	17	27	102	371	169	152	143	253	236	313	3	4	22	11	29	164	3	0	19	48
TBC1D15	22	43	41	169	222	312	10	726	631	458	1679	1278	1524	115	0	0	15	57	171	139	141	247	300	233	2	3	33	11	34	272	3	1	15	39
