"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002008305_4","GCF_003691675_1","GCF_005280335_1","GCF_020097155_1"
"ctpG_1","","putative cation-transporting ATPase G","1","1","1","1","4137","1","1944","","1283","1283","1283","","","MICAS2_00728",""
"ctpG_2","","putative cation-transporting ATPase G","1","1","1","1","4138","1","1943","","680","680","680","","","MICAS2_00729",""
"group_3238","","hypothetical protein","1","1","1","1","4139","1","1942","","605","605","605","","","MICAS2_00730",""
"arsC_4","","Arsenate reductase","1","1","1","1","4145","1","1916","","632","632","632","","","MICAS2_00736",""
"group_3240","","Ferredoxin--NADP reductase","1","1","1","1","4146","1","1915","","977","977","977","","","MICAS2_00737",""
"group_3241","thi4_1","Thiamine thiazole synthase","1","1","1","1","4147","1","1914","","470","470","470","","","MICAS2_00738",""
"trxB_2","","Thioredoxin reductase","1","1","1","1","4148","1","1913","","1013","1013","1013","","","MICAS2_00739",""
"arsC1_1","","Arsenate-mycothiol transferase ArsC1","1","1","1","1","4149","1","1912","","440","440","440","","","MICAS2_00740",""
"arsC1_2","","Arsenate-mycothiol transferase ArsC1","1","1","1","1","4150","1","1911","","443","443","443","","","MICAS2_00741",""
"group_3245","acr3","Arsenical-resistance protein Acr3","1","1","1","1","4151","1","1910","","1121","1121","1121","","","MICAS2_00742",""
"group_3246","","hypothetical protein","1","1","1","1","4152","1","1909","","383","383","383","","","MICAS2_00743",""
"czcO_1","","putative oxidoreductase CzcO","1","1","1","1","4153","1","1908","","1112","1112","1112","","","MICAS2_00744",""
"group_3248","","hypothetical protein","1","1","1","1","4162","1","1899","","650","650","650","","","MICAS2_00753",""
"group_3249","","hypothetical protein","1","1","1","1","4163","1","1898","","647","647","647","","","MICAS2_00754",""
"group_3250","","hypothetical protein","1","1","1","1","4164","1","1897","","281","281","281","","","MICAS2_00755",""
"group_3251","","hypothetical protein","1","1","1","1","4165","1","1896","","356","356","356","","","MICAS2_00756",""
"rimJ_2","","[Ribosomal protein S5]-alanine N-acetyltransferase","1","1","1","1","4604","1","1835","","461","461","461","","","MICAS2_00759",""
"group_3253","bioY","Biotin transporter BioY","1","1","1","1","4603","1","1834","","635","635","635","","","MICAS2_00760",""
"group_3254","menE_1","2-succinylbenzoate--CoA ligase","1","1","1","1","4602","1","1833","","1349","1349","1349","","","MICAS2_00761",""
"paaJ_1","","3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase","1","1","1","1","4601","1","1832","","398","398","398","","","MICAS2_00762",""
"btuD_5","","Vitamin B12 import ATP-binding protein BtuD","1","1","1","1","4600","1","1831","","809","809","809","","","MICAS2_00763",""
"group_3257","bioN","Energy-coupling factor transporter transmembrane protein BioN","1","1","1","1","4599","1","1830","","635","635","635","","","MICAS2_00764",""
"group_3258","","hypothetical protein","1","1","1","1","4598","1","1829","","395","395","395","","","MICAS2_00765",""
"group_3259","","hypothetical protein","1","1","1","1","4597","1","1828","","1136","1136","1136","","","MICAS2_00766",""
"group_3260","","hypothetical protein","1","1","1","1","4596","1","1827","","998","998","998","","","MICAS2_00767",""
"group_3261","","hypothetical protein","1","1","1","1","4595","1","1826","","2663","2663","2663","","","MICAS2_00768",""
"group_3262","ctpE","Calcium-transporting ATPase CtpE","1","1","1","1","4594","1","1825","","2534","2534","2534","","","MICAS2_00769",""
"group_3263","","hypothetical protein","1","1","1","1","4593","1","1824","","554","554","554","","","MICAS2_00770",""
"linC","","2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase","1","1","1","1","4592","1","1823","","752","752","752","","","MICAS2_00771",""
"group_3265","mccF","Microcin C7 self-immunity protein MccF","1","1","1","1","4591","1","1822","","1085","1085","1085","","","MICAS2_00772",""
"group_3266","","hypothetical protein","1","1","1","1","4590","1","1821","","974","974","974","","","MICAS2_00773",""
"group_3267","","hypothetical protein","1","1","1","1","4589","1","1820","","935","935","935","","","MICAS2_00774",""
"xylB","","Aryl-alcohol dehydrogenase","1","1","1","1","4588","1","1819","","1106","1106","1106","","","MICAS2_00775",""
"group_3269","pchA","4-hydroxybenzaldehyde dehydrogenase (NADP(+))","1","1","1","1","4587","1","1818","","1475","1475","1475","","","MICAS2_00776",""
"group_3270","","hypothetical protein","1","1","1","1","4585","1","1814","","1556","1556","1556","","","MICAS2_00778",""
"group_3271","","hypothetical protein","1","1","1","1","4583","1","1812","","1136","1136","1136","","","MICAS2_00780",""
"group_3272","","hypothetical protein","1","1","1","1","4565","39","5","","1166","1166","1166","","","MICAS2_00782",""
"group_3273","purB","Adenylosuccinate lyase","1","1","1","1","4566","39","6","","1448","1448","1448","","","MICAS2_00783",""
"group_3274","","hypothetical protein","1","1","1","1","4567","39","7","","509","509","509","","","MICAS2_00784",""
"group_3275","","putative protein","1","1","1","1","4568","39","8","","1259","1259","1259","","","MICAS2_00785",""
"group_3276","","hypothetical protein","1","1","1","1","4569","39","9","","908","908","908","","","MICAS2_00786",""
"group_3277","","hypothetical protein","1","1","1","1","4572","39","13","","1739","1739","1739","","","MICAS2_00789",""
"group_3278","","hypothetical protein","1","1","1","1","4573","39","12","","1922","1922","1922","","","MICAS2_00790",""
"group_3279","paaI","Acyl-coenzyme A thioesterase PaaI","1","1","1","1","4574","39","11","","314","314","314","","","MICAS2_00791",""
"kstR2_1","","HTH-type transcriptional repressor KstR2","1","1","1","1","4552","34","10","","611","611","611","","","MICAS2_00793",""
"group_3281","","hypothetical protein","1","1","1","1","4553","34","11","","890","890","890","","","MICAS2_00794",""
"group_3282","paaZ","Bifunctional protein PaaZ","1","1","1","1","4551","34","21","","2117","2117","2117","","","MICAS2_00796",""
"group_3283","","hypothetical protein","1","1","1","1","4550","34","20","","953","953","953","","","MICAS2_00797",""
"group_3284","panD","Aspartate 1-decarboxylase","1","1","1","1","4295","34","19","","437","437","437","","","MICAS2_00798",""
"cadA_1","","Cadmium, zinc and cobalt-transporting ATPase","1","1","1","1","4296","34","18","","1949","1949","1949","","","MICAS2_00799",""
"group_3286","","hypothetical protein","1","1","1","1","4297","34","17","","191","191","191","","","MICAS2_00800",""
"group_3287","","hypothetical protein","1","1","1","1","4298","34","16","","365","365","365","","","MICAS2_00801",""
"group_3288","","hypothetical protein","1","1","1","1","4299","34","15","","497","497","497","","","MICAS2_00802",""
"hbd","","3-hydroxybutyryl-CoA dehydrogenase","1","1","1","1","4300","34","14","","884","884","884","","","MICAS2_00803",""
"aldh","","Aldehyde dehydrogenase","1","1","1","1","4543","8","101","","1388","1388","1388","","","MICAS2_00806",""
"hcaR","","Hca operon transcriptional activator HcaR","1","1","1","1","4542","8","102","","926","926","926","","","MICAS2_00807",""
"yfdE","","Acetyl-CoA:oxalate CoA-transferase","1","1","1","1","4541","8","103","","1184","1184","1184","","","MICAS2_00808",""
"group_3293","acdA_2","Acyl-CoA dehydrogenase","1","1","1","1","4540","8","104","","1217","1217","1217","","","MICAS2_00809",""
"acoR_2","","Acetoin dehydrogenase operon transcriptional activator AcoR","1","1","1","1","4539","8","105","","1832","1832","1832","","","MICAS2_00810",""
"group_3295","","Alcohol dehydrogenase","1","1","1","1","4538","8","106","","1058","1058","1058","","","MICAS2_00811",""
"mlhB","","Monoterpene epsilon-lactone hydrolase","1","1","1","1","4537","8","107","","905","905","905","","","MICAS2_00812",""
"group_3297","","Baeyer-Villiger monooxygenase","1","1","1","1","4536","8","108","","1733","1733","1733","","","MICAS2_00813",""
"group_3298","","hypothetical protein","1","1","1","1","4535","8","109","","1385","1385","1385","","","MICAS2_00814",""
"garR","","2-hydroxy-3-oxopropionate reductase","1","1","1","1","4534","8","110","","851","851","851","","","MICAS2_00815",""
"group_33","","IS5 family transposase ISBli8","1","1","1","1","1229","1","1299","","383","383","383","","","MICAS2_01312",""
"group_3300","","hypothetical protein","1","1","1","1","4533","8","111","","428","428","428","","","MICAS2_00816",""
"group_3301","","putative GMC-type oxidoreductase","1","1","1","1","4532","8","112","","1586","1586","1586","","","MICAS2_00817",""
"group_3302","","hypothetical protein","1","1","1","1","4531","8","113","","473","473","473","","","MICAS2_00818",""
"group_3303","","Phenylethylamine oxidase","1","1","1","1","4530","8","114","","1967","1967","1967","","","MICAS2_00819",""
"kstR2_2","","HTH-type transcriptional repressor KstR2","1","1","1","1","4529","8","115","","593","593","593","","","MICAS2_00820",""
"feaR","","Transcriptional activator FeaR","1","1","1","1","4528","8","116","","965","965","965","","","MICAS2_00821",""
"group_3306","","hypothetical protein","1","1","1","1","4527","8","117","","1529","1529","1529","","","MICAS2_00822",""
"feaB","","Phenylacetaldehyde dehydrogenase","1","1","1","1","4526","8","118","","1421","1421","1421","","","MICAS2_00823",""
"flr","","Flavoredoxin","1","1","1","1","4525","8","119","","611","611","611","","","MICAS2_00824",""
"group_3309","abaF","Fosfomycin resistance protein AbaF","1","1","1","1","4524","8","120","","1367","1367","1367","","","MICAS2_00826",""
"group_3310","","hypothetical protein","1","1","1","1","4523","8","121","","983","983","983","","","MICAS2_00827",""
"group_3311","","hypothetical protein","1","1","1","1","4522","8","122","","539","539","539","","","MICAS2_00828",""
"group_3312","paaF","2,3-dehydroadipyl-CoA hydratase","1","1","1","1","4521","8","123","","776","776","776","","","MICAS2_00829",""
"group_3313","paaE","1,2-phenylacetyl-CoA epoxidase, subunit E","1","1","1","1","4520","8","124","","1169","1169","1169","","","MICAS2_00830",""
"group_3314","paaD","Putative 1,2-phenylacetyl-CoA epoxidase, subunit D","1","1","1","1","4519","8","125","","509","509","509","","","MICAS2_00831",""
"group_3315","paaC","1,2-phenylacetyl-CoA epoxidase, subunit C","1","1","1","1","4518","8","126","","833","833","833","","","MICAS2_00832",""
"group_3316","paaA","1,2-phenylacetyl-CoA epoxidase, subunit A","1","1","1","1","4516","8","100","","1007","1007","1007","","","MICAS2_00834",""
"group_3317","","hypothetical protein","1","1","1","1","4515","8","99","","437","437","437","","","MICAS2_00835",""
"group_3318","","hypothetical protein","1","1","1","1","4514","8","98","","1592","1592","1592","","","MICAS2_00836",""
"group_3319","mobA","3-hydroxybenzoate 4-monooxygenase","1","1","1","1","4513","8","97","","1913","1913","1913","","","MICAS2_00837",""
"yiaJ","","DNA-binding transcriptional repressor YiaJ","1","1","1","1","4512","8","96","","734","734","734","","","MICAS2_00838",""
"group_3321","pat","Putative phenylalanine aminotransferase","1","1","1","1","4511","8","95","","1130","1130","1130","","","MICAS2_00839",""
"pcaR_1","","Pca regulon regulatory protein","1","1","1","1","4510","8","94","","800","800","800","","","MICAS2_00840",""
"group_3323","praI","4-hydroxybenzoate 3-monooxygenase (NAD(P)H)","1","1","1","1","4509","8","93","","1208","1208","1208","","","MICAS2_00841",""
"group_3324","pcaH","Protocatechuate 3,4-dioxygenase beta chain","1","1","1","1","4508","8","92","","815","815","815","","","MICAS2_00842",""
"pcaG","","Protocatechuate 3,4-dioxygenase alpha chain","1","1","1","1","4507","8","91","","647","647","647","","","MICAS2_00843",""
"group_3326","pcaB","3-carboxy-cis,cis-muconate cycloisomerase","1","1","1","1","4506","8","90","","1427","1427","1427","","","MICAS2_00844",""
"group_3327","catD","3-oxoadipate enol-lactonase 2","1","1","1","1","4505","8","89","","815","815","815","","","MICAS2_00845",""
"group_3328","","hypothetical protein","1","1","1","1","4504","8","88","","476","476","476","","","MICAS2_00846",""
"group_3329","","hypothetical protein","1","1","1","1","4503","8","87","","539","539","539","","","MICAS2_00847",""
"pcaR_2","","Pca regulon regulatory protein","1","1","1","1","4502","8","86","","749","749","749","","","MICAS2_00848",""
"paaJ_3","","3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase","1","1","1","1","4501","8","85","","1277","1277","1277","","","MICAS2_00849",""
"pcaI","","3-oxoadipate CoA-transferase subunit A","1","1","1","1","4500","8","84","","764","764","764","","","MICAS2_00850",""
"group_3333","","hypothetical protein","1","1","1","1","4495","8","82","","395","395","395","","","MICAS2_00852",""
"group_3334","","hypothetical protein","1","1","1","1","4494","8","81","","953","953","953","","","MICAS2_00853",""
"group_3335","","hypothetical protein","1","1","1","1","4493","8","80","","1265","1265","1265","","","MICAS2_00854",""
"group_3336","","hypothetical protein","1","1","1","1","4491","8","75","","2120","2120","2120","","","MICAS2_00856",""
"group_3337","hcaC","3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit","1","1","1","1","4490","8","74","","329","329","329","","","MICAS2_00857",""
"group_3338","bedA","Benzene 1,2-dioxygenase system ferredoxin--NAD(+) reductase subunit","1","1","1","1","4489","8","73","","1289","1289","1289","","","MICAS2_00858",""
"group_3339","selO","Protein adenylyltransferase SelO","1","1","1","1","4488","8","72","","2858","2858","2858","","","MICAS2_00859",""
"group_3340","hpcG","2-oxo-hept-4-ene-1,7-dioate hydratase","1","1","1","1","4487","8","71","","785","785","785","","","MICAS2_00860",""
"group_3341","","hypothetical protein","1","1","1","1","4486","8","70","","635","635","635","","","MICAS2_00861",""
"group_3342","","hypothetical protein","1","1","1","1","4485","8","69","","371","371","371","","","MICAS2_00862",""
