gene	Control_#1_B_cell	Control_#1_T_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#2_B_cell	Control_#2_T_cell	Control_#2_monocyte	Control_#2_neutrophil	Control_#3_B_cell	Control_#3_T_cell	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_neutrophil	Control_#3_platelet	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#3_B_cell	SARS_CoV2_pos_Severe_#3_T_cell
RPS7	194	6246	1357	0	1	327	5801	1222	1	453	5105	4	1500	14	3	1614	16456	7	2518	3	2006	10123	29	1682	14	7	2918	12761	261	1883	102	44	363	1818
RPS8	356	9155	1917	0	1	497	7605	1634	3	816	6787	5	2280	5	1	3053	27527	3	3545	2	2705	13126	32	2065	2	1	4940	20141	309	2361	35	17	668	2803
RSF1	12	289	81	0	0	17	285	52	2	13	214	0	51	2	1	72	664	0	126	6	99	467	2	111	13	1	129	443	25	93	51	12	8	54
RSRC2	29	586	175	1	1	42	595	116	4	34	354	1	128	8	2	100	912	2	210	6	277	1070	7	266	10	6	385	1075	65	344	45	19	17	66
RSRP1	17	863	132	4	1	52	905	139	4	43	637	1	124	12	0	109	1410	1	220	5	146	953	4	209	21	0	231	1004	86	187	58	7	12	101
RTF1	14	208	79	1	1	18	214	53	2	18	150	0	55	5	1	66	549	0	116	5	71	436	0	125	24	0	78	462	5	86	72	3	11	66
RTF2	3	88	62	0	1	5	91	48	5	8	78	3	68	22	1	32	353	0	130	9	22	159	11	110	13	10	41	222	39	90	50	41	8	34
RTN4	4	152	272	3	7	9	203	186	4	9	126	1	179	28	7	40	494	2	419	10	35	319	0	368	41	21	69	362	12	415	184	117	12	46
RUNDC1	11	302	133	1	0	26	302	60	2	18	213	0	72	8	1	123	1032	1	223	8	115	521	1	243	17	0	86	289	7	81	60	0	38	125
S100A4	3	2115	3619	15	0	13	2612	2595	26	15	2359	8	3207	143	0	88	5206	6	4996	103	88	5042	9	7357	295	6	265	6320	51	8862	3508	58	34	829
S100A6	6	1260	3813	19	0	28	1594	2527	62	36	1322	2	3212	231	1	140	3695	3	5213	175	110	2515	3	6136	238	2	387	3886	52	7117	4465	55	32	480
SAMD4B	30	734	276	10	0	40	692	214	3	27	491	1	172	43	0	122	1266	1	294	24	168	992	5	335	88	2	165	711	20	183	242	3	17	92
SAMD9	2	100	34	4	0	3	129	30	4	9	89	5	13	5	0	34	440	9	117	15	37	221	24	51	11	0	27	197	135	37	42	4	6	32
SAP18	10	531	171	1	2	29	513	126	1	32	351	3	133	9	1	107	1071	4	247	3	131	870	34	258	7	13	260	1157	182	381	90	42	25	108
SAP30BP	4	73	55	4	0	7	87	35	1	3	50	0	43	5	0	24	172	0	60	1	23	161	0	72	3	2	43	150	9	67	38	2	4	12
SAR1A	28	922	413	13	0	54	794	232	2	60	669	2	255	72	0	208	2031	0	400	14	258	1379	7	516	71	2	259	938	22	337	172	13	30	166
SARAF	23	1568	251	4	2	48	1403	206	7	26	917	5	229	26	3	138	3519	5	378	6	228	2608	15	294	46	11	260	2712	102	435	211	38	27	313
SAT1	12	721	2303	141	51	40	614	2025	175	33	440	13	2072	556	99	88	947	13	2851	369	273	1225	19	3041	662	258	364	1289	80	2827	2581	480	29	118
SBNO1	5	122	53	2	0	15	153	34	1	11	115	0	35	2	0	40	455	0	69	3	60	240	0	103	14	2	51	157	18	62	91	9	9	52
SCAF11	27	619	251	5	0	42	606	257	2	60	401	0	190	29	0	165	1438	3	396	25	230	1009	4	434	34	7	264	907	30	288	159	12	32	122
SCAND1	11	217	86	1	1	12	227	70	1	13	160	0	67	2	0	40	538	0	147	4	79	440	12	184	1	2	113	567	31	188	41	20	12	66
SCFD1	14	384	221	1	0	27	467	168	1	23	301	0	171	11	0	99	1030	0	261	2	172	768	14	333	30	3	202	619	12	336	80	6	17	85
SDCBP	5	208	409	10	2	5	176	274	10	8	124	7	293	97	3	35	418	8	420	46	24	372	24	534	120	7	56	475	182	492	748	46	2	31
SEC11A	10	284	283	1	0	23	273	205	2	17	246	0	267	3	0	72	709	0	379	6	87	524	2	340	11	0	90	547	6	354	43	9	12	72
SEC14L1	0	79	84	4	4	10	74	92	3	7	71	17	79	53	2	10	179	8	148	21	30	185	44	166	70	49	55	270	136	163	240	150	4	15
SEC22B	4	122	50	3	0	7	134	40	1	5	106	0	44	12	1	21	340	2	80	1	42	202	3	74	36	2	34	184	11	55	71	6	5	24
SEC23A	10	460	180	3	1	24	451	153	2	32	299	1	125	17	0	103	1104	0	245	13	102	709	1	233	32	1	130	508	5	164	48	7	28	101
SEC61G	8	345	163	0	1	10	394	125	1	18	357	0	114	3	0	57	960	0	228	1	94	763	6	194	1	2	125	893	20	241	12	23	13	174
SEC62	33	382	182	3	0	45	408	116	5	45	348	70	144	17	1	208	1341	111	248	13	243	732	170	233	16	0	169	774	1251	249	138	21	28	112
SECISBP2	12	281	75	0	8	15	203	59	2	20	168	0	57	2	3	60	548	1	96	5	92	434	16	109	13	11	151	393	27	88	22	39	9	31
SELENOF	10	202	113	0	3	22	194	81	1	18	166	0	86	2	1	81	541	0	156	1	68	300	3	136	5	1	99	413	12	148	28	30	12	54
SELENOK	4	468	80	1	0	22	429	79	3	13	305	22	82	9	1	38	565	29	147	6	71	688	98	95	15	2	166	751	217	135	80	19	10	62
SELENOT	12	153	90	0	5	16	170	62	0	12	129	0	73	12	8	33	365	0	153	5	75	311	3	139	9	25	84	352	20	138	78	79	14	38
SEMA6B	56	1509	565	20	0	111	1268	409	22	87	885	3	351	95	2	502	4387	1	893	41	484	2488	3	1035	138	3	313	1430	30	361	278	0	100	412
SENP7	6	113	34	1	3	10	97	21	1	7	61	0	15	1	0	35	311	1	48	1	37	159	0	37	7	2	35	162	12	21	13	6	8	25
SEPTIN2	7	344	199	5	2	27	306	125	3	19	215	1	128	8	1	72	771	1	212	10	102	619	6	262	22	16	122	498	25	200	46	57	8	66
SEPTIN7	36	795	245	3	14	42	926	188	8	58	639	1	174	45	17	233	2400	0	360	13	365	1733	7	358	45	58	425	1671	25	412	252	200	56	229
SEPTIN9	5	353	143	1	0	10	359	122	2	10	228	0	152	3	1	42	837	0	252	1	51	572	0	178	4	3	60	422	5	198	14	10	7	90
SERF2	46	1565	923	2	66	88	1636	784	6	73	1189	44	880	40	94	362	4515	83	1660	17	523	3110	535	1600	32	316	709	4187	1342	2148	417	1139	88	490
SERINC3	4	201	96	4	2	11	193	57	5	7	162	3	57	15	0	22	348	4	103	4	29	364	16	118	35	14	52	277	46	97	122	41	0	23
SERP1	21	522	378	1	3	28	483	306	9	34	427	1	359	21	5	137	1367	1	627	7	201	925	3	543	11	20	290	1211	47	618	131	73	22	158
SERPINB1	5	145	278	5	7	8	154	220	6	8	121	0	219	45	6	51	494	0	443	17	34	379	0	534	23	46	75	454	10	407	222	136	7	47
SET	17	716	229	1	3	56	757	172	2	49	468	0	178	9	3	206	1989	0	350	4	233	1422	2	347	17	24	342	1538	20	255	46	57	71	190
SETD6	4	162	93	2	0	5	147	45	1	10	108	0	40	5	1	24	346	0	79	5	31	235	3	81	13	0	29	152	4	50	26	0	5	24
SETX	2	120	103	5	0	17	127	104	2	15	88	0	82	11	0	62	441	1	164	9	60	215	0	126	11	4	68	187	6	144	54	9	10	19
SF1	43	1012	190	5	1	76	805	111	3	72	715	0	111	23	2	196	2047	2	225	13	343	1317	8	226	31	1	459	1589	23	249	131	6	61	227
SF3A1	3	117	44	0	1	4	119	24	2	5	71	1	24	0	0	17	232	0	51	4	27	172	4	44	8	7	27	173	11	37	32	14	4	13
SF3B1	16	640	264	5	0	48	576	190	8	45	422	0	189	21	0	122	1324	0	329	13	195	908	9	316	29	5	235	978	38	307	163	11	28	105
SF3B2	12	256	116	1	0	16	230	99	4	27	206	0	88	12	0	61	727	1	163	6	86	463	1	187	19	4	107	516	8	167	69	8	13	76
SF3B5	6	281	134	0	1	12	271	96	1	14	250	2	112	3	0	53	689	1	174	2	70	507	5	147	6	1	120	688	31	206	35	11	17	66
SF3B6	6	215	81	1	0	15	241	56	3	12	161	2	89	4	0	52	581	0	151	10	81	500	6	127	11	1	93	627	33	160	109	26	14	72
SFI1	13	607	252	11	1	25	562	152	10	39	407	1	157	43	0	116	1394	0	227	12	169	883	3	350	60	4	126	623	10	181	150	12	15	125
SFPQ	34	900	452	1	0	63	932	324	5	72	565	1	293	11	0	163	1670	0	532	7	323	1527	6	545	20	2	520	1347	32	466	62	16	39	154
SH3BGRL	9	184	302	0	10	22	225	219	0	27	174	22	281	13	22	106	653	17	457	4	93	401	63	436	5	50	152	466	210	434	65	142	21	58
SH3BGRL3	36	1529	1440	10	162	70	1672	1228	21	54	1380	17	1179	71	224	261	4023	34	2281	31	217	3158	94	2740	87	623	523	3784	301	3420	628	2367	63	466
SH3BP5	9	115	50	4	1	12	110	50	1	13	135	0	45	9	1	66	298	0	90	8	112	263	0	48	10	11	78	248	4	41	41	22	15	47
SH3GLB1	7	150	101	2	6	8	138	91	4	7	119	3	88	24	1	37	310	2	162	14	31	319	7	197	27	3	105	296	28	189	162	42	5	32
SH3KBP1	5	252	155	1	0	9	268	130	1	10	183	0	137	25	1	47	749	0	210	11	49	516	0	233	13	2	81	448	2	208	131	8	10	77
SH3TC2	3	126	52	0	1	4	94	32	0	5	102	0	19	5	1	15	195	0	60	2	26	127	2	80	6	3	21	94	3	33	13	10	8	12
SHISA5	1	97	48	0	2	3	133	47	4	2	94	1	32	5	1	26	390	0	76	19	21	226	3	94	14	3	45	231	4	93	44	12	4	22
SHISA9	5	108	39	1	0	13	86	40	5	13	56	0	23	17	1	51	245	2	51	2	53	146	0	68	16	2	62	100	6	28	40	1	10	21
SHKBP1	5	49	93	2	1	3	47	58	2	2	34	0	41	8	0	21	140	0	136	10	24	119	0	152	30	4	22	109	2	112	137	3	6	19
SHOC2	4	125	105	6	2	27	131	89	7	26	90	1	111	24	0	70	343	3	146	15	113	233	11	213	49	6	159	214	18	205	187	28	7	29
SIAH2	3	75	22	0	4	3	58	27	1	5	56	13	20	1	1	20	199	19	34	0	28	173	62	26	1	11	50	178	243	41	20	15	9	24
SIRT2	11	316	121	2	3	22	300	85	1	15	219	0	102	7	2	44	484	1	121	4	69	433	3	148	13	7	57	266	5	105	44	18	9	27
SKAP2	7	37	114	1	5	11	32	107	5	16	48	0	98	23	8	69	131	0	231	16	47	68	5	216	30	24	75	62	13	190	106	74	6	14
SKP1	21	816	213	1	2	35	850	178	2	48	621	46	190	18	6	157	2327	38	318	3	168	1248	166	316	13	48	282	1494	784	349	84	93	41	221
SLC25A15	7	158	71	2	0	13	152	47	1	12	106	0	32	9	1	71	518	0	119	1	52	267	0	133	14	0	34	165	1	34	20	1	21	68
SLC25A3	14	432	267	2	1	23	390	215	3	23	281	0	251	13	2	114	1305	0	481	14	180	990	3	452	22	16	188	941	26	394	54	47	37	167
SLC25A37	7	83	202	39	0	10	79	117	50	7	68	310	121	277	2	35	290	395	243	125	42	136	1653	360	181	20	32	182	6871	224	1590	65	10	24
SLC25A39	2	57	21	0	0	4	50	16	2	4	42	103	17	0	0	12	173	148	37	2	18	111	635	46	1	3	19	141	1315	33	5	8	6	25
SLC28A2	26	679	176	5	0	47	466	126	7	30	371	0	124	20	1	116	1055	0	195	11	154	825	1	246	53	0	115	530	16	118	74	1	27	65
SLC2A3	20	441	270	6	5	20	283	183	11	12	217	0	165	70	4	22	512	0	352	21	40	617	3	495	99	12	95	625	5	287	528	69	2	98
SLC35E1	4	71	40	0	2	4	68	23	1	8	44	1	30	7	1	14	161	0	80	2	24	213	0	62	11	6	15	107	3	39	40	19	3	14
SLC35E2B	28	514	140	2	2	34	466	118	5	27	393	0	116	27	3	143	1331	0	191	12	159	692	0	194	32	8	143	553	17	115	83	11	19	89
SLC35E3	52	872	357	15	1	70	925	284	10	60	649	0	231	48	5	247	2200	0	493	30	308	1470	2	473	73	1	217	855	7	272	160	3	49	179
SLC38A2	13	328	136	0	1	15	366	102	1	13	205	1	85	7	0	40	595	0	159	6	82	447	0	176	11	3	111	500	33	200	73	7	7	25
SLC44A2	4	71	13	1	3	10	68	16	4	4	46	1	14	6	5	23	175	0	34	4	36	114	0	35	8	19	43	115	7	37	44	42	2	16
SLC50A1	6	114	44	2	1	12	121	43	2	11	83	0	38	8	0	61	381	0	69	3	73	197	3	73	9	7	52	178	5	43	19	28	19	64
SLC6A4	2	168	70	4	1	8	154	54	1	4	110	0	44	8	0	24	304	0	76	4	34	227	0	96	11	3	36	113	0	47	43	17	5	26
SLFN14	12	165	44	2	0	7	221	44	0	3	157	3	35	7	2	57	519	2	96	4	56	318	22	99	18	16	41	195	61	39	34	16	34	110
SLK	5	91	65	1	3	4	104	62	2	5	86	0	63	8	0	13	255	0	113	3	17	159	1	110	7	0	51	146	6	114	98	7	2	24
SLMAP	4	95	49	1	4	3	87	40	1	5	68	0	35	8	2	25	236	0	71	3	28	143	1	87	11	12	28	123	6	54	55	23	5	26
SLTM	10	276	124	0	3	9	298	82	0	19	228	0	96	5	0	72	743	1	183	3	84	521	2	194	6	8	151	560	23	184	41	35	15	65
SLU7	2	171	34	0	0	10	190	54	0	15	134	1	55	7	2	42	355	2	83	5	53	336	11	98	6	5	96	368	74	121	54	9	7	25
SMAD2	5	191	79	1	1	13	187	65	0	11	126	0	59	5	0	41	590	0	142	2	51	302	2	127	10	3	37	243	6	89	33	29	9	45
SMAD4	7	131	54	1	0	13	113	60	0	6	105	0	43	3	1	38	324	0	63	3	42	193	2	85	11	2	57	176	7	79	31	1	5	19
SMAP2	17	297	85	4	0	65	234	124	8	26	206	2	108	67	0	184	970	2	260	21	249	494	1	266	41	1	438	574	32	215	382	26	30	62
SMARCA2	2	179	26	0	4	8	204	55	0	9	152	0	41	8	2	59	566	0	66	3	52	364	0	73	5	2	42	369	5	51	29	10	5	22
SMCHD1	61	1192	314	51	0	140	1032	223	46	102	739	1	210	162	0	280	2381	2	392	131	552	1646	2	416	264	0	734	1603	21	266	872	7	47	156
SMG1	38	650	326	7	0	57	787	298	6	30	488	0	270	29	0	240	2295	1	553	16	257	1315	10	568	51	0	245	856	47	262	168	6	73	262
SMIM27	3	96	13	1	4	3	113	21	1	3	79	0	19	14	2	27	301	1	18	5	23	166	9	27	3	12	27	162	6	23	46	38	5	22
SMNDC1	5	104	40	1	0	7	86	56	0	8	62	0	27	3	1	24	199	0	65	3	54	161	0	67	5	1	56	169	7	58	44	10	5	20
SMS	3	63	55	0	2	6	83	52	1	7	52	0	57	2	0	23	200	0	92	3	12	185	0	101	3	10	34	178	2	97	15	51	4	25
SNAP23	3	58	69	0	15	10	67	50	3	6	42	1	50	11	10	45	154	0	106	2	40	85	0	89	2	59	44	86	13	91	48	268	7	20
SNF8	6	142	102	0	0	12	161	76	1	6	95	1	92	5	1	31	365	1	141	1	48	281	22	128	6	1	54	333	26	170	30	5	9	38
SNRK	2	222	68	2	0	6	197	50	2	6	122	0	49	10	1	17	458	0	83	10	24	272	0	68	29	2	34	304	5	116	78	1	2	36
SNRPB	13	360	129	0	0	20	379	82	1	25	260	0	124	2	1	70	874	0	202	1	131	884	4	163	7	4	216	899	10	229	37	13	24	94
SNUPN	10	243	74	2	2	15	188	70	0	5	126	0	55	5	0	58	414	0	89	4	48	238	0	69	17	3	39	177	1	63	27	5	7	33
SNX3	16	155	165	0	15	26	164	131	0	38	135	32	164	6	19	132	512	47	275	4	173	304	157	264	4	49	245	383	586	349	102	472	29	54
SNX6	3	191	63	3	0	9	195	42	1	11	149	0	62	12	3	61	637	0	123	5	61	362	0	119	7	9	93	478	9	142	74	22	7	63
SNX9	19	169	72	0	5	38	131	58	0	9	73	0	84	3	2	56	303	0	109	1	348	418	2	91	2	13	257	357	7	177	14	58	3	21
SOD1	15	474	82	0	4	20	465	76	1	19	365	18	91	0	3	85	1308	15	95	0	64	919	120	121	2	14	136	1249	1173	287	10	95	25	164
SON	27	1001	379	1	2	69	902	343	2	60	729	2	276	23	1	229	2453	2	505	16	363	1503	41	498	30	2	460	1527	105	459	191	31	52	208
SORL1	2	589	222	14	0	15	574	145	21	13	375	1	115	105	1	65	1310	0	211	41	83	654	1	244	80	0	44	493	8	83	487	1	13	86
SOS1	31	649	169	1	0	34	573	132	2	49	398	0	140	30	0	189	1694	1	326	17	161	968	4	361	46	0	108	686	12	145	80	17	44	199
SOS2	4	100	43	1	1	2	91	47	2	5	44	1	44	21	1	29	179	0	70	5	22	124	0	82	18	1	32	159	5	66	90	7	3	14
SP100	25	310	111	2	0	75	357	94	3	57	230	0	97	16	2	211	1140	14	229	13	231	614	5	246	18	2	292	564	32	205	107	6	34	104
SPAG9	6	109	195	7	0	17	138	151	6	9	92	1	110	39	0	36	224	0	188	15	35	199	0	177	59	3	46	187	7	159	219	10	6	19
SPATA33	3	138	43	3	1	9	113	41	1	8	79	0	35	8	0	19	316	0	66	2	29	182	1	76	27	0	26	116	2	26	26	1	9	39
SPATS2	8	155	55	3	1	10	154	31	0	11	110	1	42	8	0	48	607	0	90	3	53	293	3	111	14	6	36	211	7	42	16	11	19	62
SPCS1	19	600	236	2	1	22	583	181	7	25	462	0	187	18	3	138	1591	1	331	7	147	989	2	318	18	8	197	1058	13	272	70	30	22	174
SPCS2	13	224	89	0	0	18	305	71	1	17	265	0	72	3	2	80	836	0	126	2	96	519	1	126	3	4	119	673	16	154	20	11	15	112
SPCS3	8	206	199	2	0	8	269	124	3	9	191	0	111	6	0	34	617	0	212	5	60	573	0	266	5	4	88	754	10	250	46	14	14	112
SPEN	6	167	95	2	0	12	138	98	5	17	106	0	67	13	1	33	355	0	162	7	69	168	0	137	19	1	78	213	8	108	62	2	5	20
SPG7	3	203	78	3	0	4	188	62	2	15	127	0	89	3	1	71	695	0	114	2	87	354	3	166	14	0	56	274	3	94	39	4	17	64
SPNS1	6	158	103	2	9	20	168	69	2	13	85	0	88	7	5	52	384	0	146	1	52	248	1	150	17	12	26	167	2	93	24	71	13	31
SPPL2A	13	298	120	1	0	19	295	81	1	16	212	0	94	9	0	55	694	0	170	4	109	497	1	226	17	1	131	345	7	151	98	5	6	76
SPPL3	3	86	42	1	2	3	91	56	1	3	52	0	43	3	1	19	194	0	94	3	23	135	1	67	10	4	26	113	10	56	33	26	2	10
SQSTM1	15	417	205	6	6	33	398	216	6	39	255	3	205	31	3	69	420	1	225	5	173	354	7	403	182	32	202	425	27	261	209	41	9	15
SREK1	13	263	161	2	0	21	232	137	0	15	208	2	99	10	0	54	509	0	164	4	163	547	3	208	15	4	208	550	13	209	50	6	8	48
SRGN	4	1220	2246	108	32	7	1546	1946	212	4	1028	8	1663	898	60	21	2021	4	2686	311	41	2211	0	2381	782	161	100	2823	65	3034	5040	438	5	186
SRP14	34	1024	342	2	9	76	1070	329	3	65	813	0	328	25	8	233	2818	1	589	8	283	1932	21	593	12	42	462	2407	125	689	146	210	53	306
SRRM1	28	634	245	1	0	43	687	212	2	53	474	0	229	4	1	151	1569	0	424	8	213	1293	6	416	12	3	301	1337	15	427	71	16	43	172
SRRM2	59	865	339	2	0	69	850	282	1	71	582	0	273	26	0	225	1881	0	440	9	345	1378	5	435	35	1	472	1305	29	513	143	11	43	147
SRSF10	16	499	144	3	0	34	506	82	0	36	331	1	110	4	0	118	1072	1	208	3	220	893	3	213	8	3	329	968	11	186	31	9	22	77
SRSF2	7	379	176	1	1	25	543	140	4	15	312	1	120	2	2	55	633	0	223	4	49	616	0	157	8	6	130	673	11	179	42	29	16	61
SRSF3	26	736	276	1	2	57	842	253	1	28	574	0	197	9	1	151	1692	1	422	3	184	1255	7	334	15	5	242	1409	21	369	56	37	28	106
SRSF4	24	492	266	4	4	24	438	202	3	21	371	0	161	12	0	87	1087	0	290	8	168	725	1	305	17	1	183	759	12	250	75	13	14	92
SRSF5	46	1416	573	6	2	90	1453	478	9	82	991	0	506	46	2	321	3552	1	723	27	483	2194	4	711	51	2	666	2270	47	1201	258	20	53	211
SRSF6	9	160	90	1	3	18	182	67	0	20	131	0	69	1	1	32	348	0	108	0	76	248	2	122	3	6	110	309	8	93	14	54	15	23
SRSF8	5	141	36	1	6	5	151	35	1	14	92	1	27	3	4	35	414	9	59	1	47	210	46	77	4	8	39	211	125	38	7	51	3	43
SRSF9	6	203	201	1	3	15	238	116	1	15	194	0	139	6	1	79	772	3	262	5	77	551	0	258	12	8	86	591	4	287	57	25	20	84
SSH2	15	145	63	3	3	18	134	64	2	11	90	0	59	20	1	42	370	0	171	11	58	234	1	171	23	5	68	226	8	129	123	10	8	24
SSU72	9	249	108	1	1	10	247	113	3	15	156	0	81	3	1	67	669	2	159	4	74	381	2	175	14	1	101	490	40	195	76	21	10	60
ST13	6	255	104	1	0	22	299	90	1	22	181	19	88	1	0	86	954	31	132	1	76	448	119	123	1	8	104	566	348	134	8	35	17	79
ST3GAL1	2	103	32	0	2	8	98	31	0	3	74	6	25	3	0	17	369	0	69	2	15	149	30	66	5	5	16	119	63	59	40	9	2	27
STAG2	4	280	114	2	1	13	291	106	5	14	175	1	82	10	1	72	725	8	186	7	94	523	24	162	18	8	95	405	64	108	93	29	15	59
STAT3	8	587	163	7	4	13	403	120	10	17	405	1	126	50	3	56	992	0	217	19	81	894	2	230	52	9	117	1094	22	213	204	30	14	131
STAT5B	7	211	94	8	1	19	255	66	3	9	152	0	61	39	0	47	600	0	108	13	49	365	1	133	35	7	59	298	7	65	119	12	8	42
STAU1	2	98	42	0	0	5	93	37	0	7	77	4	27	4	5	32	314	8	71	1	34	187	36	60	11	4	49	194	93	97	40	23	3	37
STK10	18	496	268	7	0	38	457	190	5	36	309	1	237	42	2	97	1116	0	268	12	117	635	1	340	44	0	142	520	7	324	152	2	25	88
STK17A	27	486	46	0	2	23	429	16	1	21	353	4	17	6	0	110	1398	2	38	7	198	1330	16	43	14	1	203	1123	111	76	95	22	27	60
STK17B	28	730	414	1	0	49	708	320	5	47	579	0	339	38	0	100	1685	0	541	34	201	1590	23	454	60	0	350	1604	114	501	279	5	37	150
STK24	6	93	78	0	6	6	90	45	1	10	76	0	51	4	4	27	250	1	123	1	31	170	1	117	3	16	46	152	10	104	35	58	4	19
STK3	10	266	99	5	0	10	238	97	1	23	174	2	69	14	0	50	465	1	132	3	78	340	0	133	26	0	45	208	1	71	56	8	11	43
STK4	28	667	183	8	5	52	693	152	5	40	508	1	114	27	2	127	1965	0	273	21	176	970	2	220	77	16	259	1086	17	239	227	64	28	144
STMP1	5	153	113	0	7	14	145	80	0	5	113	20	92	7	7	43	402	31	188	4	24	234	85	156	3	26	80	312	392	195	30	99	7	47
STRAP	1	160	50	1	2	7	135	50	0	10	105	0	53	4	2	14	329	2	83	1	55	287	15	70	4	13	72	335	47	67	5	95	7	48
STT3B	16	345	171	4	0	22	333	124	2	15	248	0	102	30	0	71	758	0	164	6	87	504	1	200	28	0	88	537	15	141	72	10	14	83
STUB1	2	153	59	1	3	7	159	32	0	6	131	0	53	2	2	38	468	0	77	3	45	291	3	92	2	10	52	330	7	78	7	29	6	53
STX16	2	226	83	0	2	7	200	60	4	3	157	2	61	9	0	26	597	0	94	1	28	356	5	104	4	1	43	292	12	83	35	6	12	51
STXBP2	4	66	236	2	10	5	65	183	2	4	38	3	135	9	14	17	118	3	343	10	17	122	16	414	23	36	15	117	77	541	987	102	5	8
STXBP3	1	76	38	1	3	2	69	31	1	4	51	0	24	3	0	18	214	2	70	2	29	97	5	61	5	6	19	109	18	45	44	27	5	23
SUB1	22	959	356	3	3	52	866	294	3	41	963	1	284	31	3	211	2334	3	572	17	233	2318	6	436	24	11	383	2466	52	535	150	65	73	335
SUMO1	7	204	71	0	1	16	263	56	1	6	182	0	60	7	0	48	605	0	116	0	72	511	10	125	7	5	83	560	34	162	52	18	10	71
SUMO2	19	641	249	1	4	36	705	209	1	37	475	0	241	9	11	181	1909	2	432	5	177	1314	4	420	15	33	286	1469	41	453	64	91	36	160
SUMO3	3	165	93	0	7	16	147	84	0	11	109	0	91	0	6	41	358	0	163	1	69	278	2	189	3	20	95	365	6	155	16	55	9	31
SUZ12	11	204	69	0	0	23	222	44	1	10	132	0	60	7	1	63	516	0	109	7	55	369	0	89	7	2	98	314	13	87	52	9	14	43
SYAP1	7	329	72	2	1	9	323	82	2	12	186	0	64	17	1	41	570	0	119	15	63	517	7	123	15	1	85	474	14	96	58	4	10	43
SYF2	27	449	175	3	1	27	421	135	4	36	297	4	131	11	2	116	1047	2	238	5	173	790	6	273	23	6	232	894	55	269	174	12	19	105
SZRD1	4	121	55	2	1	9	83	38	1	3	62	0	35	5	1	36	202	1	60	2	49	157	5	87	4	5	50	182	10	88	19	30	5	30
TAB2	2	110	65	1	2	5	116	45	2	12	82	1	44	9	0	12	203	0	69	3	16	185	9	74	15	4	22	177	11	63	49	23	1	26
TACC1	5	175	129	6	0	13	159	149	2	21	124	0	100	11	0	33	395	0	165	9	76	311	0	175	23	16	94	256	3	159	76	67	8	19
TADA3	4	96	39	0	1	2	83	25	2	6	63	0	30	2	1	31	275	0	65	3	18	190	5	71	5	8	28	186	10	76	18	36	2	40
TAF10	6	213	70	0	7	6	177	83	1	9	128	2	85	2	4	36	497	1	171	1	73	300	10	132	7	12	70	377	17	188	37	27	1	44
TAF2	27	626	195	1	0	65	699	138	3	47	471	0	97	13	0	138	1283	0	189	5	177	805	2	198	12	4	183	627	16	172	60	2	11	80
TAF7	15	288	58	3	1	25	301	32	4	31	235	0	48	31	2	123	764	3	96	17	130	484	3	93	19	3	204	551	27	112	145	16	25	54
TAGLN2	22	442	367	17	102	51	439	245	26	69	428	3	250	105	122	145	1078	0	440	28	201	793	3	536	81	372	564	1463	51	646	533	881	35	136
TALDO1	4	101	380	6	33	4	87	239	14	13	91	36	242	65	30	32	368	31	540	24	19	291	89	483	45	82	41	388	343	438	306	354	12	46
TANGO2	2	67	49	2	2	8	61	34	0	2	39	6	45	5	1	14	166	10	58	3	13	103	38	55	5	12	20	81	112	42	24	23	4	12
TANK	15	160	133	7	0	14	149	131	2	12	105	5	92	19	1	50	223	3	147	10	96	248	12	135	46	2	101	221	96	139	205	4	11	19
TAOK1	4	162	90	0	0	14	178	80	3	15	106	0	70	7	1	52	447	0	188	3	37	211	1	164	16	3	59	195	5	72	59	20	11	57
TAOK3	1	220	131	2	5	13	214	105	3	12	148	0	108	14	2	52	636	0	205	7	73	357	3	199	13	30	109	315	14	207	84	47	8	56
TARBP1	17	430	207	2	0	37	425	139	6	24	312	0	155	36	0	94	910	1	230	9	146	661	2	271	46	1	109	427	8	166	98	5	28	79
TAX1BP1	7	341	169	3	3	20	352	152	4	16	282	17	143	22	0	65	854	27	253	11	108	687	102	236	29	19	125	692	371	313	164	48	11	67
TBC1D15	22	726	171	2	3	43	631	139	3	41	458	0	141	33	1	169	1679	0	247	11	222	1278	15	300	34	15	312	1524	57	233	272	39	10	115
