gene	Control_#1_B_cell	Control_#1_monocyte	Control_#1_neutrophil	Control_#1_platelet	Control_#1_T_cell	Control_#2_B_cell	Control_#2_monocyte	Control_#2_neutrophil	Control_#2_T_cell	Control_#3_B_cell	Control_#3_erythroid_lineage_cell	Control_#3_monocyte	Control_#3_neutrophil	Control_#3_platelet	Control_#3_T_cell	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Mild_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#1_platelet	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#3_B_cell	SARS_CoV2_pos_Severe_#3_T_cell
MECP2	6	63	3	1	243	11	54	1	214	17	2	59	12	0	175	45	0	92	7	548	66	0	107	28	8	416	98	11	100	85	13	400	13	61
PRELID1	4	425	0	2	239	13	235	3	230	16	1	280	8	0	189	65	1	614	7	779	74	4	586	23	1	532	120	8	801	217	11	548	19	91
SLC50A1	6	44	2	1	114	12	43	2	121	11	0	38	8	0	83	61	0	69	3	381	73	3	73	9	7	197	52	5	43	19	28	178	19	64
SH3TC2	3	52	0	1	126	4	32	0	94	5	0	19	5	1	102	15	0	60	2	195	26	2	80	6	3	127	21	3	33	13	10	94	8	12
SNUPN	10	74	2	2	243	15	70	0	188	5	0	55	5	0	126	58	0	89	4	414	48	0	69	17	3	238	39	1	63	27	5	177	7	33
ZEB2	13	1058	4	2	489	17	713	4	672	19	2	776	35	1	395	80	0	1001	9	498	149	5	1626	39	12	751	182	20	2146	349	62	532	13	25
PCBP1	16	362	1	3	370	33	257	6	318	19	4	274	39	7	224	96	7	505	22	1079	93	37	455	72	9	576	132	119	505	360	89	629	19	99
HINT1	35	251	1	0	1266	61	171	1	1130	60	0	178	4	0	941	260	4	412	2	3260	327	4	295	3	1	2490	580	36	305	51	30	2744	55	287
C15orf40	45	380	6	4	1051	90	301	1	904	69	2	278	32	2	593	212	1	373	13	1976	339	8	507	67	2	1429	311	26	352	134	9	903	39	120
SPNS1	6	103	2	9	158	20	69	2	168	13	0	88	7	5	85	52	0	146	1	384	52	1	150	17	12	248	26	2	93	24	71	167	13	31
CNBP	6	264	3	0	530	27	181	3	511	25	1	234	27	0	417	135	4	384	15	1477	89	28	326	59	4	816	180	75	363	251	10	993	30	164
LIMS1	3	146	1	88	156	12	96	0	161	4	0	117	8	60	101	17	0	240	3	772	19	1	255	16	307	296	49	28	186	82	1005	311	3	72
UGP2	0	20	0	2	105	6	17	1	123	3	0	24	2	1	95	34	0	53	5	429	16	1	45	1	8	210	28	7	43	20	51	254	6	43
HNRNPF	6	107	1	2	189	12	70	1	227	10	1	78	5	1	141	73	0	151	4	854	57	3	125	9	4	503	45	12	143	27	15	476	9	79
TRIM56	30	282	4	2	772	54	252	4	703	45	0	171	10	1	441	182	1	412	14	1729	248	5	387	30	3	1092	205	22	253	83	4	776	38	122
SYAP1	7	72	2	1	329	9	82	2	323	12	0	64	17	1	186	41	0	119	15	570	63	7	123	15	1	517	85	14	96	58	4	474	10	43
MAP3K2	10	335	6	0	251	19	266	4	248	19	1	200	42	0	169	47	0	408	17	442	111	1	401	99	0	358	138	6	321	371	7	303	6	20
SF3B5	6	134	0	1	281	12	96	1	271	14	2	112	3	0	250	53	1	174	2	689	70	5	147	6	1	507	120	31	206	35	11	688	17	66
TMEM154	13	71	8	0	86	20	80	10	94	26	2	67	72	2	61	102	1	172	45	346	82	2	108	52	0	166	88	1	55	294	2	105	13	21
UBE2E3	2	50	1	7	69	7	28	0	89	5	0	35	2	12	61	20	2	46	2	173	20	5	67	0	22	142	31	37	47	7	76	114	3	13
TRAPPC1	7	90	0	7	157	10	66	2	228	18	0	79	6	25	139	63	0	149	1	584	59	3	146	5	60	426	79	15	205	56	133	425	13	75
HNRNPA3	36	391	4	2	971	56	316	1	929	58	0	276	23	0	697	186	1	546	6	2075	338	11	461	48	4	1673	571	39	449	118	26	2050	34	228
USP47	2	40	1	4	147	12	38	1	150	8	0	38	2	1	103	27	0	72	2	341	58	9	69	4	5	283	57	20	58	19	38	199	1	23
GABARAP	7	649	6	0	146	11	497	13	148	10	17	473	53	0	89	62	17	908	27	522	83	101	866	69	16	299	136	196	702	319	31	388	19	66
UBB	46	297	0	11	1230	73	233	5	1270	51	1022	213	15	19	740	234	1001	351	14	2198	381	3700	375	11	59	1718	509	19610	496	231	305	2619	42	205
FOS	26	915	19	1	2265	39	520	47	2657	21	0	450	116	1	1495	60	4	1982	129	3135	142	13	1818	206	1	2778	526	60	779	484	17	3963	12	164
ARL6IP1	6	85	0	1	220	9	80	1	321	14	8	78	6	5	180	37	11	128	2	611	64	36	135	7	8	538	91	166	124	27	30	491	4	65
KIF5B	6	127	0	0	230	7	85	3	234	7	0	81	4	0	166	36	0	223	6	542	90	4	184	4	6	472	120	19	217	57	24	481	6	46
AKAP13	17	255	2	3	389	34	208	5	443	35	0	187	9	0	338	138	0	408	9	1090	223	2	325	13	1	788	264	11	241	99	10	645	24	79
LSM3	6	70	0	0	216	15	55	0	229	22	0	67	2	1	171	53	1	128	6	559	82	1	138	4	3	475	77	11	149	22	7	534	13	54
MFN1	19	146	5	0	478	27	100	1	451	37	0	118	25	1	327	116	1	187	11	1035	152	2	220	26	1	704	100	6	111	55	0	388	23	72
TADA3	4	39	0	1	96	2	25	2	83	6	0	30	2	1	63	31	0	65	3	275	18	5	71	5	8	190	28	10	76	18	36	186	2	40
BBLN	12	62	1	16	303	12	65	0	317	13	0	71	2	15	214	50	0	112	1	812	72	6	113	3	59	551	100	21	132	35	272	649	12	62
SCAND1	11	86	1	1	217	12	70	1	227	13	0	67	2	0	160	40	0	147	4	538	79	12	184	1	2	440	113	31	188	41	20	567	12	66
JUNB	14	801	26	0	3155	55	564	52	2877	67	6	682	184	4	1726	141	1	1198	45	3887	261	13	1076	190	0	3021	276	50	905	864	4	3071	24	460
PGAM1	2	218	0	1	129	6	136	1	138	5	0	146	7	1	107	22	0	267	5	395	27	0	315	5	11	369	35	4	299	42	22	394	4	55
BPTF	15	101	1	1	368	33	85	4	393	28	0	54	10	0	233	125	4	206	9	955	158	22	150	10	4	552	165	60	82	43	14	497	9	84
RPS21	318	1263	1	0	8600	532	1195	1	8029	636	0	1301	6	0	6478	2386	0	2419	2	24849	2696	20	1658	12	1	13732	3605	173	1443	51	16	14774	529	2183
PTEN	5	146	6	0	100	8	85	3	107	17	0	59	31	1	69	61	1	244	28	382	39	4	195	65	1	175	37	14	163	178	5	178	8	38
RPS7	194	1357	0	1	6246	327	1222	1	5801	453	4	1500	14	3	5105	1614	7	2518	3	16456	2006	29	1682	14	7	10123	2918	261	1883	102	44	12761	363	1818
JMJD1C	18	383	4	0	413	20	286	16	331	36	0	250	109	2	283	101	1	446	35	719	190	4	336	68	4	839	380	44	227	286	19	756	19	33
BSG	2	85	2	2	126	7	49	1	121	2	65	59	3	1	109	22	72	87	3	292	27	292	122	5	8	226	29	953	133	25	35	284	7	43
GNB2	4	232	8	3	125	11	159	4	133	11	0	185	55	1	108	34	7	292	11	328	37	11	376	45	4	223	49	37	352	159	32	278	4	32
ZNF24	6	43	1	1	137	15	53	3	157	16	0	43	13	0	121	52	0	83	6	382	79	3	98	13	8	217	112	17	92	63	17	297	2	30
PPP1CA	7	155	1	3	193	15	122	2	268	15	0	130	13	0	169	61	0	202	7	594	57	3	233	14	6	507	86	12	273	43	34	528	15	65
ZMAT3	8	110	7	1	338	20	89	3	295	14	0	66	10	1	214	135	0	246	7	1353	105	2	302	24	3	575	93	5	109	42	6	456	41	173
CFL1	30	900	4	25	1352	66	625	15	1716	57	1	706	45	28	1013	277	4	1364	18	4529	343	4	1449	53	171	3348	479	26	1722	449	565	3574	76	504
DCP2	6	94	0	0	133	5	63	2	109	12	0	70	9	2	55	36	2	116	13	368	29	7	141	12	1	266	56	37	120	82	19	216	3	31
RPL38	210	1091	1	0	5841	334	979	5	5601	382	5	1010	10	0	4108	1476	8	1779	5	15715	1492	62	1402	20	4	8053	2081	251	1257	89	18	8946	279	1334
DCAKD	8	82	0	0	267	12	50	3	252	24	0	51	16	1	158	53	0	92	6	406	59	0	111	21	1	318	61	3	66	46	7	216	10	35
GRK2	6	158	3	1	181	4	99	3	137	12	2	92	9	0	106	54	0	213	7	457	50	0	199	13	1	310	45	4	134	61	10	214	8	40
MRPL57	11	83	0	2	278	14	67	0	245	14	0	79	5	1	181	40	0	138	1	674	56	5	107	7	0	481	67	4	115	25	7	493	7	47
MAB21L3	195	849	8	0	4288	399	719	8	4342	314	2	624	43	1	2915	1377	1	1301	44	10938	1488	22	1223	135	4	6395	1692	126	1053	277	12	5236	230	796
GOLGB1	25	214	13	0	688	44	171	7	782	34	0	160	38	0	648	145	0	272	14	1217	226	8	266	53	4	1012	308	25	245	186	16	954	16	104
MAP3K11	6	87	7	0	141	6	77	3	138	7	0	57	15	1	100	24	0	102	2	249	27	1	112	11	0	185	33	1	88	59	5	126	2	16
EHBP1L1	4	103	1	0	59	7	99	2	43	9	1	110	15	0	45	12	1	157	3	140	34	9	203	8	0	94	39	30	170	60	8	105	4	18
NABP1	67	551	112	0	1397	74	421	59	1266	93	7	377	401	5	878	606	1	887	83	4336	506	5	907	444	2	2339	435	21	371	994	20	1488	165	476
CHD2	27	138	8	0	547	42	114	10	509	32	0	99	27	0	333	150	0	143	10	1095	177	20	219	41	1	758	229	75	213	173	4	790	21	73
UQCRH	18	247	0	36	464	35	210	1	469	47	2	226	1	25	367	191	1	423	0	1492	188	10	342	6	76	1084	341	64	492	23	336	1463	37	215
FAUP4	4	75	1	1	193	6	45	2	175	21	0	46	18	0	126	47	1	86	6	476	53	4	115	20	0	255	32	0	59	45	7	187	3	42
AGFG1	2	120	3	0	53	1	76	1	70	10	0	84	11	2	44	17	1	127	0	186	28	1	255	9	2	122	48	7	259	82	15	125	3	13
STAT5B	7	94	8	1	211	19	66	3	255	9	0	61	39	0	152	47	0	108	13	600	49	1	133	35	7	365	59	7	65	119	12	298	8	42
EIF1	207	2619	11	32	6242	455	1935	37	6105	295	38	2391	170	25	4374	867	121	2829	85	9236	1908	236	3199	179	154	8886	3244	1077	3878	826	640	10391	170	771
RNF213	11	187	5	0	651	20	177	6	717	17	1	111	13	2	446	81	0	324	29	1812	98	1	282	32	3	1226	117	22	185	93	6	914	12	145
ATP5MK	9	179	2	1	444	23	158	0	462	23	1	158	11	1	330	98	3	337	2	1283	95	6	298	3	9	875	157	37	355	49	48	917	23	158
RBM4	11	76	1	0	292	15	62	0	266	16	3	80	4	1	178	58	0	121	2	580	79	0	116	8	0	400	101	9	150	35	5	533	6	50
GNG5	9	326	0	4	244	15	260	2	235	8	3	249	21	8	176	63	2	505	14	753	60	12	509	15	9	479	123	129	821	391	60	689	23	109
RPL4	102	823	0	7	2767	151	662	1	2464	197	1	758	0	2	1869	621	0	1189	0	6245	789	19	943	4	11	4086	1208	77	760	10	84	4801	124	596
AKIRIN1	2	76	3	4	182	6	53	3	157	6	1	60	11	1	128	29	3	104	6	414	55	12	110	8	9	328	61	26	111	59	31	288	10	39
TMEM167A	3	119	0	0	102	4	89	0	103	6	0	111	3	1	96	25	0	210	2	268	28	5	225	3	5	230	44	15	249	38	35	250	3	26
RESF1	19	124	3	0	307	28	50	8	293	27	1	64	51	0	267	88	2	133	34	1104	128	9	197	115	1	584	152	47	158	206	15	459	16	72
RPL15	197	1487	0	14	5190	330	1271	0	5030	398	1	1637	4	9	4041	1623	2	2479	1	14468	1911	26	1927	4	34	8312	2622	182	2035	45	123	12026	304	1493
FAM241A	10	144	6	0	462	30	127	9	449	23	0	111	33	0	280	123	1	195	12	959	149	1	187	30	2	543	127	12	163	104	2	429	18	49
PACS1	5	21	0	2	148	10	19	1	132	10	0	28	8	1	106	41	0	36	0	389	48	0	31	4	5	209	35	2	26	18	22	197	1	31
CTDSP2	3	58	1	1	73	7	32	1	66	4	1	30	6	1	45	24	3	66	3	198	8	12	103	7	4	91	12	4	40	18	19	92	2	16
TMEM9B	4	63	0	3	79	6	49	0	49	4	0	59	4	1	41	16	3	80	1	241	35	19	87	2	7	160	48	73	113	12	18	162	4	26
SMAD2	5	79	1	1	191	13	65	0	187	11	0	59	5	0	126	41	0	142	2	590	51	2	127	10	3	302	37	6	89	33	29	243	9	45
DRAP1	7	137	0	0	292	13	116	0	285	9	1	125	5	3	212	47	4	248	4	813	58	14	187	5	11	501	75	46	344	23	32	621	8	72
UCP2	18	170	0	7	266	41	109	1	275	32	6	114	3	12	190	140	14	237	1	949	141	41	172	0	36	559	300	232	249	12	75	797	38	141
SLC35E3	52	357	15	1	872	70	284	10	925	60	0	231	48	5	649	247	0	493	30	2200	308	2	473	73	1	1470	217	7	272	160	3	855	49	179
CCDC57	23	250	5	1	798	38	245	9	747	47	2	195	23	3	534	155	0	313	12	1723	219	2	412	49	14	1265	178	18	207	98	15	935	42	173
ZBTB8OS	5	44	0	0	131	11	43	1	123	3	0	38	5	2	126	35	0	89	4	371	45	3	85	12	0	264	44	9	80	35	6	242	5	31
COX8A	7	239	0	3	375	14	190	0	406	13	1	235	6	3	327	71	1	423	3	1010	102	2	413	8	7	916	141	19	550	85	53	1137	14	117
KCMF1	7	57	0	2	135	11	32	0	141	6	1	52	8	2	97	45	2	84	6	418	47	11	130	12	7	264	48	28	95	45	30	252	11	32
ANKLE2	16	186	4	1	423	45	133	7	393	32	0	115	25	0	288	100	1	218	16	886	122	3	238	37	2	617	116	2	161	100	9	455	17	73
FAM89B	2	36	1	2	111	2	38	1	96	4	1	44	4	5	59	17	0	87	0	268	20	5	82	3	10	186	24	33	150	22	34	189	2	43
RHOG	3	175	2	2	122	9	136	7	127	11	1	150	29	1	87	17	0	259	17	336	42	1	351	58	4	240	67	5	396	309	11	273	10	22
TALDO1	4	380	6	33	101	4	239	14	87	13	36	242	65	30	91	32	31	540	24	368	19	89	483	45	82	291	41	343	438	306	354	388	12	46
RPS6KA3	15	183	2	0	429	22	120	5	441	20	0	133	28	0	298	64	1	245	10	936	76	0	196	25	0	542	101	2	165	114	8	454	10	62
CHD9	6	66	1	4	109	16	59	0	117	8	2	57	2	1	61	46	0	83	1	251	81	2	117	2	25	134	85	24	99	11	72	168	8	29
GATD1	13	175	4	0	438	17	134	6	355	30	1	108	44	1	272	96	0	167	14	769	95	3	213	40	0	543	79	6	95	100	0	328	26	63
TBL1XR1	8	46	0	1	138	10	48	0	173	5	3	35	5	4	115	51	4	89	2	453	54	12	78	6	3	260	71	58	58	15	21	219	12	35
RPLP2	306	1834	1	0	9494	572	1506	3	8511	662	9	1572	7	2	6361	2503	43	2933	4	23782	3052	148	2358	16	8	13144	4514	514	2201	82	52	16695	439	1912
PNPLA2	1	52	2	0	78	11	35	0	97	4	7	41	2	0	61	20	7	66	0	162	35	31	67	4	2	131	34	81	44	13	5	110	4	14
AP3S1	3	59	0	1	70	5	52	2	83	7	0	62	8	0	65	18	0	62	3	178	35	0	97	9	3	208	55	0	98	55	15	167	5	17
GRB2	13	317	5	0	168	26	189	8	201	49	1	180	33	5	137	111	1	392	13	580	174	3	498	42	12	320	208	9	384	186	33	351	30	48
RPS27	955	3084	1	8	29353	1701	2937	8	27317	1699	2	2672	14	7	17420	7824	14	5807	7	75853	9071	81	4114	26	30	39726	10250	444	3881	106	232	40317	1446	6990
ASB8	4	33	1	0	100	10	24	2	77	3	0	33	5	1	72	27	0	61	1	235	26	2	69	10	9	195	32	20	64	26	24	197	4	20
PDE4DIP	5	73	2	0	171	8	70	1	149	14	0	57	6	0	109	60	0	154	5	669	58	0	171	7	2	314	46	3	77	18	9	189	22	53
ERN1	10	113	7	0	318	12	97	2	360	10	0	95	27	0	231	22	1	118	7	637	44	1	166	37	3	561	34	2	126	102	5	457	7	61
SUZ12	11	69	0	0	204	23	44	1	222	10	0	60	7	1	132	63	0	109	7	516	55	0	89	7	2	369	98	13	87	52	9	314	14	43
TAF7	15	58	3	1	288	25	32	4	301	31	0	48	31	2	235	123	3	96	17	764	130	3	93	19	3	484	204	27	112	145	16	551	25	54
CYBC1	4	42	0	0	89	9	32	2	103	12	0	54	6	1	79	38	0	86	3	384	50	0	49	6	3	153	41	2	68	26	7	148	17	26
ZBTB7A	24	381	0	1	245	27	258	1	316	36	2	357	13	1	225	78	1	493	3	709	75	17	505	20	2	401	114	46	664	72	2	375	16	41
MRFAP1	6	74	0	3	231	14	53	0	203	5	11	64	2	2	169	42	8	101	6	493	52	23	78	3	8	382	92	65	83	15	11	508	2	41
SAMD4B	30	276	10	0	734	40	214	3	692	27	1	172	43	0	491	122	1	294	24	1266	168	5	335	88	2	992	165	20	183	242	3	711	17	92
PTPN11	14	108	0	0	282	23	97	2	294	17	0	79	12	1	180	68	0	169	4	784	87	1	201	18	3	508	69	2	90	54	11	363	12	61
MAF1	6	57	0	0	117	15	34	0	112	10	9	37	2	3	102	39	21	94	1	344	49	71	86	2	13	205	65	157	73	8	38	224	14	40
MYADM	12	516	6	0	640	17	401	25	718	5	2	324	48	1	696	20	0	438	34	539	81	1	386	58	0	620	290	4	425	235	4	814	4	21
R3HDM2	7	43	1	0	161	8	56	2	186	13	0	50	4	1	138	52	0	84	3	473	53	0	91	6	0	269	66	6	78	24	7	231	16	39
TRNAU1AP	21	223	2	1	450	28	149	4	376	25	1	168	24	2	304	69	2	211	9	878	118	1	286	43	1	623	118	3	193	78	5	447	15	48
OAZ2	10	135	4	0	222	13	108	7	213	9	7	104	36	0	109	70	3	200	18	722	84	43	206	44	0	421	60	91	121	147	7	245	16	74
HCLS1	4	228	1	0	300	16	228	8	342	15	3	191	48	0	226	81	1	361	15	792	82	1	315	37	0	544	90	10	272	202	6	537	15	98
PAK2	9	211	2	0	285	27	155	5	292	23	0	129	34	0	183	70	0	298	18	686	83	1	267	30	1	432	174	13	381	219	5	575	17	70
ARHGAP45	6	83	1	9	224	11	48	0	187	17	1	68	8	6	138	52	0	93	2	701	50	0	123	17	12	402	56	3	93	46	39	294	8	50
MIGA1	4	121	3	0	199	10	79	2	166	9	0	78	20	1	117	60	0	143	7	514	62	1	163	24	0	342	44	2	83	45	2	233	11	40
PCGF5	3	48	0	6	181	13	50	3	144	16	30	46	2	10	121	27	22	96	1	325	73	60	88	5	11	282	72	119	117	13	43	374	4	29
TRAPPC5	9	174	2	1	73	8	121	1	74	1	2	132	0	11	49	29	13	235	1	241	20	28	222	5	14	136	29	211	242	36	103	179	7	36
TMEM45A	21	88	1	0	420	33	72	4	420	27	1	67	7	0	291	125	0	131	7	979	133	1	152	9	1	505	180	13	76	32	8	415	10	56
YIPF6	98	736	28	1	2367	136	485	25	2026	156	6	533	133	3	1471	443	8	943	62	4419	670	51	977	168	0	3096	558	161	560	374	22	2378	58	298
SIAH2	3	22	0	4	75	3	27	1	58	5	13	20	1	1	56	20	19	34	0	199	28	62	26	1	11	173	50	243	41	20	15	178	9	24
RNF41	10	104	5	0	278	23	74	3	287	21	0	68	16	0	167	115	0	187	7	800	86	1	173	22	0	412	76	11	86	41	5	281	27	86
ZNF101	14	70	1	1	402	19	41	1	287	16	0	51	19	0	267	64	0	78	6	866	77	0	98	21	0	654	58	5	31	49	0	493	18	86
IDH2	7	59	0	1	105	5	42	0	130	4	0	26	8	1	89	16	0	104	2	315	30	2	89	2	5	422	34	6	89	10	15	373	9	46
NOP10	4	162	2	1	171	9	160	4	113	6	0	141	45	1	102	56	0	241	21	510	35	8	218	45	6	305	59	40	427	556	32	423	14	39
IST1	4	61	1	0	103	14	37	2	87	10	0	30	6	0	61	26	0	72	6	204	50	2	86	10	3	208	55	4	65	41	6	162	5	13
ATP6AP2	4	254	1	1	251	7	141	0	202	9	1	158	6	2	148	26	0	285	3	492	22	10	246	12	8	271	38	28	237	27	17	456	4	53
AP1S2	1	377	0	4	84	11	297	1	84	11	0	298	4	4	61	43	0	805	3	251	27	2	360	11	20	106	56	4	340	36	77	157	10	28
EXOC7	4	31	0	0	110	7	27	1	76	7	0	26	4	0	64	23	1	50	4	260	21	5	59	4	2	147	21	8	47	14	7	94	6	12
GLRX5	1	30	0	4	85	6	41	0	100	4	124	34	3	1	79	17	241	55	2	296	22	604	55	0	7	201	18	2863	62	12	31	265	1	31
TSPAN10	22	233	25	0	412	23	156	14	369	23	1	126	77	3	280	73	1	241	17	814	90	2	312	90	0	566	69	12	107	158	0	336	12	72
TTC3	17	158	1	0	532	30	105	2	493	26	0	82	5	1	368	90	0	180	4	1177	146	0	146	18	2	638	209	6	125	27	3	707	16	103
HAPSTR1	6	181	7	0	223	23	119	4	214	14	0	104	61	1	149	41	1	219	9	329	78	3	213	49	3	315	107	14	214	157	7	292	8	27
RPL35A	237	1655	2	16	7504	357	1410	4	6740	485	9	1631	3	14	5629	1978	23	2878	6	21261	2087	108	1983	17	32	10593	3123	472	2047	93	142	14043	411	2076
EWSR1	9	148	0	0	214	15	111	1	217	15	0	106	9	0	133	48	0	164	1	419	79	2	184	9	2	375	96	10	159	22	5	371	12	35
DAZAP2	21	380	9	2	526	19	246	16	407	33	1	258	47	4	384	130	3	509	25	1075	186	12	559	102	7	784	283	42	467	283	35	883	21	101
SELENOF	10	113	0	3	202	22	81	1	194	18	0	86	2	1	166	81	0	156	1	541	68	3	136	5	1	300	99	12	148	28	30	413	12	54
TANGO2	2	49	2	2	67	8	34	0	61	2	6	45	5	1	39	14	10	58	3	166	13	38	55	5	12	103	20	112	42	24	23	81	4	12
NDUFB1	6	147	1	0	229	17	116	1	231	8	1	100	13	2	163	66	0	298	2	854	54	15	254	6	7	444	53	23	121	67	4	374	14	77
TRIM52	14	104	6	0	483	28	116	1	491	18	0	84	15	0	350	93	0	130	10	947	101	5	148	24	3	646	107	14	95	62	3	453	7	48
TMEM50A	3	95	0	8	194	6	73	2	218	10	0	104	17	19	175	35	2	203	7	641	40	13	171	9	42	445	47	44	235	182	145	469	3	77
TBK1	55	656	6	0	1311	76	489	6	1287	65	2	398	80	2	946	278	1	668	25	3068	411	6	908	141	3	2043	440	36	617	423	10	1452	55	252
KREMEN1	2	49	3	1	162	12	37	1	123	9	0	40	16	1	94	32	0	72	5	343	40	0	86	24	1	260	31	2	63	76	1	150	7	45
PRKX	21	199	1	1	466	34	177	1	466	17	1	152	20	0	332	87	0	229	12	962	114	1	226	40	1	670	129	5	137	91	2	556	17	76
PTP4A2	10	495	8	24	601	42	408	1	711	46	5	450	31	15	436	111	5	730	8	1423	188	16	819	69	69	1023	258	86	1128	262	220	1013	28	141
ACTG1	20	1005	0	70	1608	43	770	5	1777	63	0	993	20	58	1260	375	0	1860	17	6263	316	2	1669	25	303	4593	369	31	2214	159	1202	4514	128	753
UQCR10	8	185	0	2	297	13	143	0	337	12	0	153	8	2	241	73	3	269	3	1046	61	36	233	6	6	628	77	101	305	62	33	795	19	120
PPP1R2	16	121	2	2	401	24	79	4	266	32	0	92	20	1	238	75	1	174	9	1080	105	0	170	17	1	722	203	8	190	96	11	797	16	92
KRBA2	24	157	1	0	563	46	160	1	568	33	0	97	10	0	368	154	1	240	6	1480	187	7	254	27	3	891	144	12	129	77	2	574	41	139
MED12	13	105	7	1	295	20	80	2	266	13	0	72	17	0	190	70	1	82	1	514	60	2	118	32	1	358	64	6	101	83	2	282	11	36
SEPTIN9	5	143	1	0	353	10	122	2	359	10	0	152	3	1	228	42	0	252	1	837	51	0	178	4	3	572	60	5	198	14	10	422	7	90
SUMO3	3	93	0	7	165	16	84	0	147	11	0	91	0	6	109	41	0	163	1	358	69	2	189	3	20	278	95	6	155	16	55	365	9	31
FMNL1	9	346	18	0	302	18	227	8	281	13	0	254	49	2	192	55	2	371	37	646	76	0	410	75	0	492	117	9	369	301	2	348	15	40
RPS27L	13	178	2	1	460	20	134	2	476	17	0	127	4	0	364	137	2	325	1	1646	127	7	343	20	1	969	72	39	313	47	20	847	29	242
IFITM2	7	147	56	0	455	23	183	186	511	13	9	306	609	1	343	95	0	793	475	1488	84	2	699	708	20	850	142	62	1394	7341	154	1262	18	155
UBALD2	11	139	6	2	341	20	85	3	313	9	4	78	12	3	237	45	7	128	12	713	118	56	181	41	15	738	136	166	209	124	28	1141	10	121
TNFAIP8L1	10	120	2	3	270	15	71	0	233	22	0	78	5	5	156	68	0	109	8	499	66	3	150	14	2	318	72	5	72	18	6	276	9	42
P4HB	4	225	1	0	238	15	140	0	362	10	0	134	10	0	277	48	1	229	9	670	59	5	293	19	9	527	67	6	234	82	52	649	14	118
PSMD13	5	50	0	2	89	5	51	0	117	9	0	49	2	1	77	39	0	101	6	356	52	5	99	4	5	246	41	16	102	21	24	250	6	40
ZFP36L1	15	640	13	0	253	20	523	23	242	21	9	418	182	1	199	130	1	702	34	837	128	6	1294	268	0	406	103	4	688	1205	8	320	34	43
UBE2L3	2	121	0	1	230	7	83	0	240	15	0	79	3	1	190	46	0	186	5	613	62	1	173	2	9	590	84	20	212	24	64	571	9	61
BRWD1	8	48	4	0	206	13	43	1	206	6	0	24	4	0	129	25	0	51	1	396	40	0	66	5	4	277	49	10	36	33	8	243	7	34
MORF4L1	14	259	2	7	652	36	175	1	648	44	5	181	17	4	475	137	7	357	7	1479	190	24	314	5	33	1089	335	117	401	104	153	1302	27	141
BCAP31	4	81	0	3	140	8	62	0	159	13	0	98	8	4	109	38	0	138	1	436	39	2	177	13	23	257	40	4	171	37	71	311	8	48
EVI2B	10	472	10	0	267	47	363	14	227	54	1	405	76	1	187	210	0	638	58	959	152	0	777	100	0	464	240	12	653	434	6	512	23	97
ATP6V0C	3	270	0	0	131	13	220	1	113	7	22	173	2	1	86	22	33	298	5	196	67	101	342	13	10	230	91	288	557	109	63	295	4	20
LAMP1	4	75	4	1	166	8	79	2	171	8	0	83	9	3	103	27	0	139	4	357	62	1	166	21	14	313	58	6	144	88	36	283	3	42
IRS2	31	279	8	0	596	54	187	9	640	45	0	169	42	2	359	124	0	363	33	1418	177	11	426	84	5	924	164	45	202	300	10	633	22	124
NDUFA13	10	258	0	3	322	10	202	1	365	10	0	217	3	0	289	93	1	366	0	1098	89	28	361	3	5	784	193	47	546	22	38	1138	30	180
POLR1D	8	122	0	2	266	17	97	0	268	13	23	115	5	0	212	68	20	210	1	788	81	75	217	3	5	661	126	408	188	19	23	678	4	51
TMEM212	32	115	2	1	719	67	87	3	752	66	0	100	7	0	516	148	1	145	4	1399	228	5	136	16	1	858	215	29	119	22	3	729	19	77
CCDC30	3	72	1	1	213	5	54	0	177	14	0	54	6	0	125	38	0	68	5	421	50	0	95	13	2	252	45	3	47	28	0	178	11	37
KPNA4	7	123	3	0	206	20	97	2	238	15	3	108	28	0	183	68	3	186	5	477	66	4	149	26	6	298	143	20	188	109	14	322	8	46
RPS23	446	2004	0	0	10602	718	2026	0	9535	972	1	2395	4	0	8184	3625	6	3845	1	31543	3816	31	2417	4	3	15322	6261	257	3013	35	21	22246	728	2795
UBE2H	2	44	2	12	131	14	45	1	115	10	41	33	12	4	79	37	36	62	1	304	47	208	58	14	23	181	62	1076	85	79	81	228	8	24
LYRM7	20	176	11	0	445	48	152	16	421	35	0	110	53	1	323	127	0	236	10	1120	168	1	246	69	0	694	133	12	127	147	5	500	28	85
