category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0006413	0.874963641267101	0.23456558711913	5	123	translational initiation	BP	1	1
GO:0050732	0.874987505950372	0.307452062256145	2	58	negative regulation of peptidyl-tyrosine phosphorylation	BP	1	1
GO:1905897	0.875314623560573	0.269803667392965	3	82	regulation of response to endoplasmic reticulum stress	BP	1	1
GO:0010614	0.875846085735008	0.39105560946993	1	36	negative regulation of cardiac muscle hypertrophy	BP	1	1
GO:0071897	0.87626058396803	0.202767065012996	9	194	DNA biosynthetic process	BP	1	1
GO:1901264	0.876364388291482	0.268153857873505	3	80	carbohydrate derivative transport	BP	1	1
GO:0035459	0.876817839076763	0.389998921218616	1	32	vesicle cargo loading	BP	1	1
GO:0042147	0.877368714780089	0.245554612174427	4	92	retrograde transport, endosome to Golgi	BP	1	1
GO:0070252	0.87759079009273	0.231170954072688	5	104	actin-mediated cell contraction	BP	1	1
GO:1904036	0.87877317908836	0.300177940970806	2	62	negative regulation of epithelial cell apoptotic process	BP	1	1
GO:0006779	0.879420524474319	0.383996238473769	1	34	porphyrin-containing compound biosynthetic process	BP	1	1
GO:0033014	0.879420524474319	0.383996238473769	1	34	tetrapyrrole biosynthetic process	BP	1	1
GO:0001706	0.879625601762318	0.298984069680816	2	58	endoderm formation	BP	1	1
GO:0032196	0.879722986998743	0.38360566470767	1	33	transposition	BP	1	1
GO:0009060	0.87973744524981	0.208732358137011	7	191	aerobic respiration	BP	1	1
GO:0097345	0.87986609630389	0.382382476551916	1	37	mitochondrial outer membrane permeabilization	BP	1	1
GO:0050858	0.879903028831648	0.383223616136034	1	33	negative regulation of antigen receptor-mediated signaling pathway	BP	1	1
GO:0032480	0.880051838871317	0.382657053854481	1	34	negative regulation of type I interferon production	BP	1	1
GO:0007049	0.880215628445024	0.14198410074511	103	1820	cell cycle	BP	1	1
GO:1905517	0.88095196138036	0.296258916866068	2	61	macrophage migration	BP	1	1
GO:0030148	0.881161754707681	0.225356614540869	5	112	sphingolipid biosynthetic process	BP	1	1
GO:0018023	0.881409259635617	0.295796986926818	2	57	peptidyl-lysine trimethylation	BP	1	1
GO:0032692	0.881470412132222	0.377009851244521	1	50	negative regulation of interleukin-1 production	BP	1	1
GO:0051647	0.882052849554357	0.380167197960094	1	28	nucleus localization	BP	1	1
GO:0051301	0.882099302113357	0.155320055115952	35	638	cell division	BP	1	1
GO:1990776	0.882194885561309	0.37860213064658	1	32	response to angiotensin	BP	1	1
GO:0019080	0.882352925981944	0.237229470390263	4	99	viral gene expression	BP	1	1
GO:0090329	0.88259625152084	0.29359898277326	2	57	regulation of DNA-templated DNA replication	BP	1	1
GO:1901185	0.883679225384873	0.375695527282234	1	31	negative regulation of ERBB signaling pathway	BP	1	1
GO:0022011	0.883782958734189	0.376099595520139	1	29	myelination in peripheral nervous system	BP	1	1
GO:0032292	0.883782958734189	0.376099595520139	1	29	peripheral nervous system axon ensheathment	BP	1	1
GO:0042573	0.883845347021019	0.374787226333823	1	33	retinoic acid metabolic process	BP	1	1
GO:0098868	0.884362619656375	0.374219979086956	1	31	bone growth	BP	1	1
GO:0006084	0.884418778406242	0.37354867248826	1	33	acetyl-CoA metabolic process	BP	1	1
GO:0007030	0.88468251707173	0.196045469853746	8	166	Golgi organization	BP	1	1
GO:0071824	0.885069413862762	0.185589631436766	10	276	protein-DNA complex subunit organization	BP	1	1
GO:0090501	0.885650383917526	0.207846772281207	6	155	RNA phosphodiester bond hydrolysis	BP	1	1
GO:0051055	0.886547137049762	0.285594593522918	2	64	negative regulation of lipid biosynthetic process	BP	1	1
GO:0034508	0.886613040644571	0.369047790053128	1	32	centromere complex assembly	BP	1	1
GO:0045787	0.88729403176214	0.165488133038971	17	360	positive regulation of cell cycle	BP	1	1
GO:0051851	0.888052737181553	0.247985689741775	3	84	modulation by host of symbiont process	BP	1	1
GO:0140467	0.888300699772633	0.363605234170945	1	40	integrated stress response signaling	BP	1	1
GO:0140694	0.888432782118149	0.161041623147051	19	386	non-membrane-bounded organelle assembly	BP	1	1
GO:0010564	0.888446067141214	0.146040166032709	38	737	regulation of cell cycle process	BP	1	1
GO:0006360	0.888597450243865	0.281986103945067	2	61	transcription by RNA polymerase I	BP	1	1
GO:0001704	0.888711616298373	0.213121431182822	5	127	formation of primary germ layer	BP	1	1
GO:0014741	0.888853407195763	0.36275569655143	1	38	negative regulation of muscle hypertrophy	BP	1	1
GO:0006401	0.888886787383146	0.169135020060161	14	298	RNA catabolic process	BP	1	1
GO:0045070	0.889430233495964	0.36286269683983	1	32	positive regulation of viral genome replication	BP	1	1
GO:0017004	0.889559152822713	0.361011325216525	1	39	cytochrome complex assembly	BP	1	1
GO:0045197	0.889715200991808	0.280925595652784	2	51	establishment or maintenance of epithelial cell apical/basal polarity	BP	1	1
GO:1903008	0.889799689979297	0.201854321803089	6	139	organelle disassembly	BP	1	1
GO:0034505	0.890134212346032	0.361588375882196	1	31	tooth mineralization	BP	1	1
GO:0042558	0.890579371920387	0.360053269243064	1	33	pteridine-containing compound metabolic process	BP	1	1
GO:0048588	0.890813407673875	0.17178570227445	12	228	developmental cell growth	BP	1	1
GO:0040029	0.891565593073744	0.191681306970459	7	162	epigenetic regulation of gene expression	BP	1	1
GO:1904063	0.891902127445358	0.221231042357801	4	110	negative regulation of cation transmembrane transport	BP	1	1
GO:0044770	0.893257490899395	0.145200266499853	29	576	cell cycle phase transition	BP	1	1
GO:0060261	0.893600175488472	0.272641074196657	2	59	positive regulation of transcription initiation by RNA polymerase II	BP	1	1
GO:0060122	0.893854691314918	0.352733030190301	1	33	inner ear receptor cell stereocilium organization	BP	1	1
GO:1903749	0.894078256929646	0.351526059938157	1	36	positive regulation of establishment of protein localization to mitochondrion	BP	1	1
GO:0043162	0.894270253201557	0.351093421992083	1	36	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	BP	1	1
GO:0019079	0.894400798952703	0.204040493637	5	130	viral genome replication	BP	1	1
GO:0046471	0.89569160164076	0.347879324229945	1	36	phosphatidylglycerol metabolic process	BP	1	1
GO:0050684	0.896688622063769	0.191252344923434	6	139	regulation of mRNA processing	BP	1	1
GO:0031124	0.897245476997243	0.265602058989359	2	59	mRNA 3'-end processing	BP	1	1
GO:0061014	0.89730583726333	0.212343083936098	4	107	positive regulation of mRNA catabolic process	BP	1	1
GO:0051385	0.89755437660198	0.343428630677278	1	37	response to mineralocorticoid	BP	1	1
GO:0000278	0.897736301419724	0.13026852523953	51	948	mitotic cell cycle	BP	1	1
GO:0065004	0.897769110482568	0.17606012052937	8	241	protein-DNA complex assembly	BP	1	1
GO:0051154	0.898430490491845	0.340861446462139	1	40	negative regulation of striated muscle cell differentiation	BP	1	1
GO:0048477	0.898932544140669	0.209750444217938	4	103	oogenesis	BP	1	1
GO:0070192	0.899289999498299	0.228661636836691	3	76	chromosome organization involved in meiotic cell cycle	BP	1	1
GO:0006458	0.899346363035774	0.338587260289665	1	41	'de novo' protein folding	BP	1	1
GO:0055090	0.89944438896066	0.338201604869299	1	42	acylglycerol homeostasis	BP	1	1
GO:0070328	0.89944438896066	0.338201604869299	1	42	triglyceride homeostasis	BP	1	1
GO:0035066	0.899453480380374	0.339727502097471	1	34	positive regulation of histone acetylation	BP	1	1
GO:0007214	0.899588841847285	0.341171124543064	1	28	gamma-aminobutyric acid signaling pathway	BP	1	1
GO:0044344	0.900552129580636	0.206676161387513	4	114	cellular response to fibroblast growth factor stimulus	BP	1	1
GO:0014044	0.900574749475909	0.337644149599903	1	32	Schwann cell development	BP	1	1
GO:0051973	0.901418331261101	0.335174672693647	1	34	positive regulation of telomerase activity	BP	1	1
GO:0042440	0.901631592723871	0.2241811855462	3	81	pigment metabolic process	BP	1	1
GO:0140053	0.901939611719808	0.182608746800138	6	165	mitochondrial gene expression	BP	1	1
GO:1902115	0.902659205349862	0.161239213613113	10	206	regulation of organelle assembly	BP	1	1
GO:0032212	0.902953015568801	0.331590304942919	1	34	positive regulation of telomere maintenance via telomerase	BP	1	1
GO:0051480	0.903547051359475	0.253839301532426	2	53	regulation of cytosolic calcium ion concentration	BP	1	1
GO:0072698	0.903905140826379	0.253016952541881	2	54	protein localization to microtubule cytoskeleton	BP	1	1
GO:0007007	0.904371579449231	0.327042772899344	1	40	inner mitochondrial membrane organization	BP	1	1
GO:0071384	0.904540106809613	0.25084257914799	2	64	cellular response to corticosteroid stimulus	BP	1	1
GO:0006734	0.905031245935835	0.326040563482679	1	37	NADH metabolic process	BP	1	1
GO:0072594	0.905087293676038	0.135910192760297	22	446	establishment of protein localization to organelle	BP	1	1
GO:0050829	0.905443031312104	0.247645056416046	2	90	defense response to Gram-negative bacterium	BP	1	1
GO:0048048	0.905469001007918	0.325428056581449	1	35	embryonic eye morphogenesis	BP	1	1
GO:1902110	0.906278834059848	0.322051192892995	1	43	positive regulation of mitochondrial membrane permeability involved in apoptotic process	BP	1	1
GO:0021591	0.906511941187783	0.323964289116519	1	31	ventricular system development	BP	1	1
GO:0035235	0.906670189796576	0.324911012809974	1	27	ionotropic glutamate receptor signaling pathway	BP	1	1
GO:1990806	0.906670189796576	0.324911012809974	1	27	ligand-gated ion channel signaling pathway	BP	1	1
GO:0045616	0.906706181127939	0.321684321664423	1	39	regulation of keratinocyte differentiation	BP	1	1
GO:0032435	0.906722323380221	0.322230397560516	1	36	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	BP	1	1
GO:0048821	0.906728320714498	0.321815932091327	1	38	erythrocyte development	BP	1	1
GO:0006471	0.906885931706528	0.321634591127037	1	37	protein ADP-ribosylation	BP	1	1
GO:1901184	0.907019600549478	0.214469658694596	3	80	regulation of ERBB signaling pathway	BP	1	1
GO:1903725	0.907612467320597	0.31989822417805	1	37	regulation of phospholipid metabolic process	BP	1	1
GO:0098656	0.907690651834546	0.145679478986712	13	268	anion transmembrane transport	BP	1	1
GO:0009303	0.907755475256529	0.319555748036859	1	37	rRNA transcription	BP	1	1
GO:0046475	0.90851743545628	0.318379273865467	1	34	glycerophospholipid catabolic process	BP	1	1
GO:0048008	0.908639381185545	0.243129809363776	2	58	platelet-derived growth factor receptor signaling pathway	BP	1	1
GO:0043276	0.908764516169629	0.317554627438282	1	35	anoikis	BP	1	1
GO:0035088	0.90900406465808	0.242685298746625	2	55	establishment or maintenance of apical/basal cell polarity	BP	1	1
GO:0061245	0.90900406465808	0.242685298746625	2	55	establishment or maintenance of bipolar cell polarity	BP	1	1
GO:0006862	0.909113165330852	0.31609898237882	1	38	nucleotide transport	BP	1	1
GO:0030212	0.909238505522323	0.316412111997696	1	35	hyaluronan metabolic process	BP	1	1
GO:0070528	0.90924828717766	0.31638850695203	1	35	protein kinase C signaling	BP	1	1
GO:1990542	0.909252157509559	0.209872090704003	3	91	mitochondrial transmembrane transport	BP	1	1
GO:0098781	0.909346299348499	0.241276770967524	2	63	ncRNA transcription	BP	1	1
GO:0007281	0.909912708297899	0.138593767878648	15	317	germ cell development	BP	1	1
GO:0000289	0.910565282239119	0.313429587120896	1	34	nuclear-transcribed mRNA poly(A) tail shortening	BP	1	1
GO:2001020	0.911137406696691	0.136936630277141	15	312	regulation of response to DNA damage stimulus	BP	1	1
GO:2000243	0.911149604327648	0.206544463908023	3	87	positive regulation of reproductive process	BP	1	1
GO:0051445	0.912353344419569	0.235083559223843	2	64	regulation of meiotic cell cycle	BP	1	1
GO:0051606	0.912428167080751	0.125916415228187	22	661	detection of stimulus	BP	1	1
GO:0007095	0.912520201682855	0.308658880629539	1	34	mitotic G2 DNA damage checkpoint signaling	BP	1	1
GO:0051656	0.912887764457787	0.124897432939788	23	439	establishment of organelle localization	BP	1	1
GO:0007588	0.91367820079063	0.304972900684869	1	38	excretion	BP	1	1
GO:0007286	0.913959238587829	0.152246903157096	8	191	spermatid development	BP	1	1
GO:0010742	0.914240862461568	0.303584451839084	1	38	macrophage derived foam cell differentiation	BP	1	1
GO:0007160	0.914299675738423	0.138754964582084	12	238	cell-matrix adhesion	BP	1	1
GO:0022616	0.914470632760454	0.303208336583568	1	37	DNA strand elongation	BP	1	1
GO:0008088	0.914547982285003	0.200721657607816	3	77	axo-dendritic transport	BP	1	1
GO:2000279	0.914612401562273	0.302665522564485	1	38	negative regulation of DNA biosynthetic process	BP	1	1
GO:0019934	0.915078770036349	0.302118556418914	1	35	cGMP-mediated signaling	BP	1	1
GO:0035510	0.915256532697002	0.301260078478465	1	37	DNA dealkylation	BP	1	1
GO:0035335	0.91529313419144	0.30181344171724	1	34	peptidyl-tyrosine dephosphorylation	BP	1	1
GO:1901019	0.916143542338582	0.180171351733788	4	103	regulation of calcium ion transmembrane transporter activity	BP	1	1
GO:1903146	0.917031842766141	0.297032829042167	1	36	regulation of autophagy of mitochondrion	BP	1	1
GO:0033120	0.917321180847676	0.295562113819916	1	40	positive regulation of RNA splicing	BP	1	1
GO:1902686	0.917322709700559	0.294816714929162	1	45	mitochondrial outer membrane permeabilization involved in programmed cell death	BP	1	1
GO:0048246	0.917577309362285	0.294756258205559	1	41	macrophage chemotaxis	BP	1	1
GO:0070316	0.917894965387691	0.294292196838595	1	39	regulation of G0 to G1 transition	BP	1	1
GO:1901532	0.918344434310273	0.292988840324878	1	40	regulation of hematopoietic progenitor cell differentiation	BP	1	1
GO:0045742	0.919044178396923	0.291572573066434	1	38	positive regulation of epidermal growth factor receptor signaling pathway	BP	1	1
GO:1990000	0.9197364310446	0.289466822546376	1	40	amyloid fibril formation	BP	1	1
GO:0007616	0.920147147272101	0.289163079634385	1	36	long-term memory	BP	1	1
GO:0006672	0.920482271481316	0.172342933056606	4	108	ceramide metabolic process	BP	1	1
GO:0071774	0.920524562239253	0.171957035929786	4	120	response to fibroblast growth factor	BP	1	1
GO:0098901	0.920544373203689	0.289350748949086	1	31	regulation of cardiac muscle cell action potential	BP	1	1
GO:0006688	0.920668742209519	0.288045048363567	1	35	glycosphingolipid biosynthetic process	BP	1	1
GO:0006270	0.920701524604031	0.287180525624976	1	39	DNA replication initiation	BP	1	1
GO:1904358	0.920746800539024	0.287433734088355	1	37	positive regulation of telomere maintenance via telomere lengthening	BP	1	1
GO:0002832	0.921003791943501	0.171200281393876	4	116	negative regulation of response to biotic stimulus	BP	1	1
GO:0051567	0.921023654081151	0.28713790799367	1	35	histone H3-K9 methylation	BP	1	1
GO:0044380	0.921954329601213	0.215569970073824	2	58	protein localization to cytoskeleton	BP	1	1
GO:1901987	0.922352825268447	0.114046094250266	21	454	regulation of cell cycle phase transition	BP	1	1
GO:2000144	0.922667239949455	0.213509307912283	2	65	positive regulation of DNA-templated transcription initiation	BP	1	1
GO:1901655	0.922956743196296	0.168011509958018	4	105	cellular response to ketone	BP	1	1
GO:0007600	0.923116731301521	0.102531273057016	40	991	sensory perception	BP	1	1
GO:0032147	0.923475165994599	0.148348028488555	6	148	activation of protein kinase activity	BP	1	1
GO:0030261	0.923679172023407	0.278259300984511	1	48	chromosome condensation	BP	1	1
GO:0007020	0.923980030933389	0.278919638253403	1	38	microtubule nucleation	BP	1	1
GO:0010972	0.924488988580821	0.209622205638157	2	65	negative regulation of G2/M transition of mitotic cell cycle	BP	1	1
GO:0003352	0.924788928913475	0.276156339557495	1	42	regulation of cilium movement	BP	1	1
GO:0098810	0.92541496058749	0.275564161282312	1	36	neurotransmitter reuptake	BP	1	1
GO:0045622	0.925515020709546	0.274115757018619	1	43	regulation of T-helper cell differentiation	BP	1	1
GO:0045023	0.925925201131934	0.273338117802812	1	41	G0 to G1 transition	BP	1	1
GO:0016567	0.926005431816125	0.098197519217742	43	825	protein ubiquitination	BP	1	1
GO:1901020	0.926468397549742	0.271346606291487	1	45	negative regulation of calcium ion transmembrane transporter activity	BP	1	1
GO:0099111	0.926805895200732	0.125656905225032	10	209	microtubule-based transport	BP	1	1
GO:0006356	0.927020711733996	0.270161532958268	1	43	regulation of transcription by RNA polymerase I	BP	1	1
GO:0050892	0.928058100746552	0.267562084673793	1	42	intestinal absorption	BP	1	1
