gene	SARS_CoV2_pos_Mild_T_cell	SARS_CoV2_pos_Severe_#2_T_cell	SARS_CoV2_pos_Severe_#2_neutrophil	SARS_CoV2_pos_Severe_#1_T_cell	SARS_CoV2_pos_Severe_#2_erythroid_lineage_cell	Control_#2_T_cell	Control_#1_T_cell	Control_#3_T_cell	SARS_CoV2_pos_Severe_#2_platelet	SARS_CoV2_pos_Severe_#2_B_cell	SARS_CoV2_pos_Severe_#1_neutrophil	SARS_CoV2_pos_Severe_#2_monocyte	SARS_CoV2_pos_Severe_#1_monocyte	SARS_CoV2_pos_Severe_#1_B_cell	SARS_CoV2_pos_Severe_#1_erythroid_lineage_cell	SARS_CoV2_pos_Mild_monocyte	Control_#3_neutrophil	SARS_CoV2_pos_Mild_B_cell	SARS_CoV2_pos_Severe_#3_T_cell	Control_#1_monocyte	SARS_CoV2_pos_Severe_#1_platelet	Control_#3_monocyte	Control_#2_monocyte	SARS_CoV2_pos_Mild_neutrophil	SARS_CoV2_pos_Mild_erythroid_lineage_cell	Control_#3_erythroid_lineage_cell	Control_#3_B_cell	Control_#2_neutrophil	Control_#3_platelet	Control_#2_B_cell	Control_#1_platelet	Control_#1_neutrophil	SARS_CoV2_pos_Severe_#3_B_cell	Control_#1_B_cell
MECP2	548	400	85	416	11	214	243	175	13	98	28	100	107	66	0	92	12	45	61	63	8	59	54	7	0	2	17	1	0	11	1	3	13	6
PRELID1	779	548	217	532	8	230	239	189	11	120	23	801	586	74	4	614	8	65	91	425	1	280	235	7	1	1	16	3	0	13	2	0	19	4
SLC50A1	381	178	19	197	5	121	114	83	28	52	9	43	73	73	3	69	8	61	64	44	7	38	43	3	0	0	11	2	0	12	1	2	19	6
SH3TC2	195	94	13	127	3	94	126	102	10	21	6	33	80	26	2	60	5	15	12	52	3	19	32	2	0	0	5	0	1	4	1	0	8	3
SNUPN	414	177	27	238	1	188	243	126	5	39	17	63	69	48	0	89	5	58	33	74	3	55	70	4	0	0	5	0	0	15	2	2	7	10
ZEB2	498	532	349	751	20	672	489	395	62	182	39	2146	1626	149	5	1001	35	80	25	1058	12	776	713	9	0	2	19	4	1	17	2	4	13	13
PCBP1	1079	629	360	576	119	318	370	224	89	132	72	505	455	93	37	505	39	96	99	362	9	274	257	22	7	4	19	6	7	33	3	1	19	16
HINT1	3260	2744	51	2490	36	1130	1266	941	30	580	3	305	295	327	4	412	4	260	287	251	1	178	171	2	4	0	60	1	0	61	0	1	55	35
C15orf40	1976	903	134	1429	26	904	1051	593	9	311	67	352	507	339	8	373	32	212	120	380	2	278	301	13	1	2	69	1	2	90	4	6	39	45
SPNS1	384	167	24	248	2	168	158	85	71	26	17	93	150	52	1	146	7	52	31	103	12	88	69	1	0	0	13	2	5	20	9	2	13	6
CNBP	1477	993	251	816	75	511	530	417	10	180	59	363	326	89	28	384	27	135	164	264	4	234	181	15	4	1	25	3	0	27	0	3	30	6
LIMS1	772	311	82	296	28	161	156	101	1005	49	16	186	255	19	1	240	8	17	72	146	307	117	96	3	0	0	4	0	60	12	88	1	3	3
UGP2	429	254	20	210	7	123	105	95	51	28	1	43	45	16	1	53	2	34	43	20	8	24	17	5	0	0	3	1	1	6	2	0	6	0
HNRNPF	854	476	27	503	12	227	189	141	15	45	9	143	125	57	3	151	5	73	79	107	4	78	70	4	0	1	10	1	1	12	2	1	9	6
TRIM56	1729	776	83	1092	22	703	772	441	4	205	30	253	387	248	5	412	10	182	122	282	3	171	252	14	1	0	45	4	1	54	2	4	38	30
SYAP1	570	474	58	517	14	323	329	186	4	85	15	96	123	63	7	119	17	41	43	72	1	64	82	15	0	0	12	2	1	9	1	2	10	7
MAP3K2	442	303	371	358	6	248	251	169	7	138	99	321	401	111	1	408	42	47	20	335	0	200	266	17	0	1	19	4	0	19	0	6	6	10
SF3B5	689	688	35	507	31	271	281	250	11	120	6	206	147	70	5	174	3	53	66	134	1	112	96	2	1	2	14	1	0	12	1	0	17	6
TMEM154	346	105	294	166	1	94	86	61	2	88	52	55	108	82	2	172	72	102	21	71	0	67	80	45	1	2	26	10	2	20	0	8	13	13
UBE2E3	173	114	7	142	37	89	69	61	76	31	0	47	67	20	5	46	2	20	13	50	22	35	28	2	2	0	5	0	12	7	7	1	3	2
TRAPPC1	584	425	56	426	15	228	157	139	133	79	5	205	146	59	3	149	6	63	75	90	60	79	66	1	0	0	18	2	25	10	7	0	13	7
HNRNPA3	2075	2050	118	1673	39	929	971	697	26	571	48	449	461	338	11	546	23	186	228	391	4	276	316	6	1	0	58	1	0	56	2	4	34	36
USP47	341	199	19	283	20	150	147	103	38	57	4	58	69	58	9	72	2	27	23	40	5	38	38	2	0	0	8	1	1	12	4	1	1	2
GABARAP	522	388	319	299	196	148	146	89	31	136	69	702	866	83	101	908	53	62	66	649	16	473	497	27	17	17	10	13	0	11	0	6	19	7
UBB	2198	2619	231	1718	19610	1270	1230	740	305	509	11	496	375	381	3700	351	15	234	205	297	59	213	233	14	1001	1022	51	5	19	73	11	0	42	46
FOS	3135	3963	484	2778	60	2657	2265	1495	17	526	206	779	1818	142	13	1982	116	60	164	915	1	450	520	129	4	0	21	47	1	39	1	19	12	26
ARL6IP1	611	491	27	538	166	321	220	180	30	91	7	124	135	64	36	128	6	37	65	85	8	78	80	2	11	8	14	1	5	9	1	0	4	6
KIF5B	542	481	57	472	19	234	230	166	24	120	4	217	184	90	4	223	4	36	46	127	6	81	85	6	0	0	7	3	0	7	0	0	6	6
AKAP13	1090	645	99	788	11	443	389	338	10	264	13	241	325	223	2	408	9	138	79	255	1	187	208	9	0	0	35	5	0	34	3	2	24	17
LSM3	559	534	22	475	11	229	216	171	7	77	4	149	138	82	1	128	2	53	54	70	3	67	55	6	1	0	22	0	1	15	0	0	13	6
MFN1	1035	388	55	704	6	451	478	327	0	100	26	111	220	152	2	187	25	116	72	146	1	118	100	11	1	0	37	1	1	27	0	5	23	19
TADA3	275	186	18	190	10	83	96	63	36	28	5	76	71	18	5	65	2	31	40	39	8	30	25	3	0	0	6	2	1	2	1	0	2	4
BBLN	812	649	35	551	21	317	303	214	272	100	3	132	113	72	6	112	2	50	62	62	59	71	65	1	0	0	13	0	15	12	16	1	12	12
SCAND1	538	567	41	440	31	227	217	160	20	113	1	188	184	79	12	147	2	40	66	86	2	67	70	4	0	0	13	1	0	12	1	1	12	11
JUNB	3887	3071	864	3021	50	2877	3155	1726	4	276	190	905	1076	261	13	1198	184	141	460	801	0	682	564	45	1	6	67	52	4	55	0	26	24	14
PGAM1	395	394	42	369	4	138	129	107	22	35	5	299	315	27	0	267	7	22	55	218	11	146	136	5	0	0	5	1	1	6	1	0	4	2
BPTF	955	497	43	552	60	393	368	233	14	165	10	82	150	158	22	206	10	125	84	101	4	54	85	9	4	0	28	4	0	33	1	1	9	15
RPS21	24849	14774	51	13732	173	8029	8600	6478	16	3605	12	1443	1658	2696	20	2419	6	2386	2183	1263	1	1301	1195	2	0	0	636	1	0	532	0	1	529	318
PTEN	382	178	178	175	14	107	100	69	5	37	65	163	195	39	4	244	31	61	38	146	1	59	85	28	1	0	17	3	1	8	0	6	8	5
RPS7	16456	12761	102	10123	261	5801	6246	5105	44	2918	14	1883	1682	2006	29	2518	14	1614	1818	1357	7	1500	1222	3	7	4	453	1	3	327	1	0	363	194
JMJD1C	719	756	286	839	44	331	413	283	19	380	68	227	336	190	4	446	109	101	33	383	4	250	286	35	1	0	36	16	2	20	0	4	19	18
BSG	292	284	25	226	953	121	126	109	35	29	5	133	122	27	292	87	3	22	43	85	8	59	49	3	72	65	2	1	1	7	2	2	7	2
GNB2	328	278	159	223	37	133	125	108	32	49	45	352	376	37	11	292	55	34	32	232	4	185	159	11	7	0	11	4	1	11	3	8	4	4
ZNF24	382	297	63	217	17	157	137	121	17	112	13	92	98	79	3	83	13	52	30	43	8	43	53	6	0	0	16	3	0	15	1	1	2	6
PPP1CA	594	528	43	507	12	268	193	169	34	86	14	273	233	57	3	202	13	61	65	155	6	130	122	7	0	0	15	2	0	15	3	1	15	7
ZMAT3	1353	456	42	575	5	295	338	214	6	93	24	109	302	105	2	246	10	135	173	110	3	66	89	7	0	0	14	3	1	20	1	7	41	8
CFL1	4529	3574	449	3348	26	1716	1352	1013	565	479	53	1722	1449	343	4	1364	45	277	504	900	171	706	625	18	4	1	57	15	28	66	25	4	76	30
DCP2	368	216	82	266	37	109	133	55	19	56	12	120	141	29	7	116	9	36	31	94	1	70	63	13	2	0	12	2	2	5	0	0	3	6
RPL38	15715	8946	89	8053	251	5601	5841	4108	18	2081	20	1257	1402	1492	62	1779	10	1476	1334	1091	4	1010	979	5	8	5	382	5	0	334	0	1	279	210
DCAKD	406	216	46	318	3	252	267	158	7	61	21	66	111	59	0	92	16	53	35	82	1	51	50	6	0	0	24	3	1	12	0	0	10	8
GRK2	457	214	61	310	4	137	181	106	10	45	13	134	199	50	0	213	9	54	40	158	1	92	99	7	0	2	12	3	0	4	1	3	8	6
MRPL57	674	493	25	481	4	245	278	181	7	67	7	115	107	56	5	138	5	40	47	83	0	79	67	1	0	0	14	0	1	14	2	0	7	11
MAB21L3	10938	5236	277	6395	126	4342	4288	2915	12	1692	135	1053	1223	1488	22	1301	43	1377	796	849	4	624	719	44	1	2	314	8	1	399	0	8	230	195
GOLGB1	1217	954	186	1012	25	782	688	648	16	308	53	245	266	226	8	272	38	145	104	214	4	160	171	14	0	0	34	7	0	44	0	13	16	25
MAP3K11	249	126	59	185	1	138	141	100	5	33	11	88	112	27	1	102	15	24	16	87	0	57	77	2	0	0	7	3	1	6	0	7	2	6
EHBP1L1	140	105	60	94	30	43	59	45	8	39	8	170	203	34	9	157	15	12	18	103	0	110	99	3	1	1	9	2	0	7	0	1	4	4
NABP1	4336	1488	994	2339	21	1266	1397	878	20	435	444	371	907	506	5	887	401	606	476	551	2	377	421	83	1	7	93	59	5	74	0	112	165	67
CHD2	1095	790	173	758	75	509	547	333	4	229	41	213	219	177	20	143	27	150	73	138	1	99	114	10	0	0	32	10	0	42	0	8	21	27
UQCRH	1492	1463	23	1084	64	469	464	367	336	341	6	492	342	188	10	423	1	191	215	247	76	226	210	0	1	2	47	1	25	35	36	0	37	18
FAUP4	476	187	45	255	0	175	193	126	7	32	20	59	115	53	4	86	18	47	42	75	0	46	45	6	1	0	21	2	0	6	1	1	3	4
AGFG1	186	125	82	122	7	70	53	44	15	48	9	259	255	28	1	127	11	17	13	120	2	84	76	0	1	0	10	1	2	1	0	3	3	2
STAT5B	600	298	119	365	7	255	211	152	12	59	35	65	133	49	1	108	39	47	42	94	7	61	66	13	0	0	9	3	0	19	1	8	8	7
EIF1	9236	10391	826	8886	1077	6105	6242	4374	640	3244	179	3878	3199	1908	236	2829	170	867	771	2619	154	2391	1935	85	121	38	295	37	25	455	32	11	170	207
RNF213	1812	914	93	1226	22	717	651	446	6	117	32	185	282	98	1	324	13	81	145	187	3	111	177	29	0	1	17	6	2	20	0	5	12	11
ATP5MK	1283	917	49	875	37	462	444	330	48	157	3	355	298	95	6	337	11	98	158	179	9	158	158	2	3	1	23	0	1	23	1	2	23	9
RBM4	580	533	35	400	9	266	292	178	5	101	8	150	116	79	0	121	4	58	50	76	0	80	62	2	0	3	16	0	1	15	0	1	6	11
GNG5	753	689	391	479	129	235	244	176	60	123	15	821	509	60	12	505	21	63	109	326	9	249	260	14	2	3	8	2	8	15	4	0	23	9
RPL4	6245	4801	10	4086	77	2464	2767	1869	84	1208	4	760	943	789	19	1189	0	621	596	823	11	758	662	0	0	1	197	1	2	151	7	0	124	102
AKIRIN1	414	288	59	328	26	157	182	128	31	61	8	111	110	55	12	104	11	29	39	76	9	60	53	6	3	1	6	3	1	6	4	3	10	2
TMEM167A	268	250	38	230	15	103	102	96	35	44	3	249	225	28	5	210	3	25	26	119	5	111	89	2	0	0	6	0	1	4	0	0	3	3
RESF1	1104	459	206	584	47	293	307	267	15	152	115	158	197	128	9	133	51	88	72	124	1	64	50	34	2	1	27	8	0	28	0	3	16	19
RPL15	14468	12026	45	8312	182	5030	5190	4041	123	2622	4	2035	1927	1911	26	2479	4	1623	1493	1487	34	1637	1271	1	2	1	398	0	9	330	14	0	304	197
FAM241A	959	429	104	543	12	449	462	280	2	127	30	163	187	149	1	195	33	123	49	144	2	111	127	12	1	0	23	9	0	30	0	6	18	10
PACS1	389	197	18	209	2	132	148	106	22	35	4	26	31	48	0	36	8	41	31	21	5	28	19	0	0	0	10	1	1	10	2	0	1	5
CTDSP2	198	92	18	91	4	66	73	45	19	12	7	40	103	8	12	66	6	24	16	58	4	30	32	3	3	1	4	1	1	7	1	1	2	3
TMEM9B	241	162	12	160	73	49	79	41	18	48	2	113	87	35	19	80	4	16	26	63	7	59	49	1	3	0	4	0	1	6	3	0	4	4
SMAD2	590	243	33	302	6	187	191	126	29	37	10	89	127	51	2	142	5	41	45	79	3	59	65	2	0	0	11	0	0	13	1	1	9	5
DRAP1	813	621	23	501	46	285	292	212	32	75	5	344	187	58	14	248	5	47	72	137	11	125	116	4	4	1	9	0	3	13	0	0	8	7
UCP2	949	797	12	559	232	275	266	190	75	300	0	249	172	141	41	237	3	140	141	170	36	114	109	1	14	6	32	1	12	41	7	0	38	18
SLC35E3	2200	855	160	1470	7	925	872	649	3	217	73	272	473	308	2	493	48	247	179	357	1	231	284	30	0	0	60	10	5	70	1	15	49	52
CCDC57	1723	935	98	1265	18	747	798	534	15	178	49	207	412	219	2	313	23	155	173	250	14	195	245	12	0	2	47	9	3	38	1	5	42	23
ZBTB8OS	371	242	35	264	9	123	131	126	6	44	12	80	85	45	3	89	5	35	31	44	0	38	43	4	0	0	3	1	2	11	0	0	5	5
COX8A	1010	1137	85	916	19	406	375	327	53	141	8	550	413	102	2	423	6	71	117	239	7	235	190	3	1	1	13	0	3	14	3	0	14	7
KCMF1	418	252	45	264	28	141	135	97	30	48	12	95	130	47	11	84	8	45	32	57	7	52	32	6	2	1	6	0	2	11	2	0	11	7
ANKLE2	886	455	100	617	2	393	423	288	9	116	37	161	238	122	3	218	25	100	73	186	2	115	133	16	1	0	32	7	0	45	1	4	17	16
FAM89B	268	189	22	186	33	96	111	59	34	24	3	150	82	20	5	87	4	17	43	36	10	44	38	0	0	1	4	1	5	2	2	1	2	2
RHOG	336	273	309	240	5	127	122	87	11	67	58	396	351	42	1	259	29	17	22	175	4	150	136	17	0	1	11	7	1	9	2	2	10	3
TALDO1	368	388	306	291	343	87	101	91	354	41	45	438	483	19	89	540	65	32	46	380	82	242	239	24	31	36	13	14	30	4	33	6	12	4
RPS6KA3	936	454	114	542	2	441	429	298	8	101	25	165	196	76	0	245	28	64	62	183	0	133	120	10	1	0	20	5	0	22	0	2	10	15
CHD9	251	168	11	134	24	117	109	61	72	85	2	99	117	81	2	83	2	46	29	66	25	57	59	1	0	2	8	0	1	16	4	1	8	6
GATD1	769	328	100	543	6	355	438	272	0	79	40	95	213	95	3	167	44	96	63	175	0	108	134	14	0	1	30	6	1	17	0	4	26	13
TBL1XR1	453	219	15	260	58	173	138	115	21	71	6	58	78	54	12	89	5	51	35	46	3	35	48	2	4	3	5	0	4	10	1	0	12	8
RPLP2	23782	16695	82	13144	514	8511	9494	6361	52	4514	16	2201	2358	3052	148	2933	7	2503	1912	1834	8	1572	1506	4	43	9	662	3	2	572	0	1	439	306
PNPLA2	162	110	13	131	81	97	78	61	5	34	4	44	67	35	31	66	2	20	14	52	2	41	35	0	7	7	4	0	0	11	0	2	4	1
AP3S1	178	167	55	208	0	83	70	65	15	55	9	98	97	35	0	62	8	18	17	59	3	62	52	3	0	0	7	2	0	5	1	0	5	3
GRB2	580	351	186	320	9	201	168	137	33	208	42	384	498	174	3	392	33	111	48	317	12	180	189	13	1	1	49	8	5	26	0	5	30	13
RPS27	75853	40317	106	39726	444	27317	29353	17420	232	10250	26	3881	4114	9071	81	5807	14	7824	6990	3084	30	2672	2937	7	14	2	1699	8	7	1701	8	1	1446	955
ASB8	235	197	26	195	20	77	100	72	24	32	10	64	69	26	2	61	5	27	20	33	9	33	24	1	0	0	3	2	1	10	0	1	4	4
PDE4DIP	669	189	18	314	3	149	171	109	9	46	7	77	171	58	0	154	6	60	53	73	2	57	70	5	0	0	14	1	0	8	0	2	22	5
ERN1	637	457	102	561	2	360	318	231	5	34	37	126	166	44	1	118	27	22	61	113	3	95	97	7	1	0	10	2	0	12	0	7	7	10
SUZ12	516	314	52	369	13	222	204	132	9	98	7	87	89	55	0	109	7	63	43	69	2	60	44	7	0	0	10	1	1	23	0	0	14	11
TAF7	764	551	145	484	27	301	288	235	16	204	19	112	93	130	3	96	31	123	54	58	3	48	32	17	3	0	31	4	2	25	1	3	25	15
CYBC1	384	148	26	153	2	103	89	79	7	41	6	68	49	50	0	86	6	38	26	42	3	54	32	3	0	0	12	2	1	9	0	0	17	4
ZBTB7A	709	375	72	401	46	316	245	225	2	114	20	664	505	75	17	493	13	78	41	381	2	357	258	3	1	2	36	1	1	27	1	0	16	24
MRFAP1	493	508	15	382	65	203	231	169	11	92	3	83	78	52	23	101	2	42	41	74	8	64	53	6	8	11	5	0	2	14	3	0	2	6
SAMD4B	1266	711	242	992	20	692	734	491	3	165	88	183	335	168	5	294	43	122	92	276	2	172	214	24	1	1	27	3	0	40	0	10	17	30
PTPN11	784	363	54	508	2	294	282	180	11	69	18	90	201	87	1	169	12	68	61	108	3	79	97	4	0	0	17	2	1	23	0	0	12	14
MAF1	344	224	8	205	157	112	117	102	38	65	2	73	86	49	71	94	2	39	40	57	13	37	34	1	21	9	10	0	3	15	0	0	14	6
MYADM	539	814	235	620	4	718	640	696	4	290	58	425	386	81	1	438	48	20	21	516	0	324	401	34	0	2	5	25	1	17	0	6	4	12
R3HDM2	473	231	24	269	6	186	161	138	7	66	6	78	91	53	0	84	4	52	39	43	0	50	56	3	0	0	13	2	1	8	0	1	16	7
TRNAU1AP	878	447	78	623	3	376	450	304	5	118	43	193	286	118	1	211	24	69	48	223	1	168	149	9	2	1	25	4	2	28	1	2	15	21
OAZ2	722	245	147	421	91	213	222	109	7	60	44	121	206	84	43	200	36	70	74	135	0	104	108	18	3	7	9	7	0	13	0	4	16	10
HCLS1	792	537	202	544	10	342	300	226	6	90	37	272	315	82	1	361	48	81	98	228	0	191	228	15	1	3	15	8	0	16	0	1	15	4
PAK2	686	575	219	432	13	292	285	183	5	174	30	381	267	83	1	298	34	70	70	211	1	129	155	18	0	0	23	5	0	27	0	2	17	9
ARHGAP45	701	294	46	402	3	187	224	138	39	56	17	93	123	50	0	93	8	52	50	83	12	68	48	2	0	1	17	0	6	11	9	1	8	6
MIGA1	514	233	45	342	2	166	199	117	2	44	24	83	163	62	1	143	20	60	40	121	0	78	79	7	0	0	9	2	1	10	0	3	11	4
PCGF5	325	374	13	282	119	144	181	121	43	72	5	117	88	73	60	96	2	27	29	48	11	46	50	1	22	30	16	3	10	13	6	0	4	3
TRAPPC5	241	179	36	136	211	74	73	49	103	29	5	242	222	20	28	235	0	29	36	174	14	132	121	1	13	2	1	1	11	8	1	2	7	9
TMEM45A	979	415	32	505	13	420	420	291	8	180	9	76	152	133	1	131	7	125	56	88	1	67	72	7	0	1	27	4	0	33	0	1	10	21
YIPF6	4419	2378	374	3096	161	2026	2367	1471	22	558	168	560	977	670	51	943	133	443	298	736	0	533	485	62	8	6	156	25	3	136	1	28	58	98
SIAH2	199	178	20	173	243	58	75	56	15	50	1	41	26	28	62	34	1	20	24	22	11	20	27	0	19	13	5	1	1	3	4	0	9	3
RNF41	800	281	41	412	11	287	278	167	5	76	22	86	173	86	1	187	16	115	86	104	0	68	74	7	0	0	21	3	0	23	0	5	27	10
ZNF101	866	493	49	654	5	287	402	267	0	58	21	31	98	77	0	78	19	64	86	70	0	51	41	6	0	0	16	1	0	19	1	1	18	14
IDH2	315	373	10	422	6	130	105	89	15	34	2	89	89	30	2	104	8	16	46	59	5	26	42	2	0	0	4	0	1	5	1	0	9	7
NOP10	510	423	556	305	40	113	171	102	32	59	45	427	218	35	8	241	45	56	39	162	6	141	160	21	0	0	6	4	1	9	1	2	14	4
IST1	204	162	41	208	4	87	103	61	6	55	10	65	86	50	2	72	6	26	13	61	3	30	37	6	0	0	10	2	0	14	0	1	5	4
ATP6AP2	492	456	27	271	28	202	251	148	17	38	12	237	246	22	10	285	6	26	53	254	8	158	141	3	0	1	9	0	2	7	1	1	4	4
AP1S2	251	157	36	106	4	84	84	61	77	56	11	340	360	27	2	805	4	43	28	377	20	298	297	3	0	0	11	1	4	11	4	0	10	1
EXOC7	260	94	14	147	8	76	110	64	7	21	4	47	59	21	5	50	4	23	12	31	2	26	27	4	1	0	7	1	0	7	0	0	6	4
GLRX5	296	265	12	201	2863	100	85	79	31	18	0	62	55	22	604	55	3	17	31	30	7	34	41	2	241	124	4	0	1	6	4	0	1	1
TSPAN10	814	336	158	566	12	369	412	280	0	69	90	107	312	90	2	241	77	73	72	233	0	126	156	17	1	1	23	14	3	23	0	25	12	22
TTC3	1177	707	27	638	6	493	532	368	3	209	18	125	146	146	0	180	5	90	103	158	2	82	105	4	0	0	26	2	1	30	0	1	16	17
HAPSTR1	329	292	157	315	14	214	223	149	7	107	49	214	213	78	3	219	61	41	27	181	3	104	119	9	1	0	14	4	1	23	0	7	8	6
RPL35A	21261	14043	93	10593	472	6740	7504	5629	142	3123	17	2047	1983	2087	108	2878	3	1978	2076	1655	32	1631	1410	6	23	9	485	4	14	357	16	2	411	237
EWSR1	419	371	22	375	10	217	214	133	5	96	9	159	184	79	2	164	9	48	35	148	2	106	111	1	0	0	15	1	0	15	0	0	12	9
DAZAP2	1075	883	283	784	42	407	526	384	35	283	102	467	559	186	12	509	47	130	101	380	7	258	246	25	3	1	33	16	4	19	2	9	21	21
SELENOF	541	413	28	300	12	194	202	166	30	99	5	148	136	68	3	156	2	81	54	113	1	86	81	1	0	0	18	1	1	22	3	0	12	10
TANGO2	166	81	24	103	112	61	67	39	23	20	5	42	55	13	38	58	5	14	12	49	12	45	34	3	10	6	2	0	1	8	2	2	4	2
NDUFB1	854	374	67	444	23	231	229	163	4	53	6	121	254	54	15	298	13	66	77	147	7	100	116	2	0	1	8	1	2	17	0	1	14	6
TRIM52	947	453	62	646	14	491	483	350	3	107	24	95	148	101	5	130	15	93	48	104	3	84	116	10	0	0	18	1	0	28	0	6	7	14
TMEM50A	641	469	182	445	44	218	194	175	145	47	9	235	171	40	13	203	17	35	77	95	42	104	73	7	2	0	10	2	19	6	8	0	3	3
TBK1	3068	1452	423	2043	36	1287	1311	946	10	440	141	617	908	411	6	668	80	278	252	656	3	398	489	25	1	2	65	6	2	76	0	6	55	55
KREMEN1	343	150	76	260	2	123	162	94	1	31	24	63	86	40	0	72	16	32	45	49	1	40	37	5	0	0	9	1	1	12	1	3	7	2
PRKX	962	556	91	670	5	466	466	332	2	129	40	137	226	114	1	229	20	87	76	199	1	152	177	12	0	1	17	1	0	34	1	1	17	21
PTP4A2	1423	1013	262	1023	86	711	601	436	220	258	69	1128	819	188	16	730	31	111	141	495	69	450	408	8	5	5	46	1	15	42	24	8	28	10
ACTG1	6263	4514	159	4593	31	1777	1608	1260	1202	369	25	2214	1669	316	2	1860	20	375	753	1005	303	993	770	17	0	0	63	5	58	43	70	0	128	20
UQCR10	1046	795	62	628	101	337	297	241	33	77	6	305	233	61	36	269	8	73	120	185	6	153	143	3	3	0	12	0	2	13	2	0	19	8
PPP1R2	1080	797	96	722	8	266	401	238	11	203	17	190	170	105	0	174	20	75	92	121	1	92	79	9	1	0	32	4	1	24	2	2	16	16
KRBA2	1480	574	77	891	12	568	563	368	2	144	27	129	254	187	7	240	10	154	139	157	3	97	160	6	1	0	33	1	0	46	0	1	41	24
MED12	514	282	83	358	6	266	295	190	2	64	32	101	118	60	2	82	17	70	36	105	1	72	80	1	1	0	13	2	0	20	1	7	11	13
SEPTIN9	837	422	14	572	5	359	353	228	10	60	4	198	178	51	0	252	3	42	90	143	3	152	122	1	0	0	10	2	1	10	0	1	7	5
SUMO3	358	365	16	278	6	147	165	109	55	95	3	155	189	69	2	163	0	41	31	93	20	91	84	1	0	0	11	0	6	16	7	0	9	3
FMNL1	646	348	301	492	9	281	302	192	2	117	75	369	410	76	0	371	49	55	40	346	0	254	227	37	2	0	13	8	2	18	0	18	15	9
RPS27L	1646	847	47	969	39	476	460	364	20	72	20	313	343	127	7	325	4	137	242	178	1	127	134	1	2	0	17	2	0	20	1	2	29	13
IFITM2	1488	1262	7341	850	62	511	455	343	154	142	708	1394	699	84	2	793	609	95	155	147	20	306	183	475	0	9	13	186	1	23	0	56	18	7
UBALD2	713	1141	124	738	166	313	341	237	28	136	41	209	181	118	56	128	12	45	121	139	15	78	85	12	7	4	9	3	3	20	2	6	10	11
TNFAIP8L1	499	276	18	318	5	233	270	156	6	72	14	72	150	66	3	109	5	68	42	120	2	78	71	8	0	0	22	0	5	15	3	2	9	10
P4HB	670	649	82	527	6	362	238	277	52	67	19	234	293	59	5	229	10	48	118	225	9	134	140	9	1	0	10	0	0	15	0	1	14	4
PSMD13	356	250	21	246	16	117	89	77	24	41	4	102	99	52	5	101	2	39	40	50	5	49	51	6	0	0	9	0	1	5	2	0	6	5
ZFP36L1	837	320	1205	406	4	242	253	199	8	103	268	688	1294	128	6	702	182	130	43	640	0	418	523	34	1	9	21	23	1	20	0	13	34	15
UBE2L3	613	571	24	590	20	240	230	190	64	84	2	212	173	62	1	186	3	46	61	121	9	79	83	5	0	0	15	0	1	7	1	0	9	2
BRWD1	396	243	33	277	10	206	206	129	8	49	5	36	66	40	0	51	4	25	34	48	4	24	43	1	0	0	6	1	0	13	0	4	7	8
MORF4L1	1479	1302	104	1089	117	648	652	475	153	335	5	401	314	190	24	357	17	137	141	259	33	181	175	7	7	5	44	1	4	36	7	2	27	14
BCAP31	436	311	37	257	4	159	140	109	71	40	13	171	177	39	2	138	8	38	48	81	23	98	62	1	0	0	13	0	4	8	3	0	8	4
EVI2B	959	512	434	464	12	227	267	187	6	240	100	653	777	152	0	638	76	210	97	472	0	405	363	58	0	1	54	14	1	47	0	10	23	10
ATP6V0C	196	295	109	230	288	113	131	86	63	91	13	557	342	67	101	298	2	22	20	270	10	173	220	5	33	22	7	1	1	13	0	0	4	3
LAMP1	357	283	88	313	6	171	166	103	36	58	21	144	166	62	1	139	9	27	42	75	14	83	79	4	0	0	8	2	3	8	1	4	3	4
IRS2	1418	633	300	924	45	640	596	359	10	164	84	202	426	177	11	363	42	124	124	279	5	169	187	33	0	0	45	9	2	54	0	8	22	31
NDUFA13	1098	1138	22	784	47	365	322	289	38	193	3	546	361	89	28	366	3	93	180	258	5	217	202	0	1	0	10	1	0	10	3	0	30	10
POLR1D	788	678	19	661	408	268	266	212	23	126	3	188	217	81	75	210	5	68	51	122	5	115	97	1	20	23	13	0	0	17	2	0	4	8
TMEM212	1399	729	22	858	29	752	719	516	3	215	16	119	136	228	5	145	7	148	77	115	1	100	87	4	1	0	66	3	0	67	1	2	19	32
CCDC30	421	178	28	252	3	177	213	125	0	45	13	47	95	50	0	68	6	38	37	72	2	54	54	5	0	0	14	0	0	5	1	1	11	3
KPNA4	477	322	109	298	20	238	206	183	14	143	26	188	149	66	4	186	28	68	46	123	6	108	97	5	3	3	15	2	0	20	0	3	8	7
RPS23	31543	22246	35	15322	257	9535	10602	8184	21	6261	4	3013	2417	3816	31	3845	4	3625	2795	2004	3	2395	2026	1	6	1	972	0	0	718	0	0	728	446
UBE2H	304	228	79	181	1076	115	131	79	81	62	14	85	58	47	208	62	12	37	24	44	23	33	45	1	36	41	10	1	4	14	12	2	8	2
LYRM7	1120	500	147	694	12	421	445	323	5	133	69	127	246	168	1	236	53	127	85	176	0	110	152	10	0	0	35	16	1	48	0	11	28	20
